front_type,budget,scheme,pair,source_family,source_best,source_run,source_solution_id,source_EP,source_HV,target_family,target_best,target_run,target_solution_id,target_EP,target_HV,distance
estimatedReferenceFronts,3000,gower_consensus_weighted,EP_vs_EP,RE3D,EP,16,3,-0.2999664135815318,0.9969100135829432,RWA3D,EP,4,3,-0.1135248568485875,0.8220487665372115,0.28970978997256797
estimatedReferenceFronts,3000,gower_consensus_weighted,EP_vs_HV,RE3D,EP,16,3,-0.2999664135815318,0.9969100135829432,RWA3D,HV,23,18,-0.1104645794248392,0.8300432009523252,0.46813253815810657
estimatedReferenceFronts,3000,gower_consensus_weighted,HV_vs_EP,RE3D,HV,11,31,-0.2603774939798994,0.9974272777295649,RWA3D,EP,4,3,-0.1135248568485875,0.8220487665372115,0.5419458582320528
estimatedReferenceFronts,3000,gower_consensus_weighted,HV_vs_HV,RE3D,HV,11,31,-0.2603774939798994,0.9974272777295649,RWA3D,HV,23,18,-0.1104645794248392,0.8300432009523252,0.40079035093831056
estimatedReferenceFronts,3000,gower_unweighted,EP_vs_EP,RE3D,EP,16,3,-0.2999664135815318,0.9969100135829432,RWA3D,EP,4,3,-0.1135248568485875,0.8220487665372115,0.26466695094806525
estimatedReferenceFronts,3000,gower_unweighted,EP_vs_HV,RE3D,EP,16,3,-0.2999664135815318,0.9969100135829432,RWA3D,HV,23,18,-0.1104645794248392,0.8300432009523252,0.35835860121343543
estimatedReferenceFronts,3000,gower_unweighted,HV_vs_EP,RE3D,HV,11,31,-0.2603774939798994,0.9974272777295649,RWA3D,EP,4,3,-0.1135248568485875,0.8220487665372115,0.44873965474922783
estimatedReferenceFronts,3000,gower_unweighted,HV_vs_HV,RE3D,HV,11,31,-0.2603774939798994,0.9974272777295649,RWA3D,HV,23,18,-0.1104645794248392,0.8300432009523252,0.29919818226631656
referenceFronts,3000,gower_consensus_weighted,EP_vs_EP,RE3D,EP,3,1,0.0155198492951311,0.850894837605786,RWA3D,EP,9,13,0.174755964775159,0.5849610717204435,0.5506817335998861
referenceFronts,3000,gower_consensus_weighted,EP_vs_HV,RE3D,EP,3,1,0.0155198492951311,0.850894837605786,RWA3D,HV,26,3,0.177177327848559,0.585920954608964,0.5264389574401487
referenceFronts,3000,gower_consensus_weighted,HV_vs_EP,RE3D,HV,8,2,0.0166029817739958,0.8514852229357667,RWA3D,EP,9,13,0.174755964775159,0.5849610717204435,0.4064854482485832
referenceFronts,3000,gower_consensus_weighted,HV_vs_HV,RE3D,HV,8,2,0.0166029817739958,0.8514852229357667,RWA3D,HV,26,3,0.177177327848559,0.585920954608964,0.2704468212739075
referenceFronts,3000,gower_unweighted,EP_vs_EP,RE3D,EP,3,1,0.0155198492951311,0.850894837605786,RWA3D,EP,9,13,0.174755964775159,0.5849610717204435,0.3646651260317622
referenceFronts,3000,gower_unweighted,EP_vs_HV,RE3D,EP,3,1,0.0155198492951311,0.850894837605786,RWA3D,HV,26,3,0.177177327848559,0.585920954608964,0.3602263101118538
referenceFronts,3000,gower_unweighted,HV_vs_EP,RE3D,HV,8,2,0.0166029817739958,0.8514852229357667,RWA3D,EP,9,13,0.174755964775159,0.5849610717204435,0.27109814796522536
referenceFronts,3000,gower_unweighted,HV_vs_HV,RE3D,HV,8,2,0.0166029817739958,0.8514852229357667,RWA3D,HV,26,3,0.177177327848559,0.585920954608964,0.17114068962965
estimatedReferenceFronts,5000,gower_consensus_weighted,EP_vs_EP,RE3D,EP,2,3,-0.3000101864882358,0.9972147409484788,RWA3D,EP,11,18,-0.1135228820782501,0.829358267388852,0.46144693729154007
estimatedReferenceFronts,5000,gower_consensus_weighted,EP_vs_HV,RE3D,EP,2,3,-0.3000101864882358,0.9972147409484788,RWA3D,HV,8,9,-0.1107480699815373,0.8300694658560528,0.3444380108334803
estimatedReferenceFronts,5000,gower_consensus_weighted,HV_vs_EP,RE3D,HV,20,28,-0.2623754508109212,0.9974201165588468,RWA3D,EP,11,18,-0.1135228820782501,0.829358267388852,0.4950732534471429
estimatedReferenceFronts,5000,gower_consensus_weighted,HV_vs_HV,RE3D,HV,20,28,-0.2623754508109212,0.9974201165588468,RWA3D,HV,8,9,-0.1107480699815373,0.8300694658560528,0.5446143463323885
estimatedReferenceFronts,5000,gower_unweighted,EP_vs_EP,RE3D,EP,2,3,-0.3000101864882358,0.9972147409484788,RWA3D,EP,11,18,-0.1135228820782501,0.829358267388852,0.3856630977603187
estimatedReferenceFronts,5000,gower_unweighted,EP_vs_HV,RE3D,EP,2,3,-0.3000101864882358,0.9972147409484788,RWA3D,HV,8,9,-0.1107480699815373,0.8300694658560528,0.33679672639053404
estimatedReferenceFronts,5000,gower_unweighted,HV_vs_EP,RE3D,HV,20,28,-0.2623754508109212,0.9974201165588468,RWA3D,EP,11,18,-0.1135228820782501,0.829358267388852,0.42765088428860826
estimatedReferenceFronts,5000,gower_unweighted,HV_vs_HV,RE3D,HV,20,28,-0.2623754508109212,0.9974201165588468,RWA3D,HV,8,9,-0.1107480699815373,0.8300694658560528,0.4371124625975114
referenceFronts,5000,gower_consensus_weighted,EP_vs_EP,RE3D,EP,20,2,0.0148617108589565,0.8514656902906802,RWA3D,EP,28,0,0.174212215524828,0.5849331120488714,0.3881916572092276
referenceFronts,5000,gower_consensus_weighted,EP_vs_HV,RE3D,EP,20,2,0.0148617108589565,0.8514656902906802,RWA3D,HV,4,3,0.1771964565895933,0.5860135174946729,0.565211791114905
referenceFronts,5000,gower_consensus_weighted,HV_vs_EP,RE3D,HV,20,1,0.0162123588107818,0.8516609022816289,RWA3D,EP,28,0,0.174212215524828,0.5849331120488714,0.4216249253628159
referenceFronts,5000,gower_consensus_weighted,HV_vs_HV,RE3D,HV,20,1,0.0162123588107818,0.8516609022816289,RWA3D,HV,4,3,0.1771964565895933,0.5860135174946729,0.565010157804976
referenceFronts,5000,gower_unweighted,EP_vs_EP,RE3D,EP,20,2,0.0148617108589565,0.8514656902906802,RWA3D,EP,28,0,0.174212215524828,0.5849331120488714,0.21669529786413247
referenceFronts,5000,gower_unweighted,EP_vs_HV,RE3D,EP,20,2,0.0148617108589565,0.8514656902906802,RWA3D,HV,4,3,0.1771964565895933,0.5860135174946729,0.3577278136046362
referenceFronts,5000,gower_unweighted,HV_vs_EP,RE3D,HV,20,1,0.0162123588107818,0.8516609022816289,RWA3D,EP,28,0,0.174212215524828,0.5849331120488714,0.2479905367636094
referenceFronts,5000,gower_unweighted,HV_vs_HV,RE3D,HV,20,1,0.0162123588107818,0.8516609022816289,RWA3D,HV,4,3,0.1771964565895933,0.5860135174946729,0.35777305250411306
estimatedReferenceFronts,7000,gower_consensus_weighted,EP_vs_EP,RE3D,EP,24,4,-0.3000299501766044,0.9966862157423896,RWA3D,EP,7,15,-0.1135248233870384,0.8282209148347776,0.26774679283670855
estimatedReferenceFronts,7000,gower_consensus_weighted,EP_vs_HV,RE3D,EP,24,4,-0.3000299501766044,0.9966862157423896,RWA3D,HV,1,18,-0.1107298348807015,0.8301000131161106,0.3283428948594191
estimatedReferenceFronts,7000,gower_consensus_weighted,HV_vs_EP,RE3D,HV,14,12,-0.2480441491760608,0.9974173922173442,RWA3D,EP,7,15,-0.1135248233870384,0.8282209148347776,0.3083678919260287
estimatedReferenceFronts,7000,gower_consensus_weighted,HV_vs_HV,RE3D,HV,14,12,-0.2480441491760608,0.9974173922173442,RWA3D,HV,1,18,-0.1107298348807015,0.8301000131161106,0.2939441433903151
estimatedReferenceFronts,7000,gower_unweighted,EP_vs_EP,RE3D,EP,24,4,-0.3000299501766044,0.9966862157423896,RWA3D,EP,7,15,-0.1135248233870384,0.8282209148347776,0.3941442116632143
estimatedReferenceFronts,7000,gower_unweighted,EP_vs_HV,RE3D,EP,24,4,-0.3000299501766044,0.9966862157423896,RWA3D,HV,1,18,-0.1107298348807015,0.8301000131161106,0.40297733568327154
estimatedReferenceFronts,7000,gower_unweighted,HV_vs_EP,RE3D,HV,14,12,-0.2480441491760608,0.9974173922173442,RWA3D,EP,7,15,-0.1135248233870384,0.8282209148347776,0.4296899331455335
estimatedReferenceFronts,7000,gower_unweighted,HV_vs_HV,RE3D,HV,14,12,-0.2480441491760608,0.9974173922173442,RWA3D,HV,1,18,-0.1107298348807015,0.8301000131161106,0.24222571324916245
referenceFronts,7000,gower_consensus_weighted,EP_vs_EP,RE3D,EP,19,0,0.0147114901527513,0.8514099916394056,RWA3D,EP,19,2,0.1741532332425695,0.5853195428376522,0.19802247846549537
referenceFronts,7000,gower_consensus_weighted,EP_vs_HV,RE3D,EP,19,0,0.0147114901527513,0.8514099916394056,RWA3D,HV,23,4,0.1759432781078952,0.58615186375884,0.6351757493426685
referenceFronts,7000,gower_consensus_weighted,HV_vs_EP,RE3D,HV,11,4,0.0162652170518309,0.8516773356035359,RWA3D,EP,19,2,0.1741532332425695,0.5853195428376522,0.3389417776424001
referenceFronts,7000,gower_consensus_weighted,HV_vs_HV,RE3D,HV,11,4,0.0162652170518309,0.8516773356035359,RWA3D,HV,23,4,0.1759432781078952,0.58615186375884,0.6830410318111421
referenceFronts,7000,gower_unweighted,EP_vs_EP,RE3D,EP,19,0,0.0147114901527513,0.8514099916394056,RWA3D,EP,19,2,0.1741532332425695,0.5853195428376522,0.148592414707707
referenceFronts,7000,gower_unweighted,EP_vs_HV,RE3D,EP,19,0,0.0147114901527513,0.8514099916394056,RWA3D,HV,23,4,0.1759432781078952,0.58615186375884,0.26023204200068023
referenceFronts,7000,gower_unweighted,HV_vs_EP,RE3D,HV,11,4,0.0162652170518309,0.8516773356035359,RWA3D,EP,19,2,0.1741532332425695,0.5853195428376522,0.28700588056150417
referenceFronts,7000,gower_unweighted,HV_vs_HV,RE3D,HV,11,4,0.0162652170518309,0.8516773356035359,RWA3D,HV,23,4,0.1759432781078952,0.58615186375884,0.36888941844975365
