# Evaluation: 0

# Evaluation: 100
EP=0.15369258291663573 HVMinus=-0.8477567130480186 | --algorithmResult population --createInitialSolutions scatterSearch --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.5923389979600567 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.8693426234586007 --blxAlphaBetaCrossoverAlpha 0.8782825294015388 --mutation powerLaw --mutationProbabilityFactor 1.0785473085459387 --mutationRepairStrategy round --powerLawMutationDelta 4.007680685529535 --selection tournament --selectionTournamentSize 5 
EP=0.15248270672844585 HVMinus=-0.8506954026876767 | --algorithmResult externalArchive --populationSizeWithArchive 45 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.5560181568541099 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.7161397947936162 --blxAlphaBetaCrossoverAlpha 0.754187888378074 --mutation levyFlight --mutationProbabilityFactor 0.27527174653819964 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.5526143513774429 --levyFlightMutationStepSize 0.7074407479294007 --selection random 
EP=0.15111879313308846 HVMinus=-0.8504396513083167 | --algorithmResult externalArchive --populationSizeWithArchive 46 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.5316043243514553 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.34626296636725246 --blxAlphaBetaCrossoverAlpha 0.7063446113403038 --mutation levyFlight --mutationProbabilityFactor 1.0548866035641467 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1151379379168436 --levyFlightMutationStepSize 0.9435207411831013 --selection random 
EP=0.15131667066669338 HVMinus=-0.8505869234559246 | --algorithmResult externalArchive --populationSizeWithArchive 60 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.6899789107626589 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.7164272970327079 --blxAlphaBetaCrossoverAlpha 0.7558901898963711 --mutation levyFlight --mutationProbabilityFactor 1.0905525391511544 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.5571365661033711 --levyFlightMutationStepSize 0.7074407479294007 --selection stochasticUniversalSampling 
EP=0.15197115147202306 HVMinus=-0.8505870055255548 | --algorithmResult externalArchive --populationSizeWithArchive 50 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.6901458422418658 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.6905025555401665 --blxAlphaBetaCrossoverAlpha 0.7062624092580296 --mutation levyFlight --mutationProbabilityFactor 1.172401181861858 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.6001560176010468 --levyFlightMutationStepSize 0.6886790606059864 --selection stochasticUniversalSampling 
EP=0.15060062085831824 HVMinus=-0.8503413488354086 | --algorithmResult externalArchive --populationSizeWithArchive 44 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.5177422642519913 --crossoverRepairStrategy round --laplaceCrossoverScale 0.32032632989029075 --mutation levyFlight --mutationProbabilityFactor 1.1748378322243587 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.5685855443404688 --levyFlightMutationStepSize 0.6899836239381363 --selection stochasticUniversalSampling 

# Evaluation: 700
EP=0.15060062085831824 HVMinus=-0.8503413488354086 | --algorithmResult externalArchive --populationSizeWithArchive 44 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.5177422642519913 --crossoverRepairStrategy round --laplaceCrossoverScale 0.32032632989029075 --mutation levyFlight --mutationProbabilityFactor 1.1748378322243587 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.5685855443404688 --levyFlightMutationStepSize 0.6899836239381363 --selection stochasticUniversalSampling 
EP=0.1522685102094769 HVMinus=-0.8507366153940826 | --algorithmResult externalArchive --populationSizeWithArchive 187 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9912905967391465 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.7161467796182754 --blxAlphaBetaCrossoverAlpha 0.6007067472207982 --mutation levyFlight --mutationProbabilityFactor 1.0907955831109677 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.5652197949187339 --levyFlightMutationStepSize 0.6837526621385347 --selection tournament --selectionTournamentSize 9 
EP=0.151003267801783 HVMinus=-0.8504811508602568 | --algorithmResult externalArchive --populationSizeWithArchive 44 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.6756289938993256 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.32032632989029075 --mutation levyFlight --mutationProbabilityFactor 1.4709776549197164 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.5640098100072664 --levyFlightMutationStepSize 0.6862151457769108 --selection stochasticUniversalSampling 
EP=0.15195021730729374 HVMinus=-0.85068582215629 | --algorithmResult externalArchive --populationSizeWithArchive 45 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.6831351409969271 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.6928525961753769 --blxAlphaBetaCrossoverAlpha 0.7113958009506943 --mutation levyFlight --mutationProbabilityFactor 1.0991046914505591 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.567022636602039 --levyFlightMutationStepSize 0.6579525141640833 --selection stochasticUniversalSampling 
EP=0.1512934030868339 HVMinus=-0.8506122525198936 | --algorithmResult externalArchive --populationSizeWithArchive 45 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.5560181568541099 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.7161397947936162 --blxAlphaBetaCrossoverAlpha 0.7124132046655467 --mutation levyFlight --mutationProbabilityFactor 1.0910941682273905 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.3109399269149211 --levyFlightMutationStepSize 0.7074407479294007 --selection random 

# Evaluation: 800
EP=0.15060062085831824 HVMinus=-0.8503413488354086 | --algorithmResult externalArchive --populationSizeWithArchive 44 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.5177422642519913 --crossoverRepairStrategy round --laplaceCrossoverScale 0.32032632989029075 --mutation levyFlight --mutationProbabilityFactor 1.1748378322243587 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.5685855443404688 --levyFlightMutationStepSize 0.6899836239381363 --selection stochasticUniversalSampling 
EP=0.1512934030868339 HVMinus=-0.8506122525198936 | --algorithmResult externalArchive --populationSizeWithArchive 45 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.5560181568541099 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.7161397947936162 --blxAlphaBetaCrossoverAlpha 0.7124132046655467 --mutation levyFlight --mutationProbabilityFactor 1.0910941682273905 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.3109399269149211 --levyFlightMutationStepSize 0.7074407479294007 --selection random 
EP=0.15078858574609283 HVMinus=-0.8505213345294065 | --algorithmResult externalArchive --populationSizeWithArchive 52 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.563564662348213 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.6929349056323102 --blxAlphaBetaCrossoverAlpha 0.7497497855873018 --mutation levyFlight --mutationProbabilityFactor 1.3286604734198708 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.3110633585478724 --levyFlightMutationStepSize 0.7067190038449894 --selection boltzmann --boltzmannTemperature 39.69233861300808 
EP=0.15133207832551393 HVMinus=-0.850774252769922 | --algorithmResult externalArchive --populationSizeWithArchive 44 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.5559432648214055 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.7161397947936162 --blxAlphaBetaCrossoverAlpha 0.7559117257594818 --mutation levyFlight --mutationProbabilityFactor 0.27527174653819964 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.5526033717996572 --levyFlightMutationStepSize 0.7074407479294007 --selection boltzmann --boltzmannTemperature 39.878039819807356 

# Evaluation: 900
EP=0.15060062085831824 HVMinus=-0.8503413488354086 | --algorithmResult externalArchive --populationSizeWithArchive 44 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.5177422642519913 --crossoverRepairStrategy round --laplaceCrossoverScale 0.32032632989029075 --mutation levyFlight --mutationProbabilityFactor 1.1748378322243587 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.5685855443404688 --levyFlightMutationStepSize 0.6899836239381363 --selection stochasticUniversalSampling 
EP=0.1512934030868339 HVMinus=-0.8506122525198936 | --algorithmResult externalArchive --populationSizeWithArchive 45 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.5560181568541099 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.7161397947936162 --blxAlphaBetaCrossoverAlpha 0.7124132046655467 --mutation levyFlight --mutationProbabilityFactor 1.0910941682273905 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.3109399269149211 --levyFlightMutationStepSize 0.7074407479294007 --selection random 
EP=0.15078858574609283 HVMinus=-0.8505213345294065 | --algorithmResult externalArchive --populationSizeWithArchive 52 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.563564662348213 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.6929349056323102 --blxAlphaBetaCrossoverAlpha 0.7497497855873018 --mutation levyFlight --mutationProbabilityFactor 1.3286604734198708 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.3110633585478724 --levyFlightMutationStepSize 0.7067190038449894 --selection boltzmann --boltzmannTemperature 39.69233861300808 
EP=0.15133207832551393 HVMinus=-0.850774252769922 | --algorithmResult externalArchive --populationSizeWithArchive 44 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.5559432648214055 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.7161397947936162 --blxAlphaBetaCrossoverAlpha 0.7559117257594818 --mutation levyFlight --mutationProbabilityFactor 0.27527174653819964 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.5526033717996572 --levyFlightMutationStepSize 0.7074407479294007 --selection boltzmann --boltzmannTemperature 39.878039819807356 
EP=0.15044596296971152 HVMinus=-0.8502559919102539 | --algorithmResult externalArchive --populationSizeWithArchive 170 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.7440356086419218 --crossoverRepairStrategy round --laplaceCrossoverScale 0.4365884455066651 --mutation levyFlight --mutationProbabilityFactor 1.4724727288891217 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1381899285096235 --levyFlightMutationStepSize 0.37654194195182084 --selection tournament --selectionTournamentSize 5 
EP=0.15141870834509685 HVMinus=-0.8509020303578744 | --algorithmResult externalArchive --populationSizeWithArchive 31 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.6901458422418658 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.6905025555401665 --blxAlphaBetaCrossoverAlpha 0.7104983639789235 --mutation levyFlight --mutationProbabilityFactor 1.0243734505576936 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.5996091566785542 --levyFlightMutationStepSize 0.6856285546034977 --selection stochasticUniversalSampling 

# Evaluation: 1000
EP=0.15060062085831824 HVMinus=-0.8503413488354086 | --algorithmResult externalArchive --populationSizeWithArchive 44 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.5177422642519913 --crossoverRepairStrategy round --laplaceCrossoverScale 0.32032632989029075 --mutation levyFlight --mutationProbabilityFactor 1.1748378322243587 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.5685855443404688 --levyFlightMutationStepSize 0.6899836239381363 --selection stochasticUniversalSampling 
EP=0.15078858574609283 HVMinus=-0.8505213345294065 | --algorithmResult externalArchive --populationSizeWithArchive 52 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.563564662348213 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.6929349056323102 --blxAlphaBetaCrossoverAlpha 0.7497497855873018 --mutation levyFlight --mutationProbabilityFactor 1.3286604734198708 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.3110633585478724 --levyFlightMutationStepSize 0.7067190038449894 --selection boltzmann --boltzmannTemperature 39.69233861300808 
EP=0.15133207832551393 HVMinus=-0.850774252769922 | --algorithmResult externalArchive --populationSizeWithArchive 44 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.5559432648214055 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.7161397947936162 --blxAlphaBetaCrossoverAlpha 0.7559117257594818 --mutation levyFlight --mutationProbabilityFactor 0.27527174653819964 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.5526033717996572 --levyFlightMutationStepSize 0.7074407479294007 --selection boltzmann --boltzmannTemperature 39.878039819807356 
EP=0.15044596296971152 HVMinus=-0.8502559919102539 | --algorithmResult externalArchive --populationSizeWithArchive 170 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.7440356086419218 --crossoverRepairStrategy round --laplaceCrossoverScale 0.4365884455066651 --mutation levyFlight --mutationProbabilityFactor 1.4724727288891217 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1381899285096235 --levyFlightMutationStepSize 0.37654194195182084 --selection tournament --selectionTournamentSize 5 
EP=0.15141870834509685 HVMinus=-0.8509020303578744 | --algorithmResult externalArchive --populationSizeWithArchive 31 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.6901458422418658 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.6905025555401665 --blxAlphaBetaCrossoverAlpha 0.7104983639789235 --mutation levyFlight --mutationProbabilityFactor 1.0243734505576936 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.5996091566785542 --levyFlightMutationStepSize 0.6856285546034977 --selection stochasticUniversalSampling 
EP=0.15113253871747853 HVMinus=-0.8506917395062633 | --algorithmResult externalArchive --populationSizeWithArchive 44 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.5559432648214055 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.7151321740486927 --blxAlphaBetaCrossoverAlpha 0.7076262341175416 --mutation levyFlight --mutationProbabilityFactor 0.27527174653819964 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.0794416726971774 --levyFlightMutationStepSize 0.7074407479294007 --selection boltzmann --boltzmannTemperature 18.273613287383593 
EP=0.15134345492876064 HVMinus=-0.8508056117974935 | --algorithmResult externalArchive --populationSizeWithArchive 44 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.6965524622780651 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.38072396823105736 --mutation levyFlight --mutationProbabilityFactor 1.0830407684893837 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.5829920835424838 --levyFlightMutationStepSize 0.6899836239381363 --selection stochasticUniversalSampling 

# Evaluation: 1100
EP=0.15060062085831824 HVMinus=-0.8503413488354086 | --algorithmResult externalArchive --populationSizeWithArchive 44 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.5177422642519913 --crossoverRepairStrategy round --laplaceCrossoverScale 0.32032632989029075 --mutation levyFlight --mutationProbabilityFactor 1.1748378322243587 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.5685855443404688 --levyFlightMutationStepSize 0.6899836239381363 --selection stochasticUniversalSampling 
EP=0.15078858574609283 HVMinus=-0.8505213345294065 | --algorithmResult externalArchive --populationSizeWithArchive 52 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.563564662348213 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.6929349056323102 --blxAlphaBetaCrossoverAlpha 0.7497497855873018 --mutation levyFlight --mutationProbabilityFactor 1.3286604734198708 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.3110633585478724 --levyFlightMutationStepSize 0.7067190038449894 --selection boltzmann --boltzmannTemperature 39.69233861300808 
