family,front_type,budget,parameter,parameter_kind,action,supported_views,recommendation_reason,recommended_value,recommended_min,recommended_max
RWA3D,extremePointsFronts,1000,fuzzyRecombinationCrossoverAlpha,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,1000,laplaceCrossoverScale,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,1000,levyFlightMutationBeta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,1000,levyFlightMutationStepSize,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,1000,linkedPolynomialMutationDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,1000,mutationProbabilityFactor,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,1000,nonUniformMutationPerturbation,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,1000,offspringPopulationSize,categorical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,1000,pcxCrossoverEta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,1000,pcxCrossoverZeta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,1000,polynomialMutationDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,1000,populationSizeWithArchive,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,1000,powerLawMutationDelta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,1000,sbxDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,1000,selection,categorical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,1000,selectionTournamentSize,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,1000,undcCrossoverEta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,1000,undcCrossoverZeta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,1000,uniformMutationPerturbation,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,1000,blxAlphaCrossoverAlpha,numerical,narrow,HV|joint,low_iqr_and_overlapping_centers,,0.8501599670838156,0.9938712525462188
RE3D,referenceFronts,1000,algorithmResult,categorical,fix,EP|HV|joint,dominant_category_repeats,externalArchive,,
RE3D,referenceFronts,1000,archiveType,categorical,fix,EP|HV|joint,dominant_category_repeats,unboundedArchive,,
RE3D,referenceFronts,1000,mutationRepairStrategy,categorical,fix,EP|joint,dominant_category_repeats,bounds,,
RE3D,referenceFronts,1000,variation,categorical,fix,EP|HV|joint,dominant_category_repeats,crossoverAndMutationVariation,,
RE3D,referenceFronts,1000,blxAlphaBetaCrossoverAlpha,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,1000,blxAlphaBetaCrossoverBeta,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,1000,blxAlphaCrossoverAlpha,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,1000,boltzmannTemperature,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,1000,createInitialSolutions,categorical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,1000,crossover,categorical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,1000,crossoverRepairStrategy,categorical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,1000,fuzzyRecombinationCrossoverAlpha,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,1000,laplaceCrossoverScale,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,1000,linkedPolynomialMutationDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,1000,mutation,categorical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,1000,nonUniformMutationPerturbation,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,1000,offspringPopulationSize,categorical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,1000,pcxCrossoverEta,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,1000,pcxCrossoverZeta,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,1000,polynomialMutationDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,1000,powerLawMutationDelta,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,1000,sbxDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,1000,selection,categorical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,1000,selectionTournamentSize,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,1000,undcCrossoverEta,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,1000,undcCrossoverZeta,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,1000,uniformMutationPerturbation,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,1000,crossoverProbability,numerical,narrow,EP|HV|joint,low_iqr_and_overlapping_centers,,0.9761960447276021,0.999972155411297
RE3D,referenceFronts,1000,levyFlightMutationBeta,numerical,narrow,HV|joint,low_iqr_and_overlapping_centers,,1.0163928429253313,1.3802645557165953
RE3D,referenceFronts,1000,levyFlightMutationStepSize,numerical,narrow,EP|joint,low_iqr_and_overlapping_centers,,0.6349391387712514,0.905210920031528
RE3D,referenceFronts,1000,mutationProbabilityFactor,numerical,narrow,HV|joint,low_iqr_and_overlapping_centers,,0.09756935453763632,0.6339286713516641
RE3D,referenceFronts,1000,populationSizeWithArchive,numerical,narrow,EP|HV|joint,low_iqr_and_overlapping_centers,,13.25,32.75
RWA3D,referenceFronts,1000,algorithmResult,categorical,fix,EP|HV|joint,dominant_category_repeats,externalArchive,,
RWA3D,referenceFronts,1000,archiveType,categorical,fix,EP|HV|joint,dominant_category_repeats,unboundedArchive,,
RWA3D,referenceFronts,1000,crossover,categorical,fix,EP|HV|joint,dominant_category_repeats,BLX-alpha-beta,,
RWA3D,referenceFronts,1000,mutationRepairStrategy,categorical,fix,EP|HV|joint,dominant_category_repeats,bounds,,
RWA3D,referenceFronts,1000,variation,categorical,fix,EP|HV|joint,dominant_category_repeats,crossoverAndMutationVariation,,
RWA3D,referenceFronts,1000,blxAlphaBetaCrossoverBeta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,1000,blxAlphaCrossoverAlpha,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,1000,boltzmannTemperature,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,1000,createInitialSolutions,categorical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,1000,crossoverProbability,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,1000,crossoverRepairStrategy,categorical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,1000,fuzzyRecombinationCrossoverAlpha,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,1000,laplaceCrossoverScale,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,1000,levyFlightMutationBeta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,1000,levyFlightMutationStepSize,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,1000,linkedPolynomialMutationDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,1000,mutation,categorical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,1000,mutationProbabilityFactor,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,1000,nonUniformMutationPerturbation,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,1000,offspringPopulationSize,categorical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,1000,pcxCrossoverEta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,1000,pcxCrossoverZeta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,1000,polynomialMutationDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,1000,powerLawMutationDelta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,1000,sbxDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,1000,selection,categorical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,1000,selectionTournamentSize,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,1000,undcCrossoverEta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,1000,undcCrossoverZeta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,1000,uniformMutationPerturbation,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,1000,blxAlphaBetaCrossoverAlpha,numerical,narrow,HV|joint,low_iqr_and_overlapping_centers,,0.9131347365598115,0.9990804783694116
RWA3D,referenceFronts,1000,populationSizeWithArchive,numerical,narrow,EP|HV|joint,low_iqr_and_overlapping_centers,,18.625,49.375
RE3D,extremePointsFronts,3000,algorithmResult,categorical,fix,EP|HV|joint,dominant_category_repeats,externalArchive,,
RE3D,extremePointsFronts,3000,archiveType,categorical,fix,EP|HV|joint,dominant_category_repeats,unboundedArchive,,
RE3D,extremePointsFronts,3000,crossover,categorical,fix,EP|joint,dominant_category_repeats,laplace,,
RE3D,extremePointsFronts,3000,crossoverRepairStrategy,categorical,fix,HV|joint,dominant_category_repeats,bounds,,
RE3D,extremePointsFronts,3000,variation,categorical,fix,EP|HV|joint,dominant_category_repeats,crossoverAndMutationVariation,,
RE3D,extremePointsFronts,3000,blxAlphaBetaCrossoverAlpha,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,3000,blxAlphaBetaCrossoverBeta,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,3000,blxAlphaCrossoverAlpha,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,3000,boltzmannTemperature,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,3000,createInitialSolutions,categorical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,3000,fuzzyRecombinationCrossoverAlpha,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,3000,levyFlightMutationStepSize,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,3000,linkedPolynomialMutationDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,3000,mutation,categorical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,3000,mutationProbabilityFactor,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,3000,mutationRepairStrategy,categorical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,3000,nonUniformMutationPerturbation,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,3000,offspringPopulationSize,categorical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,3000,pcxCrossoverEta,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,3000,pcxCrossoverZeta,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,3000,polynomialMutationDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,3000,populationSizeWithArchive,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,3000,sbxDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,3000,selection,categorical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,3000,selectionTournamentSize,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,3000,undcCrossoverEta,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,3000,undcCrossoverZeta,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,3000,uniformMutationPerturbation,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,3000,crossoverProbability,numerical,narrow,HV|joint,low_iqr_and_overlapping_centers,,0.7321219211923939,0.9988056279031728
RE3D,extremePointsFronts,3000,laplaceCrossoverScale,numerical,narrow,EP|HV|joint,low_iqr_and_overlapping_centers,,0.4317708593736892,0.4997319909925619
RE3D,extremePointsFronts,3000,levyFlightMutationBeta,numerical,narrow,EP|joint,low_iqr_and_overlapping_centers,,1.300026006248796,1.7653741126041798
RE3D,extremePointsFronts,3000,powerLawMutationDelta,numerical,narrow,HV|joint,low_iqr_and_overlapping_centers,,7.334343686229223,9.999761267082638
RWA3D,extremePointsFronts,3000,algorithmResult,categorical,fix,EP|HV|joint,dominant_category_repeats,externalArchive,,
RWA3D,extremePointsFronts,3000,archiveType,categorical,fix,EP|HV|joint,dominant_category_repeats,unboundedArchive,,
RWA3D,extremePointsFronts,3000,mutation,categorical,fix,EP|HV|joint,dominant_category_repeats,powerLaw,,
RWA3D,extremePointsFronts,3000,variation,categorical,fix,EP|HV|joint,dominant_category_repeats,crossoverAndMutationVariation,,
RWA3D,extremePointsFronts,3000,blxAlphaCrossoverAlpha,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,3000,boltzmannTemperature,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,3000,createInitialSolutions,categorical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,3000,crossover,categorical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,3000,crossoverProbability,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,3000,crossoverRepairStrategy,categorical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,3000,fuzzyRecombinationCrossoverAlpha,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,3000,laplaceCrossoverScale,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,3000,levyFlightMutationBeta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,3000,levyFlightMutationStepSize,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,3000,linkedPolynomialMutationDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,3000,mutationRepairStrategy,categorical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,3000,nonUniformMutationPerturbation,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,3000,offspringPopulationSize,categorical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,3000,pcxCrossoverEta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,3000,pcxCrossoverZeta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,3000,polynomialMutationDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,3000,powerLawMutationDelta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,3000,sbxDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,3000,selection,categorical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,3000,selectionTournamentSize,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,3000,undcCrossoverEta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,3000,undcCrossoverZeta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,3000,uniformMutationPerturbation,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,3000,blxAlphaBetaCrossoverAlpha,numerical,narrow,EP|HV|joint,low_iqr_and_overlapping_centers,,0.6922430977287399,0.9971039272830088
RWA3D,extremePointsFronts,3000,blxAlphaBetaCrossoverBeta,numerical,narrow,EP|joint,low_iqr_and_overlapping_centers,,0.7202075374653727,0.9993613800098884
RWA3D,extremePointsFronts,3000,mutationProbabilityFactor,numerical,narrow,HV|joint,low_iqr_and_overlapping_centers,,1.5274975379536895,1.9989162886805896
RWA3D,extremePointsFronts,3000,populationSizeWithArchive,numerical,narrow,EP|joint,low_iqr_and_overlapping_centers,,10.0,86.625
RE3D,referenceFronts,3000,algorithmResult,categorical,fix,EP|HV|joint,dominant_category_repeats,externalArchive,,
RE3D,referenceFronts,3000,archiveType,categorical,fix,EP|HV|joint,dominant_category_repeats,unboundedArchive,,
RE3D,referenceFronts,3000,crossover,categorical,fix,EP|joint,dominant_category_repeats,laplace,,
RE3D,referenceFronts,3000,crossoverRepairStrategy,categorical,fix,EP|HV|joint,dominant_category_repeats,bounds,,
RE3D,referenceFronts,3000,mutationRepairStrategy,categorical,fix,EP|HV|joint,dominant_category_repeats,bounds,,
RE3D,referenceFronts,3000,variation,categorical,fix,EP|HV|joint,dominant_category_repeats,crossoverAndMutationVariation,,
RE3D,referenceFronts,3000,blxAlphaBetaCrossoverAlpha,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,3000,blxAlphaBetaCrossoverBeta,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,3000,blxAlphaCrossoverAlpha,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,3000,boltzmannTemperature,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,3000,createInitialSolutions,categorical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,3000,fuzzyRecombinationCrossoverAlpha,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,3000,laplaceCrossoverScale,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,3000,levyFlightMutationBeta,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,3000,levyFlightMutationStepSize,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,3000,linkedPolynomialMutationDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,3000,mutation,categorical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,3000,mutationProbabilityFactor,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,3000,nonUniformMutationPerturbation,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,3000,offspringPopulationSize,categorical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,3000,pcxCrossoverEta,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,3000,pcxCrossoverZeta,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,3000,polynomialMutationDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,3000,populationSizeWithArchive,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,3000,powerLawMutationDelta,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,3000,sbxDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,3000,selection,categorical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,3000,undcCrossoverEta,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,3000,undcCrossoverZeta,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,3000,uniformMutationPerturbation,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,3000,crossoverProbability,numerical,narrow,HV|joint,low_iqr_and_overlapping_centers,,0.8495889342341558,0.9991197875635506
RE3D,referenceFronts,3000,selectionTournamentSize,numerical,narrow,HV|joint,low_iqr_and_overlapping_centers,,2.0,4.5
RWA3D,referenceFronts,3000,algorithmResult,categorical,fix,EP|HV|joint,dominant_category_repeats,externalArchive,,
RWA3D,referenceFronts,3000,archiveType,categorical,fix,EP|HV|joint,dominant_category_repeats,unboundedArchive,,
RWA3D,referenceFronts,3000,mutation,categorical,fix,EP|HV|joint,dominant_category_repeats,powerLaw,,
RWA3D,referenceFronts,3000,variation,categorical,fix,EP|HV|joint,dominant_category_repeats,crossoverAndMutationVariation,,
RWA3D,referenceFronts,3000,blxAlphaBetaCrossoverAlpha,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,3000,blxAlphaBetaCrossoverBeta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,3000,boltzmannTemperature,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,3000,createInitialSolutions,categorical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,3000,crossover,categorical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,3000,crossoverProbability,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,3000,crossoverRepairStrategy,categorical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,3000,fuzzyRecombinationCrossoverAlpha,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,3000,laplaceCrossoverScale,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,3000,levyFlightMutationBeta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,3000,levyFlightMutationStepSize,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,3000,linkedPolynomialMutationDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,3000,mutationRepairStrategy,categorical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,3000,nonUniformMutationPerturbation,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,3000,offspringPopulationSize,categorical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,3000,pcxCrossoverEta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,3000,pcxCrossoverZeta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,3000,polynomialMutationDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,3000,populationSizeWithArchive,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,3000,powerLawMutationDelta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,3000,sbxDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,3000,selection,categorical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,3000,selectionTournamentSize,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,3000,undcCrossoverEta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,3000,undcCrossoverZeta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,3000,uniformMutationPerturbation,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,3000,blxAlphaCrossoverAlpha,numerical,narrow,HV|joint,low_iqr_and_overlapping_centers,,0.7516628420529688,0.9937673671647002
RWA3D,referenceFronts,3000,mutationProbabilityFactor,numerical,narrow,HV|joint,low_iqr_and_overlapping_centers,,1.5050971625578193,1.9568766236464659
