# Evaluation: 0

# Evaluation: 100
EP=0.15795294514053057 HVMinus=-0.8394115625759532 | --algorithmResult population --createInitialSolutions oppositionBased --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.16109154477281984 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.4629184752074722 --blxAlphaBetaCrossoverAlpha 0.5811128620967182 --mutation nonUniform --mutationProbabilityFactor 1.6260951425940358 --mutationRepairStrategy random --nonUniformMutationPerturbation 0.872462761194325 --selection tournament --selectionTournamentSize 7 

# Evaluation: 400
EP=0.15560435623490304 HVMinus=-0.8450962726443004 | --algorithmResult externalArchive --populationSizeWithArchive 10 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover arithmetic --crossoverProbability 0.3071326196778741 --crossoverRepairStrategy random --mutation levyFlight --mutationProbabilityFactor 1.3351602214853544 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.705412780439432 --levyFlightMutationStepSize 0.895053815208942 --selection boltzmann --boltzmannTemperature 11.7780721416856 
EP=0.1568498385594659 HVMinus=-0.8477420111040255 | --algorithmResult externalArchive --populationSizeWithArchive 51 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8509840806880151 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.4629184752074722 --blxAlphaBetaCrossoverAlpha 0.6051525948062606 --mutation nonUniform --mutationProbabilityFactor 0.9432745532746907 --mutationRepairStrategy random --nonUniformMutationPerturbation 0.5747092987892362 --selection tournament --selectionTournamentSize 7 
EP=0.15323195564069633 HVMinus=-0.8450701245424744 | --algorithmResult population --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8481534220419609 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.66744130430225 --blxAlphaBetaCrossoverAlpha 0.8648193522657884 --mutation uniform --mutationProbabilityFactor 0.725735191613474 --mutationRepairStrategy random --uniformMutationPerturbation 0.6489024060521177 --selection boltzmann --boltzmannTemperature 13.734695069810977 
EP=0.15584812789917304 HVMinus=-0.8454582978021371 | --algorithmResult externalArchive --populationSizeWithArchive 51 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8317207796802757 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.4719112045084847 --blxAlphaBetaCrossoverAlpha 0.6051525948062606 --mutation nonUniform --mutationProbabilityFactor 0.9322411344174151 --mutationRepairStrategy random --nonUniformMutationPerturbation 0.5747092987892362 --selection tournament --selectionTournamentSize 7 
EP=0.156194384836872 HVMinus=-0.8469421305815904 | --algorithmResult externalArchive --populationSizeWithArchive 51 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8705170980054722 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.6623229820747942 --blxAlphaBetaCrossoverAlpha 0.6051525948062606 --mutation nonUniform --mutationProbabilityFactor 0.6641788527550762 --mutationRepairStrategy random --nonUniformMutationPerturbation 0.8360201504653104 --selection tournament --selectionTournamentSize 7 
EP=0.1561062832023053 HVMinus=-0.8460069032648736 | --algorithmResult externalArchive --populationSizeWithArchive 51 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8509840806880151 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.47093150742371837 --blxAlphaBetaCrossoverAlpha 0.6051525948062606 --mutation nonUniform --mutationProbabilityFactor 0.7592753098914042 --mutationRepairStrategy random --nonUniformMutationPerturbation 0.5747092987892362 --selection boltzmann --boltzmannTemperature 27.493516523338688 

# Evaluation: 500
EP=0.1568498385594659 HVMinus=-0.8477420111040255 | --algorithmResult externalArchive --populationSizeWithArchive 51 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8509840806880151 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.4629184752074722 --blxAlphaBetaCrossoverAlpha 0.6051525948062606 --mutation nonUniform --mutationProbabilityFactor 0.9432745532746907 --mutationRepairStrategy random --nonUniformMutationPerturbation 0.5747092987892362 --selection tournament --selectionTournamentSize 7 
EP=0.15597709535531917 HVMinus=-0.8469482681817968 | --algorithmResult externalArchive --populationSizeWithArchive 51 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8509840806880151 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.47093150742371837 --blxAlphaBetaCrossoverAlpha 0.7318336813018022 --mutation nonUniform --mutationProbabilityFactor 0.7592753098914042 --mutationRepairStrategy random --nonUniformMutationPerturbation 0.872088814614486 --selection boltzmann --boltzmannTemperature 13.201307924387262 
EP=0.1540171349663042 HVMinus=-0.8454669394941227 | --algorithmResult externalArchive --populationSizeWithArchive 51 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8513301679843661 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.47699098450601196 --blxAlphaBetaCrossoverAlpha 0.6051525948062606 --mutation nonUniform --mutationProbabilityFactor 0.7592753098914042 --mutationRepairStrategy random --nonUniformMutationPerturbation 0.5767165960008875 --selection boltzmann --boltzmannTemperature 27.493516523338688 
EP=0.15273656303948302 HVMinus=-0.845332680815175 | --algorithmResult externalArchive --populationSizeWithArchive 52 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.7780311141233573 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.7505907182353242 --blxAlphaBetaCrossoverAlpha 0.5892100274685099 --mutation linkedPolynomial --mutationProbabilityFactor 0.8486643823831121 --mutationRepairStrategy random --linkedPolynomialMutationDistributionIndex 24.018015591627893 --selection tournament --selectionTournamentSize 4 
EP=0.1556932187793903 HVMinus=-0.8456836907531884 | --algorithmResult externalArchive --populationSizeWithArchive 12 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover arithmetic --crossoverProbability 0.3576969438678328 --crossoverRepairStrategy random --mutation levyFlight --mutationProbabilityFactor 1.321691951874056 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.717613829977898 --levyFlightMutationStepSize 0.46477230913426987 --selection boltzmann --boltzmannTemperature 17.609310643987417 

# Evaluation: 600
EP=0.1568498385594659 HVMinus=-0.8477420111040255 | --algorithmResult externalArchive --populationSizeWithArchive 51 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8509840806880151 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.4629184752074722 --blxAlphaBetaCrossoverAlpha 0.6051525948062606 --mutation nonUniform --mutationProbabilityFactor 0.9432745532746907 --mutationRepairStrategy random --nonUniformMutationPerturbation 0.5747092987892362 --selection tournament --selectionTournamentSize 7 
EP=0.15586311226022437 HVMinus=-0.8476196854337946 | --algorithmResult externalArchive --populationSizeWithArchive 54 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8626952258564151 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.4629184752074722 --blxAlphaBetaCrossoverAlpha 0.6051525948062606 --mutation levyFlight --mutationProbabilityFactor 1.9762839940830128 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.8491920709765868 --levyFlightMutationStepSize 0.4185024652255028 --selection tournament --selectionTournamentSize 7 
EP=0.15251551869716184 HVMinus=-0.8460610358588155 | --algorithmResult externalArchive --populationSizeWithArchive 32 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8597708702154148 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.3378620610670024 --blxAlphaBetaCrossoverAlpha 0.36974065877115825 --mutation levyFlight --mutationProbabilityFactor 0.9112693583618074 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.3477032039974937 --levyFlightMutationStepSize 0.3245728821046713 --selection random 
EP=0.15225645811781954 HVMinus=-0.8458829517980504 | --algorithmResult externalArchive --populationSizeWithArchive 50 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8712282741662868 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.66744130430225 --blxAlphaBetaCrossoverAlpha 0.854627228815148 --mutation uniform --mutationProbabilityFactor 0.5944663180217563 --mutationRepairStrategy random --uniformMutationPerturbation 0.6876958519077714 --selection boltzmann --boltzmannTemperature 92.94914793913989 
EP=0.15568356919366938 HVMinus=-0.8474855407576215 | --algorithmResult externalArchive --populationSizeWithArchive 22 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8402526526425655 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.4696872697844086 --blxAlphaBetaCrossoverAlpha 0.732060509105378 --mutation nonUniform --mutationProbabilityFactor 0.7615897267014086 --mutationRepairStrategy random --nonUniformMutationPerturbation 0.873813756292021 --selection boltzmann --boltzmannTemperature 29.915069004322575 
EP=0.1554593067849768 HVMinus=-0.84646160138681 | --algorithmResult externalArchive --populationSizeWithArchive 23 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover arithmetic --crossoverProbability 0.35225126551723174 --crossoverRepairStrategy round --mutation levyFlight --mutationProbabilityFactor 1.3351602214853544 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.7323811270630822 --levyFlightMutationStepSize 0.8318744640848468 --selection boltzmann --boltzmannTemperature 29.923165532802887 
EP=0.15166554187169412 HVMinus=-0.8455879125343408 | --algorithmResult externalArchive --populationSizeWithArchive 32 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8597708702154148 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.3378620610670024 --blxAlphaBetaCrossoverAlpha 0.3700113918631276 --mutation levyFlight --mutationProbabilityFactor 1.798840872895482 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.3477195827342032 --levyFlightMutationStepSize 0.24296428298191616 --selection random 

# Evaluation: 700
EP=0.15170403780157818 HVMinus=-0.8481531125920557 | --algorithmResult externalArchive --populationSizeWithArchive 24 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8506782863315969 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.42886779698421007 --blxAlphaBetaCrossoverAlpha 0.9006799333052555 --mutation levyFlight --mutationProbabilityFactor 1.3347176840331896 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.7329831809273148 --levyFlightMutationStepSize 0.43030569111966965 --selection stochasticUniversalSampling 
EP=0.1512915759198831 HVMinus=-0.8463936737983911 | --algorithmResult externalArchive --populationSizeWithArchive 52 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8408511092355638 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.46382497013035373 --blxAlphaBetaCrossoverAlpha 0.8690953053009669 --mutation linkedPolynomial --mutationProbabilityFactor 0.7614703307078416 --mutationRepairStrategy random --linkedPolynomialMutationDistributionIndex 25.703969338552287 --selection tournament --selectionTournamentSize 4 

# Evaluation: 800
EP=0.15170403780157818 HVMinus=-0.8481531125920557 | --algorithmResult externalArchive --populationSizeWithArchive 24 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8506782863315969 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.42886779698421007 --blxAlphaBetaCrossoverAlpha 0.9006799333052555 --mutation levyFlight --mutationProbabilityFactor 1.3347176840331896 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.7329831809273148 --levyFlightMutationStepSize 0.43030569111966965 --selection stochasticUniversalSampling 
EP=0.15415241919291864 HVMinus=-0.8486246693009896 | --algorithmResult externalArchive --populationSizeWithArchive 54 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8522008173731872 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.6664819016229362 --blxAlphaBetaCrossoverAlpha 0.8562854691492698 --mutation uniform --mutationProbabilityFactor 0.6191902951103949 --mutationRepairStrategy bounds --uniformMutationPerturbation 0.6838210899687777 --selection tournament --selectionTournamentSize 7 
EP=0.15104146259239287 HVMinus=-0.8475184515583957 | --algorithmResult externalArchive --populationSizeWithArchive 32 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8597708702154148 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.6617744324923878 --blxAlphaBetaCrossoverAlpha 0.8684692473873865 --mutation levyFlight --mutationProbabilityFactor 0.7337062924332838 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.6854483179152486 --levyFlightMutationStepSize 0.24296428298191616 --selection random 
EP=0.15612766411687376 HVMinus=-0.8489080040016442 | --algorithmResult externalArchive --populationSizeWithArchive 54 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8522008173731872 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.6664819016229362 --blxAlphaBetaCrossoverAlpha 0.8562854691492698 --mutation uniform --mutationProbabilityFactor 0.6191902951103949 --mutationRepairStrategy bounds --uniformMutationPerturbation 0.6838210899687777 --selection tournament --selectionTournamentSize 7 

# Evaluation: 900
EP=0.15170403780157818 HVMinus=-0.8481531125920557 | --algorithmResult externalArchive --populationSizeWithArchive 24 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8506782863315969 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.42886779698421007 --blxAlphaBetaCrossoverAlpha 0.9006799333052555 --mutation levyFlight --mutationProbabilityFactor 1.3347176840331896 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.7329831809273148 --levyFlightMutationStepSize 0.43030569111966965 --selection stochasticUniversalSampling 
EP=0.15415241919291864 HVMinus=-0.8486246693009896 | --algorithmResult externalArchive --populationSizeWithArchive 54 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8522008173731872 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.6664819016229362 --blxAlphaBetaCrossoverAlpha 0.8562854691492698 --mutation uniform --mutationProbabilityFactor 0.6191902951103949 --mutationRepairStrategy bounds --uniformMutationPerturbation 0.6838210899687777 --selection tournament --selectionTournamentSize 7 
EP=0.15104146259239287 HVMinus=-0.8475184515583957 | --algorithmResult externalArchive --populationSizeWithArchive 32 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8597708702154148 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.6617744324923878 --blxAlphaBetaCrossoverAlpha 0.8684692473873865 --mutation levyFlight --mutationProbabilityFactor 0.7337062924332838 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.6854483179152486 --levyFlightMutationStepSize 0.24296428298191616 --selection random 
EP=0.15612766411687376 HVMinus=-0.8489080040016442 | --algorithmResult externalArchive --populationSizeWithArchive 54 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8522008173731872 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.6664819016229362 --blxAlphaBetaCrossoverAlpha 0.8562854691492698 --mutation uniform --mutationProbabilityFactor 0.6191902951103949 --mutationRepairStrategy bounds --uniformMutationPerturbation 0.6838210899687777 --selection tournament --selectionTournamentSize 7 
EP=0.15114174126434513 HVMinus=-0.8475792991704213 | --algorithmResult externalArchive --populationSizeWithArchive 23 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8607658849389508 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.33629940892472787 --blxAlphaBetaCrossoverAlpha 0.8734126063747293 --mutation levyFlight --mutationProbabilityFactor 0.9023883713224685 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.322750031612315 --levyFlightMutationStepSize 0.3245782566054718 --selection random 
EP=0.15407683295689542 HVMinus=-0.8481763168268858 | --algorithmResult externalArchive --populationSizeWithArchive 52 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8411251443125789 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.7528861840980324 --blxAlphaBetaCrossoverAlpha 0.8773210453858435 --mutation linkedPolynomial --mutationProbabilityFactor 0.8077735639285912 --mutationRepairStrategy random --linkedPolynomialMutationDistributionIndex 24.31187122043263 --selection tournament --selectionTournamentSize 4 
EP=0.15553841909963323 HVMinus=-0.8487266318710426 | --algorithmResult externalArchive --populationSizeWithArchive 32 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8563741699188803 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.6738385586268424 --blxAlphaBetaCrossoverAlpha 0.8545899831275544 --mutation levyFlight --mutationProbabilityFactor 0.611522901569316 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.335189038705472 --levyFlightMutationStepSize 0.3229668373090318 --selection boltzmann --boltzmannTemperature 7.889271234585805 
EP=0.1508916577527169 HVMinus=-0.847013131370476 | --algorithmResult externalArchive --populationSizeWithArchive 32 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8405980056277325 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.3378620610670024 --blxAlphaBetaCrossoverAlpha 0.6208155147024443 --mutation levyFlight --mutationProbabilityFactor 0.9123925058566078 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.335189038705472 --levyFlightMutationStepSize 0.29695945281326563 --selection random 
EP=0.15158312899193715 HVMinus=-0.8478104376397134 | --algorithmResult externalArchive --populationSizeWithArchive 51 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8707673792194227 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.66744130430225 --blxAlphaBetaCrossoverAlpha 0.854627228815148 --mutation polynomial --mutationProbabilityFactor 0.9399506710353991 --mutationRepairStrategy random --polynomialMutationDistributionIndex 235.62024347165095 --selection ranking 

# Evaluation: 1000
EP=0.15104146259239287 HVMinus=-0.8475184515583957 | --algorithmResult externalArchive --populationSizeWithArchive 32 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8597708702154148 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.6617744324923878 --blxAlphaBetaCrossoverAlpha 0.8684692473873865 --mutation levyFlight --mutationProbabilityFactor 0.7337062924332838 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.6854483179152486 --levyFlightMutationStepSize 0.24296428298191616 --selection random 
EP=0.15114174126434513 HVMinus=-0.8475792991704213 | --algorithmResult externalArchive --populationSizeWithArchive 23 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8607658849389508 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.33629940892472787 --blxAlphaBetaCrossoverAlpha 0.8734126063747293 --mutation levyFlight --mutationProbabilityFactor 0.9023883713224685 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.322750031612315 --levyFlightMutationStepSize 0.3245782566054718 --selection random 
EP=0.1508916577527169 HVMinus=-0.847013131370476 | --algorithmResult externalArchive --populationSizeWithArchive 32 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8405980056277325 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.3378620610670024 --blxAlphaBetaCrossoverAlpha 0.6208155147024443 --mutation levyFlight --mutationProbabilityFactor 0.9123925058566078 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.335189038705472 --levyFlightMutationStepSize 0.29695945281326563 --selection random 
EP=0.15210565097482884 HVMinus=-0.848489969872502 | --algorithmResult externalArchive --populationSizeWithArchive 51 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8406916662317997 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.6635536749096766 --blxAlphaBetaCrossoverAlpha 0.8796641352483608 --mutation polynomial --mutationProbabilityFactor 1.3306066629796014 --mutationRepairStrategy random --polynomialMutationDistributionIndex 388.7613709008543 --selection boltzmann --boltzmannTemperature 12.387228271915218 
EP=0.15114194492562794 HVMinus=-0.8483706694049126 | --algorithmResult externalArchive --populationSizeWithArchive 25 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.859695605300847 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.6617744324923878 --blxAlphaBetaCrossoverAlpha 0.8687786645253719 --mutation levyFlight --mutationProbabilityFactor 0.7337062924332838 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.7319278561522138 --levyFlightMutationStepSize 0.4348503974489898 --selection random 
