# Evaluation: 0

# Evaluation: 100
EP=0.03499470450730048 HVMinus=-0.8444944383359084 | --algorithmResult population --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8025827123753324 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.8202690576453774 --blxAlphaBetaCrossoverAlpha 0.7411539154129299 --mutation polynomial --mutationProbabilityFactor 0.22011819202634597 --mutationRepairStrategy random --polynomialMutationDistributionIndex 289.51355826083665 --selection tournament --selectionTournamentSize 5 
EP=0.02524780840210247 HVMinus=-0.8481691241901161 | --algorithmResult externalArchive --populationSizeWithArchive 91 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8025824485470958 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.8009514160440718 --blxAlphaBetaCrossoverAlpha 0.9406360508277527 --mutation nonUniform --mutationProbabilityFactor 0.0992936715167427 --mutationRepairStrategy random --nonUniformMutationPerturbation 0.32108626850955213 --selection tournament --selectionTournamentSize 5 

# Evaluation: 700
EP=0.02441452327944222 HVMinus=-0.8489932985606642 | --algorithmResult externalArchive --populationSizeWithArchive 85 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9031742416491253 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.8227667995918287 --blxAlphaBetaCrossoverAlpha 0.9565458179762801 --mutation uniform --mutationProbabilityFactor 0.12987929277502197 --mutationRepairStrategy random --uniformMutationPerturbation 0.5250625916905087 --selection tournament --selectionTournamentSize 5 
EP=0.022816808641336457 HVMinus=-0.8479559125314919 | --algorithmResult externalArchive --populationSizeWithArchive 93 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.7981172703593173 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.8882296725025188 --mutation nonUniform --mutationProbabilityFactor 0.2204182194001369 --mutationRepairStrategy random --nonUniformMutationPerturbation 0.32618582593785916 --selection tournament --selectionTournamentSize 5 
EP=0.024361575736953016 HVMinus=-0.8479744848743478 | --algorithmResult externalArchive --populationSizeWithArchive 93 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8025796541182704 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.8067147213899023 --blxAlphaBetaCrossoverAlpha 0.7640359216162725 --mutation polynomial --mutationProbabilityFactor 0.2204182194001369 --mutationRepairStrategy random --polynomialMutationDistributionIndex 256.34227917884937 --selection tournament --selectionTournamentSize 5 

# Evaluation: 800
EP=0.02441452327944222 HVMinus=-0.8489932985606642 | --algorithmResult externalArchive --populationSizeWithArchive 85 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9031742416491253 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.8227667995918287 --blxAlphaBetaCrossoverAlpha 0.9565458179762801 --mutation uniform --mutationProbabilityFactor 0.12987929277502197 --mutationRepairStrategy random --uniformMutationPerturbation 0.5250625916905087 --selection tournament --selectionTournamentSize 5 
EP=0.022816808641336457 HVMinus=-0.8479559125314919 | --algorithmResult externalArchive --populationSizeWithArchive 93 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 1 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.7981172703593173 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.8882296725025188 --mutation nonUniform --mutationProbabilityFactor 0.2204182194001369 --mutationRepairStrategy random --nonUniformMutationPerturbation 0.32618582593785916 --selection tournament --selectionTournamentSize 5 
EP=0.02329258386677924 HVMinus=-0.848635508335776 | --algorithmResult externalArchive --populationSizeWithArchive 91 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8026023144772267 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.8008008669584028 --blxAlphaBetaCrossoverAlpha 0.9406360508277527 --mutation nonUniform --mutationProbabilityFactor 0.09823823361458889 --mutationRepairStrategy random --nonUniformMutationPerturbation 0.32108626850955213 --selection tournament --selectionTournamentSize 5 
EP=0.02493025914426326 HVMinus=-0.849183719366659 | --algorithmResult externalArchive --populationSizeWithArchive 86 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9011111385484106 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.7939458352000337 --blxAlphaBetaCrossoverAlpha 0.999280170645213 --mutation nonUniform --mutationProbabilityFactor 0.04516890810226909 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.8090198766746145 --selection tournament --selectionTournamentSize 6 
EP=0.025693469014416017 HVMinus=-0.8492936030440702 | --algorithmResult externalArchive --populationSizeWithArchive 91 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9011111385484106 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.7358516600068933 --blxAlphaBetaCrossoverAlpha 0.9987327180026893 --mutation nonUniform --mutationProbabilityFactor 0.048497220444915445 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.32957180707129097 --selection tournament --selectionTournamentSize 6 

# Evaluation: 900
EP=0.02441452327944222 HVMinus=-0.8489932985606642 | --algorithmResult externalArchive --populationSizeWithArchive 85 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9031742416491253 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.8227667995918287 --blxAlphaBetaCrossoverAlpha 0.9565458179762801 --mutation uniform --mutationProbabilityFactor 0.12987929277502197 --mutationRepairStrategy random --uniformMutationPerturbation 0.5250625916905087 --selection tournament --selectionTournamentSize 5 
EP=0.02493025914426326 HVMinus=-0.849183719366659 | --algorithmResult externalArchive --populationSizeWithArchive 86 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9011111385484106 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.7939458352000337 --blxAlphaBetaCrossoverAlpha 0.999280170645213 --mutation nonUniform --mutationProbabilityFactor 0.04516890810226909 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.8090198766746145 --selection tournament --selectionTournamentSize 6 
EP=0.025693469014416017 HVMinus=-0.8492936030440702 | --algorithmResult externalArchive --populationSizeWithArchive 91 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9011111385484106 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.7358516600068933 --blxAlphaBetaCrossoverAlpha 0.9987327180026893 --mutation nonUniform --mutationProbabilityFactor 0.048497220444915445 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.32957180707129097 --selection tournament --selectionTournamentSize 6 
EP=0.022536976740820735 HVMinus=-0.8480802579360237 | --algorithmResult externalArchive --populationSizeWithArchive 94 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9062408428585355 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.8799997786666514 --mutation uniform --mutationProbabilityFactor 0.2204182194001369 --mutationRepairStrategy random --uniformMutationPerturbation 0.4472127986584844 --selection tournament --selectionTournamentSize 5 
EP=0.022936199121884136 HVMinus=-0.8486992282397116 | --algorithmResult externalArchive --populationSizeWithArchive 85 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8965442451439414 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.8016214176185461 --blxAlphaBetaCrossoverAlpha 0.9565458179762801 --mutation uniform --mutationProbabilityFactor 0.12646704206113574 --mutationRepairStrategy random --uniformMutationPerturbation 0.41217462731514204 --selection tournament --selectionTournamentSize 5 
EP=0.023593596783995956 HVMinus=-0.8488031474500405 | --algorithmResult externalArchive --populationSizeWithArchive 93 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9063474470242799 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.8070261601106125 --blxAlphaBetaCrossoverAlpha 0.9544779818686638 --mutation polynomial --mutationProbabilityFactor 0.10895539400315013 --mutationRepairStrategy random --polynomialMutationDistributionIndex 293.3367277777888 --selection tournament --selectionTournamentSize 5 
EP=0.02253720521248533 HVMinus=-0.8485499403698132 | --algorithmResult externalArchive --populationSizeWithArchive 91 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8998081904462025 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.9706104278296628 --blxAlphaBetaCrossoverAlpha 0.9789467869010354 --mutation nonUniform --mutationProbabilityFactor 0.05573492739836462 --mutationRepairStrategy random --nonUniformMutationPerturbation 0.5511898827005288 --selection tournament --selectionTournamentSize 5 

# Evaluation: 1000
EP=0.02441452327944222 HVMinus=-0.8489932985606642 | --algorithmResult externalArchive --populationSizeWithArchive 85 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9031742416491253 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.8227667995918287 --blxAlphaBetaCrossoverAlpha 0.9565458179762801 --mutation uniform --mutationProbabilityFactor 0.12987929277502197 --mutationRepairStrategy random --uniformMutationPerturbation 0.5250625916905087 --selection tournament --selectionTournamentSize 5 
EP=0.02493025914426326 HVMinus=-0.849183719366659 | --algorithmResult externalArchive --populationSizeWithArchive 86 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9011111385484106 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.7939458352000337 --blxAlphaBetaCrossoverAlpha 0.999280170645213 --mutation nonUniform --mutationProbabilityFactor 0.04516890810226909 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.8090198766746145 --selection tournament --selectionTournamentSize 6 
EP=0.025693469014416017 HVMinus=-0.8492936030440702 | --algorithmResult externalArchive --populationSizeWithArchive 91 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9011111385484106 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.7358516600068933 --blxAlphaBetaCrossoverAlpha 0.9987327180026893 --mutation nonUniform --mutationProbabilityFactor 0.048497220444915445 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.32957180707129097 --selection tournament --selectionTournamentSize 6 
EP=0.022936199121884136 HVMinus=-0.8486992282397116 | --algorithmResult externalArchive --populationSizeWithArchive 85 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8965442451439414 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.8016214176185461 --blxAlphaBetaCrossoverAlpha 0.9565458179762801 --mutation uniform --mutationProbabilityFactor 0.12646704206113574 --mutationRepairStrategy random --uniformMutationPerturbation 0.41217462731514204 --selection tournament --selectionTournamentSize 5 
EP=0.02253720521248533 HVMinus=-0.8485499403698132 | --algorithmResult externalArchive --populationSizeWithArchive 91 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8998081904462025 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.9706104278296628 --blxAlphaBetaCrossoverAlpha 0.9789467869010354 --mutation nonUniform --mutationProbabilityFactor 0.05573492739836462 --mutationRepairStrategy random --nonUniformMutationPerturbation 0.5511898827005288 --selection tournament --selectionTournamentSize 5 
EP=0.022227128523749397 HVMinus=-0.8485156333513829 | --algorithmResult externalArchive --populationSizeWithArchive 91 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9753815662264629 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.9718842086804897 --blxAlphaBetaCrossoverAlpha 0.9406360508277527 --mutation nonUniform --mutationProbabilityFactor 0.09887261021096395 --mutationRepairStrategy random --nonUniformMutationPerturbation 0.32082845771278556 --selection tournament --selectionTournamentSize 5 
EP=0.02533569578684087 HVMinus=-0.8492380772839152 | --algorithmResult externalArchive --populationSizeWithArchive 77 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9783907701980322 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.7369589878531191 --blxAlphaBetaCrossoverAlpha 0.9565458179762801 --mutation uniform --mutationProbabilityFactor 0.12646704206113574 --mutationRepairStrategy random --uniformMutationPerturbation 0.41217462731514204 --selection tournament --selectionTournamentSize 6 
EP=0.02340610380088443 HVMinus=-0.8489875736886653 | --algorithmResult externalArchive --populationSizeWithArchive 91 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8807432996071368 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.8129154245904174 --blxAlphaBetaCrossoverAlpha 0.9786796408500521 --mutation nonUniform --mutationProbabilityFactor 0.05387312277384096 --mutationRepairStrategy random --nonUniformMutationPerturbation 0.762922526983907 --selection tournament --selectionTournamentSize 5 
EP=0.023354539006316004 HVMinus=-0.848931745349835 | --algorithmResult externalArchive --populationSizeWithArchive 91 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9748974906411416 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.7842243807827202 --blxAlphaBetaCrossoverAlpha 0.9406360508277527 --mutation nonUniform --mutationProbabilityFactor 0.09887261021096395 --mutationRepairStrategy random --nonUniformMutationPerturbation 0.32082845771278556 --selection tournament --selectionTournamentSize 5 

# Evaluation: 1100
EP=0.02441452327944222 HVMinus=-0.8489932985606642 | --algorithmResult externalArchive --populationSizeWithArchive 85 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9031742416491253 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.8227667995918287 --blxAlphaBetaCrossoverAlpha 0.9565458179762801 --mutation uniform --mutationProbabilityFactor 0.12987929277502197 --mutationRepairStrategy random --uniformMutationPerturbation 0.5250625916905087 --selection tournament --selectionTournamentSize 5 
EP=0.02493025914426326 HVMinus=-0.849183719366659 | --algorithmResult externalArchive --populationSizeWithArchive 86 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9011111385484106 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.7939458352000337 --blxAlphaBetaCrossoverAlpha 0.999280170645213 --mutation nonUniform --mutationProbabilityFactor 0.04516890810226909 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.8090198766746145 --selection tournament --selectionTournamentSize 6 
EP=0.025693469014416017 HVMinus=-0.8492936030440702 | --algorithmResult externalArchive --populationSizeWithArchive 91 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9011111385484106 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.7358516600068933 --blxAlphaBetaCrossoverAlpha 0.9987327180026893 --mutation nonUniform --mutationProbabilityFactor 0.048497220444915445 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.32957180707129097 --selection tournament --selectionTournamentSize 6 
EP=0.02253720521248533 HVMinus=-0.8485499403698132 | --algorithmResult externalArchive --populationSizeWithArchive 91 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8998081904462025 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.9706104278296628 --blxAlphaBetaCrossoverAlpha 0.9789467869010354 --mutation nonUniform --mutationProbabilityFactor 0.05573492739836462 --mutationRepairStrategy random --nonUniformMutationPerturbation 0.5511898827005288 --selection tournament --selectionTournamentSize 5 
EP=0.022227128523749397 HVMinus=-0.8485156333513829 | --algorithmResult externalArchive --populationSizeWithArchive 91 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9753815662264629 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.9718842086804897 --blxAlphaBetaCrossoverAlpha 0.9406360508277527 --mutation nonUniform --mutationProbabilityFactor 0.09887261021096395 --mutationRepairStrategy random --nonUniformMutationPerturbation 0.32082845771278556 --selection tournament --selectionTournamentSize 5 
EP=0.02533569578684087 HVMinus=-0.8492380772839152 | --algorithmResult externalArchive --populationSizeWithArchive 77 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9783907701980322 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.7369589878531191 --blxAlphaBetaCrossoverAlpha 0.9565458179762801 --mutation uniform --mutationProbabilityFactor 0.12646704206113574 --mutationRepairStrategy random --uniformMutationPerturbation 0.41217462731514204 --selection tournament --selectionTournamentSize 6 
EP=0.02340610380088443 HVMinus=-0.8489875736886653 | --algorithmResult externalArchive --populationSizeWithArchive 91 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.8807432996071368 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.8129154245904174 --blxAlphaBetaCrossoverAlpha 0.9786796408500521 --mutation nonUniform --mutationProbabilityFactor 0.05387312277384096 --mutationRepairStrategy random --nonUniformMutationPerturbation 0.762922526983907 --selection tournament --selectionTournamentSize 5 
EP=0.023354539006316004 HVMinus=-0.848931745349835 | --algorithmResult externalArchive --populationSizeWithArchive 91 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9748974906411416 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.7842243807827202 --blxAlphaBetaCrossoverAlpha 0.9406360508277527 --mutation nonUniform --mutationProbabilityFactor 0.09887261021096395 --mutationRepairStrategy random --nonUniformMutationPerturbation 0.32082845771278556 --selection tournament --selectionTournamentSize 5 
EP=0.02254197316934174 HVMinus=-0.8487258860899589 | --algorithmResult externalArchive --populationSizeWithArchive 91 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9730200460433966 --crossoverRepairStrategy bounds --blxAlphaBetaCrossoverBeta 0.9718842086804897 --blxAlphaBetaCrossoverAlpha 0.9406360508277527 --mutation nonUniform --mutationProbabilityFactor 0.09887261021096395 --mutationRepairStrategy random --nonUniformMutationPerturbation 0.32082845771278556 --selection tournament --selectionTournamentSize 5 
EP=0.025208037856800064 HVMinus=-0.849187292382135 | --algorithmResult externalArchive --populationSizeWithArchive 91 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9020108536977648 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.7930655136717712 --blxAlphaBetaCrossoverAlpha 0.941887933837547 --mutation nonUniform --mutationProbabilityFactor 0.048497220444915445 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.5415782339515508 --selection tournament --selectionTournamentSize 6 

# Evaluation: 1200
EP=0.02406699275979065 HVMinus=-0.8492109421987843 | --algorithmResult externalArchive --populationSizeWithArchive 86 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9011111385484106 --crossoverRepairStrategy round --blxAlphaBetaCrossoverBeta 0.7939458352000337 --blxAlphaBetaCrossoverAlpha 0.999280170645213 --mutation nonUniform --mutationProbabilityFactor 0.04516890810226909 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.8090198766746145 --selection tournament --selectionTournamentSize 6 
