Algorithm,Problem,IndicatorName,ExecutionId,IndicatorValue
NSGAII-Std,RE31,EP,27,2.165482245199965E-4
NSGAII-Std,RE31,EP,28,2.2136219216847692E-4
NSGAII-Std,RE31,EP,29,4.133752631142794E-4
NSGAII-Std,RE32,EP,0,0.007216931264904536
NSGAII-Std,RE32,EP,1,0.027221541984112693
NSGAII-Std,RE32,EP,2,0.024936053074599892
NSGAII-Std,RE32,EP,3,0.007990374286438149
NSGAII-Std,RE32,EP,4,0.00675792699763194
NSGAII-Std,RE32,EP,5,0.03897483390308998
NSGAII-Std,RE32,EP,6,0.034426049869686864
NSGAII-Std,RE32,EP,7,0.026299422379583385
NSGAII-Std,RE32,EP,8,0.012014762573647567
NSGAII-Std,RE32,EP,9,0.014350871144592782
NSGAII-Std,RE32,EP,10,0.01709474086023545
NSGAII-Std,RE32,EP,11,0.05208430637748192
NSGAII-Std,RE32,EP,12,0.03808304193121131
NSGAII-Std,RE32,EP,13,0.008619142814204239
NSGAII-Std,RE32,EP,14,0.05742720161009509
NSGAII-Std,RE32,EP,15,0.03245523107978567
NSGAII-Std,RE32,EP,16,0.031642793873939236
NSGAII-Std,RE32,EP,17,0.008084830217628852
NSGAII-Std,RE32,EP,18,0.05777700772870622
NSGAII-Std,RE32,EP,19,0.008529413552137774
NSGAII-Std,RE32,EP,20,0.026634870828557512
NSGAII-Std,RE32,EP,21,0.015467012070018962
NSGAII-Std,RE32,EP,22,0.036673669344471964
NSGAII-Std,RE32,EP,23,0.010095311439205255
NSGAII-Std,RE32,EP,24,0.014308072042447611
NSGAII-Std,RE32,EP,25,0.015480635709281002
NSGAII-Std,RE32,EP,26,0.004416285171337868
NSGAII-Std,RE32,EP,27,0.014827074091585105
NSGAII-Std,RE32,EP,28,0.011272630767987209
NSGAII-Std,RE32,EP,29,0.06369611004381323
NSGAII-Std,RE33,EP,0,0.05432752043579508
NSGAII-Std,RE33,EP,1,0.014797716467964664
NSGAII-Std,RE33,EP,2,0.01431656550330516
NSGAII-Std,RE33,EP,3,0.01813326557344548
NSGAII-Std,RE33,EP,4,0.040603325658290064
NSGAII-Std,RE33,EP,5,0.012458068203615117
NSGAII-Std,RE33,EP,6,0.015064644859695277
NSGAII-Std,RE33,EP,7,0.008294183035188748
NSGAII-Std,RE33,EP,8,0.05429435908478223
NSGAII-Std,RE33,EP,9,0.011676777293542401
NSGAII-Std,RE33,EP,10,0.013051309808852374
NSGAII-Std,RE33,EP,11,0.07551497061626432
NSGAII-Std,RE33,EP,12,0.014181331137359417
NSGAII-Std,RE33,EP,13,0.0147732710363222
NSGAII-Std,RE33,EP,14,0.014572974151991954
NSGAII-Std,RE33,EP,15,0.022630684331790312
NSGAII-Std,RE33,EP,16,0.052923024056262355
NSGAII-Std,RE33,EP,17,0.01486988602630608
NSGAII-Std,RE33,EP,18,0.016778499590874397
NSGAII-Std,RE33,EP,19,0.012491285837066515
NSGAII-Std,RE33,EP,20,0.012933083600734509
NSGAII-Std,RE33,EP,21,0.044605369849617035
NSGAII-Std,RE33,EP,22,0.012934966161376144
NSGAII-Std,RE33,EP,23,0.014527336764930667
NSGAII-Std,RE33,EP,24,0.010479619895819466
NSGAII-Std,RE33,EP,25,0.1203417003006533
NSGAII-Std,RE33,EP,26,0.009056455617361882
NSGAII-Std,RE33,EP,27,0.014950695434299388
NSGAII-Std,RE33,EP,28,0.07599574035381179
NSGAII-Std,RE33,EP,29,0.009258749481487989
NSGAII-Std,RE34,EP,0,0.05759986499308135
NSGAII-Std,RE34,EP,1,0.05790664858708161
NSGAII-Std,RE34,EP,2,0.05761082361901825
NSGAII-Std,RE34,EP,3,0.043497807730483284
NSGAII-Std,RE34,EP,4,0.0543852858700552
NSGAII-Std,RE34,EP,5,0.04366172679758101
NSGAII-Std,RE34,EP,6,0.051612091785244896
NSGAII-Std,RE34,EP,7,0.0709656434731356
NSGAII-Std,RE34,EP,8,0.04964348318597328
NSGAII-Std,RE34,EP,9,0.05856495645669357
NSGAII-Std,RE34,EP,10,0.03815418357878696
NSGAII-Std,RE34,EP,11,0.04726280758185469
NSGAII-Std,RE34,EP,12,0.05808273838486362
NSGAII-Std,RE34,EP,13,0.04671780535604386
NSGAII-Std,RE34,EP,14,0.0448387236860589
NSGAII-Std,RE34,EP,15,0.047724411115940835
NSGAII-Std,RE34,EP,16,0.03868282321500183
NSGAII-Std,RE34,EP,17,0.05937440848733694
NSGAII-Std,RE34,EP,18,0.05764202535222886
NSGAII-Std,RE34,EP,19,0.04877731009462831
NSGAII-Std,RE34,EP,20,0.043490424480493506
NSGAII-Std,RE34,EP,21,0.04089232214031957
NSGAII-Std,RE34,EP,22,0.04481773683943266
NSGAII-Std,RE34,EP,23,0.04466720820613562
NSGAII-Std,RE34,EP,24,0.05756664159987986
NSGAII-Std,RE34,EP,25,0.06128762026367937
NSGAII-Std,RE34,EP,26,0.047322236117587735
NSGAII-Std,RE34,EP,27,0.05762290741810299
NSGAII-Std,RE34,EP,28,0.05125011930251308
NSGAII-Std,RE34,EP,29,0.048589031815089084
NSGAII-Std,RE35,EP,0,0.013726549660551271
NSGAII-Std,RE35,EP,1,0.04255734967683016
NSGAII-Std,RE35,EP,2,0.018969864877609884
NSGAII-Std,RE35,EP,3,0.01895475173950254
NSGAII-Std,RE35,EP,4,0.07714829121609137
NSGAII-Std,RE35,EP,5,0.021141117523598478
NSGAII-Std,RE35,EP,6,0.02822446007165451
NSGAII-Std,RE35,EP,7,0.03705207972757859
NSGAII-Std,RE35,EP,8,0.013580192534170261
NSGAII-Std,RE35,EP,9,0.013244460200675746
NSGAII-Std,RE35,EP,10,0.07350697269237697
NSGAII-Std,RE35,EP,11,0.014120966955564185
NSGAII-Std,RE35,EP,12,0.04726579528454557
NSGAII-Std,RE35,EP,13,0.00982604865234804
NSGAII-Std,RE35,EP,14,0.022551996267184526
NSGAII-Std,RE35,EP,15,0.04147589682175859
NSGAII-Std,RE35,EP,16,0.031148559609681513
NSGAII-Std,RE35,EP,17,0.008775330846626381
NSGAII-Std,RE35,EP,18,0.06406998950422342
NSGAII-Std,RE35,EP,19,0.06388096245377621
NSGAII-Std,RE35,EP,20,0.04834328767023476
NSGAII-Std,RE35,EP,21,0.03931168289930002
NSGAII-Std,RE35,EP,22,0.017954631088492566
NSGAII-Std,RE35,EP,23,0.013594842933969668
NSGAII-Std,RE35,EP,24,0.0158063406395448
NSGAII-Std,RE35,EP,25,0.015786602873806982
NSGAII-Std,RE35,EP,26,0.008105675076290363
NSGAII-Std,RE35,EP,27,0.050635152183244304
NSGAII-Std,RE35,EP,28,0.041783581090222725
NSGAII-Std,RE35,EP,29,0.034899794383329526
NSGAII-Std,RE36,EP,0,0.02702702702702703
NSGAII-Std,RE36,EP,1,0.02702702702702703
NSGAII-Std,RE36,EP,2,0.0013225820214208032
NSGAII-Std,RE36,EP,3,0.001082640044374031
NSGAII-Std,RE36,EP,4,0.02702702702702703
NSGAII-Std,RE36,EP,5,0.001082640044374031
NSGAII-Std,RE36,EP,6,0.0013225820214208032
NSGAII-Std,RE36,EP,7,0.001235222533071164
NSGAII-Std,RE36,EP,8,7.025328162395899E-4
NSGAII-Std,RE36,EP,9,0.001235222533071164
NSGAII-Std,RE36,EP,10,0.006999594354015324
NSGAII-Std,RE36,EP,11,0.02702702702702703
NSGAII-Std,RE36,EP,12,0.001082640044374031
NSGAII-Std,RE36,EP,13,0.006706846614230521
NSGAII-Std,RE36,EP,14,0.001082640044374031
NSGAII-Std,RE36,EP,15,0.08108108108108109
NSGAII-Std,RE36,EP,16,0.02702702702702703
NSGAII-Std,RE36,EP,17,0.006999594354015324
NSGAII-Std,RE36,EP,18,0.0027323122436462032
NSGAII-Std,RE36,EP,19,0.0013225820214208032
NSGAII-Std,RE36,EP,20,0.02702702702702703
NSGAII-Std,RE36,EP,21,0.001082640044374031
NSGAII-Std,RE36,EP,22,0.0027323122436465033
NSGAII-Std,RE36,EP,23,0.003674787036413809
NSGAII-Std,RE36,EP,24,0.02702702702702703
NSGAII-Std,RE36,EP,25,0.006999594354015324
NSGAII-Std,RE36,EP,26,0.02702702702702703
NSGAII-Std,RE36,EP,27,0.02702702702702703
NSGAII-Std,RE36,EP,28,0.0036747870364141092
NSGAII-Std,RE36,EP,29,0.02702702702702703
NSGAII-Std,RE37,EP,0,0.11758234452824484
NSGAII-Std,RE37,EP,1,0.09748766641290457
NSGAII-Std,RE37,EP,2,0.11794006277901103
NSGAII-Std,RE37,EP,3,0.11348263314788884
NSGAII-Std,RE37,EP,4,0.11350252597153436
NSGAII-Std,RE37,EP,5,0.08113104188808862
NSGAII-Std,RE37,EP,6,0.12001527686054153
NSGAII-Std,RE37,EP,7,0.08601125862575054
NSGAII-Std,RE37,EP,8,0.09140734447678325
NSGAII-Std,RE37,EP,9,0.09040905404867505
NSGAII-Std,RE37,EP,10,0.10953870118859416
NSGAII-Std,RE37,EP,11,0.11501570450323562
NSGAII-Std,RE37,EP,12,0.0953885851356987
NSGAII-Std,RE37,EP,13,0.12317327873618983
NSGAII-Std,RE37,EP,14,0.1277610082027785
NSGAII-Std,RE37,EP,15,0.10641272122583711
NSGAII-Std,RE37,EP,16,0.09175070051294623
NSGAII-Std,RE37,EP,17,0.09569004261083391
NSGAII-Std,RE37,EP,18,0.10611996322530201
NSGAII-Std,RE37,EP,19,0.11280951602078104
NSGAII-Std,RE37,EP,20,0.11693731260748606
NSGAII-Std,RE37,EP,21,0.1085375262064383
NSGAII-Std,RE37,EP,22,0.09139437941802897
NSGAII-Std,RE37,EP,23,0.10497303159683721
NSGAII-Std,RE37,EP,24,0.105449417777539
NSGAII-Std,RE37,EP,25,0.10327761157125878
NSGAII-Std,RE37,EP,26,0.10978343661008283
NSGAII-Std,RE37,EP,27,0.10766779278569749
NSGAII-Std,RE37,EP,28,0.12878732631673756
NSGAII-Std,RE37,EP,29,0.12202745205936966
NSGAII-Std,RE41,EP,0,0.5282074161675143
NSGAII-Std,RE41,EP,1,0.5282074161675143
NSGAII-Std,RE41,EP,2,0.5282074161675143
NSGAII-Std,RE41,EP,3,0.5282074161675143
NSGAII-Std,RE41,EP,4,0.5282074161675143
NSGAII-Std,RE41,EP,5,0.5282074161675143
NSGAII-Std,RE41,EP,6,0.5282074161675143
NSGAII-Std,RE41,EP,7,0.5282074161675143
NSGAII-Std,RE41,EP,8,0.5282074161675143
NSGAII-Std,RE41,EP,9,0.5282074161675143
NSGAII-Std,RE41,EP,10,0.5282074161675143
NSGAII-Std,RE41,EP,11,0.5282074161675143
NSGAII-Std,RE41,EP,12,0.5282074161675143
NSGAII-Std,RE41,EP,13,0.5282074161675143
NSGAII-Std,RE41,EP,14,0.5282074161675143
NSGAII-Std,RE41,EP,15,0.5282074161675143
NSGAII-Std,RE41,EP,16,0.5282074161675143
NSGAII-Std,RE41,EP,17,0.5282074161675143
NSGAII-Std,RE41,EP,18,0.5282074161675143
NSGAII-Std,RE41,EP,19,0.5282074161675143
NSGAII-Std,RE41,EP,20,0.5282074161675143
NSGAII-Std,RE41,EP,21,0.5282074161675143
NSGAII-Std,RE41,EP,22,0.5282074161675143
NSGAII-Std,RE41,EP,23,0.5282074161675143
NSGAII-Std,RE41,EP,24,0.5282074161675143
NSGAII-Std,RE41,EP,25,0.5282074161675143
NSGAII-Std,RE41,EP,26,0.5282074161675143
NSGAII-Std,RE41,EP,27,0.5282074161675143
NSGAII-Std,RE41,EP,28,0.5282074161675143
NSGAII-Std,RE41,EP,29,0.5282074161675143
NSGAII-Std,RE42,EP,0,0.08231793136306484
NSGAII-Std,RE42,EP,1,0.06939016564761233
NSGAII-Std,RE42,EP,2,0.06998397384242372
NSGAII-Std,RE42,EP,3,0.0636786644418732
NSGAII-Std,RE42,EP,4,0.04867742651842799
NSGAII-Std,RE42,EP,5,0.056338497860955364
NSGAII-Std,RE42,EP,6,0.05271673553853204
NSGAII-Std,RE42,EP,7,0.06671034952134783
NSGAII-Std,RE42,EP,8,0.04728158552160999
NSGAII-Std,RE42,EP,9,0.06572503611754305
NSGAII-Std,RE42,EP,10,0.04687459668757865
NSGAII-Std,RE42,EP,11,0.07178809972714026
NSGAII-Std,RE42,EP,12,0.059477896516336864
NSGAII-Std,RE42,EP,13,0.03418535831667541
NSGAII-Std,RE42,EP,14,0.05213852879309916
NSGAII-Std,RE42,EP,15,0.05783045835062839
NSGAII-Std,RE42,EP,16,0.08369880393165607
NSGAII-Std,RE42,EP,17,0.05970655732032154
NSGAII-Std,RE42,EP,18,0.046982062154414805
NSGAII-Std,RE42,EP,19,0.08670206264348146
NSGAII-Std,RE42,EP,20,0.07238854632538205
NSGAII-Std,RE42,EP,21,0.04313579112025595
NSGAII-Std,RE42,EP,22,0.04501615845000495
NSGAII-Std,RE42,EP,23,0.04250845383093704
NSGAII-Std,RE42,EP,24,0.07104654012974498
NSGAII-Std,RE42,EP,25,0.056607401207851904
NSGAII-Std,RE42,EP,26,0.07391157509265953
NSGAII-Std,RE42,EP,27,0.058005782471116374
NSGAII-Std,RE42,EP,28,0.057054272391365624
NSGAII-Std,RE42,EP,29,0.05391167120003351
NSGAII-Std,RE61,EP,0,0.18203426333944528
NSGAII-Std,RE61,EP,1,0.16775205047536595
NSGAII-Std,RE61,EP,2,0.21239366835426313
NSGAII-Std,RE61,EP,3,0.13411168201678672
NSGAII-Std,RE61,EP,4,0.25029051043707784
NSGAII-Std,RE61,EP,5,0.2283270674571834
NSGAII-Std,RE61,EP,6,0.22095648284615177
NSGAII-Std,RE61,EP,7,0.18800428039271477
NSGAII-Std,RE61,EP,8,0.1927806166284323
NSGAII-Std,RE61,EP,9,0.2403324901728542
NSGAII-Std,RE61,EP,10,0.14334249301424162
NSGAII-Std,RE61,EP,11,0.18038129471162934
NSGAII-Std,RE61,EP,12,0.20642315226421099
NSGAII-Std,RE61,EP,13,0.15400730583011993
NSGAII-Std,RE61,EP,14,0.21407396851067304
NSGAII-Std,RE61,EP,15,0.16361687154892401
NSGAII-Std,RE61,EP,16,0.15397344057718085
NSGAII-Std,RE61,EP,17,0.19120150068007943
NSGAII-Std,RE61,EP,18,0.22549895006257106
NSGAII-Std,RE61,EP,19,0.2683362265447768
NSGAII-Std,RE61,EP,20,0.1847368985791277
NSGAII-Std,RE61,EP,21,0.13581391041896115
NSGAII-Std,RE61,EP,22,0.19163106368856306
NSGAII-Std,RE61,EP,23,0.1774681447370064
NSGAII-Std,RE61,EP,24,0.191065070020559
NSGAII-Std,RE61,EP,25,0.16277351675580443
NSGAII-Std,RE61,EP,26,0.17209357665502692
NSGAII-Std,RE61,EP,27,0.20966914424586075
NSGAII-Std,RE61,EP,28,0.21226579523427522
NSGAII-Std,RE61,EP,29,0.1904076592884819
NSGAII-Std,RE91,EP,0,0.3418860206697189
NSGAII-Std,RE91,EP,1,0.349247512009607
NSGAII-Std,RE91,EP,2,0.2623451461002553
NSGAII-Std,RE91,EP,3,0.3107276460524765
NSGAII-Std,RE91,EP,4,0.319688856947273
NSGAII-Std,RE91,EP,5,0.3228291394394228
NSGAII-Std,RE91,EP,6,0.3507459086201628
NSGAII-Std,RE91,EP,7,0.2882720025262584
NSGAII-Std,RE91,EP,8,0.33678988862102816
NSGAII-Std,RE91,EP,9,0.3624571708142528
NSGAII-Std,RE91,EP,10,0.3269684300992394
NSGAII-Std,RE91,EP,11,0.34014120124940195
NSGAII-Std,RE91,EP,12,0.34882421271138075
NSGAII-Std,RE91,EP,13,0.3356954002642766
NSGAII-Std,RE91,EP,14,0.338005244041446
NSGAII-Std,RE91,EP,15,0.3352126144054837
NSGAII-Std,RE91,EP,16,0.3313459791694119
NSGAII-Std,RE91,EP,17,0.32656908726156547
NSGAII-Std,RE91,EP,18,0.31711818006247366
NSGAII-Std,RE91,EP,19,0.34118820897164276
NSGAII-Std,RE91,EP,20,0.3047954370407484
NSGAII-Std,RE91,EP,21,0.298690316124212
NSGAII-Std,RE91,EP,22,0.31171331857273793
NSGAII-Std,RE91,EP,23,0.35911969863887
NSGAII-Std,RE91,EP,24,0.3046495813589169
NSGAII-Std,RE91,EP,25,0.29487811176405626
NSGAII-Std,RE91,EP,26,0.3238149837988352
NSGAII-Std,RE91,EP,27,0.3626502448597061
NSGAII-Std,RE91,EP,28,0.3488071903636621
NSGAII-Std,RE91,EP,29,0.3107754311158162
NSGAII-Std,RWA1,EP,0,0.008150127128805473
NSGAII-Std,RWA1,EP,1,0.011260941547617032
NSGAII-Std,RWA1,EP,2,0.006442190648451612
NSGAII-Std,RWA1,EP,3,0.007780469097408982
NSGAII-Std,RWA1,EP,4,0.01003244710030285
NSGAII-Std,RWA1,EP,5,0.006663977997861829
NSGAII-Std,RWA1,EP,6,0.007865803358487022
NSGAII-Std,RWA1,EP,7,0.008188175215140203
NSGAII-Std,RWA1,EP,8,0.008932912908823032
NSGAII-Std,RWA1,EP,9,0.008162283301540396
NSGAII-Std,RWA1,EP,10,0.008925239285089842
NSGAII-Std,RWA1,EP,11,0.016305015526724143
NSGAII-Std,RWA1,EP,12,0.00954623269506627
NSGAII-Std,RWA1,EP,13,0.007012897297231729
NSGAII-Std,RWA1,EP,14,0.007864744645041694
NSGAII-Std,RWA1,EP,15,0.008130091626337488
NSGAII-Std,RWA1,EP,16,0.00747645034776917
NSGAII-Std,RWA1,EP,17,0.007470081278963814
NSGAII-Std,RWA1,EP,18,0.008591748989951381
NSGAII-Std,RWA1,EP,19,0.007384642038784417
NSGAII-Std,RWA1,EP,20,0.015002080152791752
NSGAII-Std,RWA1,EP,21,0.009245449099535327
NSGAII-Std,RWA1,EP,22,0.00772867730067045
NSGAII-Std,RWA1,EP,23,0.009475360160579732
NSGAII-Std,RWA1,EP,24,0.006737811107371566
NSGAII-Std,RWA1,EP,25,0.008219085891664826
NSGAII-Std,RWA1,EP,26,0.010054107211513286
NSGAII-Std,RWA1,EP,27,0.007607539310279125
NSGAII-Std,RWA1,EP,28,0.00874651124855702
