# Evaluation: 0

# Evaluation: 100
EP=0.04510373354641371 HVMinus=-0.8366629614693485 | --algorithmResult population --createInitialSolutions sobol --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.825535954231576 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.3247227611670144 --mutation levyFlight --mutationProbabilityFactor 1.1168194321445701 --mutationRepairStrategy round --levyFlightMutationBeta 1.1548858742596093 --levyFlightMutationStepSize 0.8414263203332618 --selection stochasticUniversalSampling 
EP=0.023242555966804742 HVMinus=-0.8476731057965594 | --algorithmResult externalArchive --populationSizeWithArchive 47 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.8216960019837237 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.7408635247206351 --mutation levyFlight --mutationProbabilityFactor 0.7784230066879556 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.6309866310700518 --levyFlightMutationStepSize 0.9185782611263849 --selection stochasticUniversalSampling 
EP=0.02336430903890126 HVMinus=-0.8476941906767654 | --algorithmResult externalArchive --populationSizeWithArchive 35 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover PCX --crossoverProbability 0.6070283724138197 --crossoverRepairStrategy bounds --pcxCrossoverZeta 0.9893879477850692 --pcxCrossoverEta 0.9798290842994136 --mutation levyFlight --mutationProbabilityFactor 0.8450449536192122 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1603581185889373 --levyFlightMutationStepSize 0.594465770393611 --selection ranking 

# Evaluation: 600
EP=0.024148007573453676 HVMinus=-0.8487610347029012 | --algorithmResult externalArchive --populationSizeWithArchive 48 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9589702514484414 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.9812477327328322 --mutation levyFlight --mutationProbabilityFactor 0.7784230066879556 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1646335481218326 --levyFlightMutationStepSize 0.7140662115021741 --selection tournament --selectionTournamentSize 4 
EP=0.022198901382217397 HVMinus=-0.8485288223208078 | --algorithmResult externalArchive --populationSizeWithArchive 25 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.825535954231576 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.9638172736048285 --mutation levyFlight --mutationProbabilityFactor 1.2275117904433248 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.9280953763587139 --levyFlightMutationStepSize 0.3943346218955834 --selection stochasticUniversalSampling 
EP=0.023201722044069555 HVMinus=-0.8485801200077813 | --algorithmResult externalArchive --populationSizeWithArchive 47 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.8216960019837237 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.7408635247206351 --mutation levyFlight --mutationProbabilityFactor 0.7784230066879556 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.6302620637934693 --levyFlightMutationStepSize 0.9185782611263849 --selection stochasticUniversalSampling 

# Evaluation: 700
EP=0.022198901382217397 HVMinus=-0.8485288223208078 | --algorithmResult externalArchive --populationSizeWithArchive 25 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.825535954231576 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.9638172736048285 --mutation levyFlight --mutationProbabilityFactor 1.2275117904433248 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.9280953763587139 --levyFlightMutationStepSize 0.3943346218955834 --selection stochasticUniversalSampling 
EP=0.023080249808959452 HVMinus=-0.8486020594065301 | --algorithmResult externalArchive --populationSizeWithArchive 47 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.8216960019837237 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.7408635247206351 --mutation levyFlight --mutationProbabilityFactor 0.7784230066879556 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.6302620637934693 --levyFlightMutationStepSize 0.9220002313769758 --selection stochasticUniversalSampling 
EP=0.023138794694356167 HVMinus=-0.8488227512071373 | --algorithmResult externalArchive --populationSizeWithArchive 47 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9589702514484414 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.9812477327328322 --mutation polynomial --mutationProbabilityFactor 1.1105330996215574 --mutationRepairStrategy bounds --polynomialMutationDistributionIndex 196.8201222689303 --selection stochasticUniversalSampling 

# Evaluation: 800
EP=0.022198901382217397 HVMinus=-0.8485288223208078 | --algorithmResult externalArchive --populationSizeWithArchive 25 --archiveType unboundedArchive --createInitialSolutions default --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.825535954231576 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.9638172736048285 --mutation levyFlight --mutationProbabilityFactor 1.2275117904433248 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.9280953763587139 --levyFlightMutationStepSize 0.3943346218955834 --selection stochasticUniversalSampling 
EP=0.022915260162230715 HVMinus=-0.8490245205010531 | --algorithmResult externalArchive --populationSizeWithArchive 47 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9589702514484414 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.9985068219875195 --mutation levyFlight --mutationProbabilityFactor 0.7784230066879556 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1632555704910135 --levyFlightMutationStepSize 0.9185919943709001 --selection tournament --selectionTournamentSize 4 
EP=0.022279181850939165 HVMinus=-0.8488363637206063 | --algorithmResult externalArchive --populationSizeWithArchive 48 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9581297232966905 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.9954570779780042 --mutation levyFlight --mutationProbabilityFactor 0.7784230066879556 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1606905124246678 --levyFlightMutationStepSize 0.7168354038441531 --selection tournament --selectionTournamentSize 4 
EP=0.023103287904210457 HVMinus=-0.8492042636188077 | --algorithmResult externalArchive --populationSizeWithArchive 48 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9573360023101011 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.9852721496267713 --mutation uniform --mutationProbabilityFactor 0.7744487931856869 --mutationRepairStrategy bounds --uniformMutationPerturbation 0.29047615785030534 --selection tournament --selectionTournamentSize 4 

# Evaluation: 900
EP=0.023103287904210457 HVMinus=-0.8492042636188077 | --algorithmResult externalArchive --populationSizeWithArchive 48 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9573360023101011 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.9852721496267713 --mutation uniform --mutationProbabilityFactor 0.7744487931856869 --mutationRepairStrategy bounds --uniformMutationPerturbation 0.29047615785030534 --selection tournament --selectionTournamentSize 4 
EP=0.022100436157855046 HVMinus=-0.8491551056673307 | --algorithmResult externalArchive --populationSizeWithArchive 47 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9590069609876567 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.9985296605317077 --mutation levyFlight --mutationProbabilityFactor 0.7714290118991308 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1716621373206424 --levyFlightMutationStepSize 0.900283411818009 --selection tournament --selectionTournamentSize 4 
EP=0.021934838564946605 HVMinus=-0.8485354643086104 | --algorithmResult externalArchive --populationSizeWithArchive 48 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9031433414605592 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.9803961991210569 --mutation levyFlight --mutationProbabilityFactor 0.7784230066879556 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.8573983678041128 --levyFlightMutationStepSize 0.7140026129772459 --selection tournament --selectionTournamentSize 4 
EP=0.021859343307558676 HVMinus=-0.8482108304708241 | --algorithmResult externalArchive --populationSizeWithArchive 47 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover PCX --crossoverProbability 0.8216960019837237 --crossoverRepairStrategy bounds --pcxCrossoverZeta 0.9800534642563342 --pcxCrossoverEta 0.9719922957881812 --mutation levyFlight --mutationProbabilityFactor 0.7745484802252969 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.6309866310700518 --levyFlightMutationStepSize 0.5706972530415704 --selection ranking 
EP=0.021989574123270125 HVMinus=-0.8487862807151103 | --algorithmResult externalArchive --populationSizeWithArchive 48 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9456380119674205 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.9812477327328322 --mutation levyFlight --mutationProbabilityFactor 0.7784460252273986 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.8807060264166857 --levyFlightMutationStepSize 0.7131171174374357 --selection tournament --selectionTournamentSize 4 

# Evaluation: 1000
EP=0.023103287904210457 HVMinus=-0.8492042636188077 | --algorithmResult externalArchive --populationSizeWithArchive 48 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9573360023101011 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.9852721496267713 --mutation uniform --mutationProbabilityFactor 0.7744487931856869 --mutationRepairStrategy bounds --uniformMutationPerturbation 0.29047615785030534 --selection tournament --selectionTournamentSize 4 
EP=0.022100436157855046 HVMinus=-0.8491551056673307 | --algorithmResult externalArchive --populationSizeWithArchive 47 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9590069609876567 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.9985296605317077 --mutation levyFlight --mutationProbabilityFactor 0.7714290118991308 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1716621373206424 --levyFlightMutationStepSize 0.900283411818009 --selection tournament --selectionTournamentSize 4 
EP=0.021544637473392525 HVMinus=-0.8491318280287947 | --algorithmResult externalArchive --populationSizeWithArchive 48 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9556620163739498 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.7373227180583249 --mutation levyFlight --mutationProbabilityFactor 0.7784230066879556 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1601831846508517 --levyFlightMutationStepSize 0.5692791703614714 --selection tournament --selectionTournamentSize 4 
EP=0.02142740404404179 HVMinus=-0.8488084710132079 | --algorithmResult externalArchive --populationSizeWithArchive 47 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9589423052409051 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.9985068219875195 --mutation levyFlight --mutationProbabilityFactor 0.7798350278367089 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1586469700285305 --levyFlightMutationStepSize 0.3808186995881648 --selection tournament --selectionTournamentSize 4 

# Evaluation: 1100
EP=0.022100436157855046 HVMinus=-0.8491551056673307 | --algorithmResult externalArchive --populationSizeWithArchive 47 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9590069609876567 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.9985296605317077 --mutation levyFlight --mutationProbabilityFactor 0.7714290118991308 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1716621373206424 --levyFlightMutationStepSize 0.900283411818009 --selection tournament --selectionTournamentSize 4 
EP=0.021544637473392525 HVMinus=-0.8491318280287947 | --algorithmResult externalArchive --populationSizeWithArchive 48 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9556620163739498 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.7373227180583249 --mutation levyFlight --mutationProbabilityFactor 0.7784230066879556 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1601831846508517 --levyFlightMutationStepSize 0.5692791703614714 --selection tournament --selectionTournamentSize 4 
EP=0.021392521251566037 HVMinus=-0.8489172171817817 | --algorithmResult externalArchive --populationSizeWithArchive 48 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9996058280823115 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.9985461571623836 --mutation levyFlight --mutationProbabilityFactor 0.6868470160283014 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.6306786497558372 --levyFlightMutationStepSize 0.9964064540744093 --selection tournament --selectionTournamentSize 4 
EP=0.021337747663114033 HVMinus=-0.8486698082764823 | --algorithmResult externalArchive --populationSizeWithArchive 39 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover PCX --crossoverProbability 0.9599658396538858 --crossoverRepairStrategy bounds --pcxCrossoverZeta 0.9809741241716319 --pcxCrossoverEta 0.9723099423666479 --mutation levyFlight --mutationProbabilityFactor 0.7800591642766702 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1782039253186753 --levyFlightMutationStepSize 0.570977205932926 --selection ranking 
EP=0.021395148574175626 HVMinus=-0.8490550745551554 | --algorithmResult externalArchive --populationSizeWithArchive 38 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover PCX --crossoverProbability 0.9589789445257781 --crossoverRepairStrategy bounds --pcxCrossoverZeta 0.9906366042234533 --pcxCrossoverEta 0.9800230949827142 --mutation levyFlight --mutationProbabilityFactor 0.7784230066879556 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1635053276600114 --levyFlightMutationStepSize 0.7159255209592008 --selection ranking 
EP=0.022824872020043012 HVMinus=-0.8492303552177297 | --algorithmResult externalArchive --populationSizeWithArchive 48 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9577831679726672 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.9852886058100999 --mutation levyFlight --mutationProbabilityFactor 0.565210863161151 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.7100031760045125 --levyFlightMutationStepSize 0.711695815176341 --selection tournament --selectionTournamentSize 4 

# Evaluation: 1200
EP=0.022100436157855046 HVMinus=-0.8491551056673307 | --algorithmResult externalArchive --populationSizeWithArchive 47 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9590069609876567 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.9985296605317077 --mutation levyFlight --mutationProbabilityFactor 0.7714290118991308 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1716621373206424 --levyFlightMutationStepSize 0.900283411818009 --selection tournament --selectionTournamentSize 4 
EP=0.021544637473392525 HVMinus=-0.8491318280287947 | --algorithmResult externalArchive --populationSizeWithArchive 48 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9556620163739498 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.7373227180583249 --mutation levyFlight --mutationProbabilityFactor 0.7784230066879556 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1601831846508517 --levyFlightMutationStepSize 0.5692791703614714 --selection tournament --selectionTournamentSize 4 
EP=0.021392521251566037 HVMinus=-0.8489172171817817 | --algorithmResult externalArchive --populationSizeWithArchive 48 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9996058280823115 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.9985461571623836 --mutation levyFlight --mutationProbabilityFactor 0.6868470160283014 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.6306786497558372 --levyFlightMutationStepSize 0.9964064540744093 --selection tournament --selectionTournamentSize 4 
EP=0.021337747663114033 HVMinus=-0.8486698082764823 | --algorithmResult externalArchive --populationSizeWithArchive 39 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover PCX --crossoverProbability 0.9599658396538858 --crossoverRepairStrategy bounds --pcxCrossoverZeta 0.9809741241716319 --pcxCrossoverEta 0.9723099423666479 --mutation levyFlight --mutationProbabilityFactor 0.7800591642766702 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1782039253186753 --levyFlightMutationStepSize 0.570977205932926 --selection ranking 
EP=0.021395148574175626 HVMinus=-0.8490550745551554 | --algorithmResult externalArchive --populationSizeWithArchive 38 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover PCX --crossoverProbability 0.9589789445257781 --crossoverRepairStrategy bounds --pcxCrossoverZeta 0.9906366042234533 --pcxCrossoverEta 0.9800230949827142 --mutation levyFlight --mutationProbabilityFactor 0.7784230066879556 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1635053276600114 --levyFlightMutationStepSize 0.7159255209592008 --selection ranking 
EP=0.022824872020043012 HVMinus=-0.8492303552177297 | --algorithmResult externalArchive --populationSizeWithArchive 48 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9577831679726672 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.9852886058100999 --mutation levyFlight --mutationProbabilityFactor 0.565210863161151 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.7100031760045125 --levyFlightMutationStepSize 0.711695815176341 --selection tournament --selectionTournamentSize 4 
EP=0.022014868255998934 HVMinus=-0.8491527738404102 | --algorithmResult externalArchive --populationSizeWithArchive 48 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9783981261051948 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.9996488553512847 --mutation levyFlight --mutationProbabilityFactor 0.5437030828684024 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1601831846508517 --levyFlightMutationStepSize 0.7140442329414184 --selection tournament --selectionTournamentSize 4 
EP=0.023017926960950418 HVMinus=-0.849231978482648 | --algorithmResult externalArchive --populationSizeWithArchive 48 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9574052597724753 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.9956784621654824 --mutation uniform --mutationProbabilityFactor 0.7713443336391737 --mutationRepairStrategy bounds --uniformMutationPerturbation 0.28161732464148603 --selection tournament --selectionTournamentSize 4 
EP=0.022557090407045264 HVMinus=-0.8492075128129775 | --algorithmResult externalArchive --populationSizeWithArchive 48 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9897945486839755 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.9965703835659241 --mutation levyFlight --mutationProbabilityFactor 0.7784230066879556 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.7338562052066113 --levyFlightMutationStepSize 0.7247900971971472 --selection tournament --selectionTournamentSize 4 

# Evaluation: 1300
EP=0.021544637473392525 HVMinus=-0.8491318280287947 | --algorithmResult externalArchive --populationSizeWithArchive 48 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9556620163739498 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.7373227180583249 --mutation levyFlight --mutationProbabilityFactor 0.7784230066879556 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1601831846508517 --levyFlightMutationStepSize 0.5692791703614714 --selection tournament --selectionTournamentSize 4 
EP=0.021395148574175626 HVMinus=-0.8490550745551554 | --algorithmResult externalArchive --populationSizeWithArchive 38 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover PCX --crossoverProbability 0.9589789445257781 --crossoverRepairStrategy bounds --pcxCrossoverZeta 0.9906366042234533 --pcxCrossoverEta 0.9800230949827142 --mutation levyFlight --mutationProbabilityFactor 0.7784230066879556 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1635053276600114 --levyFlightMutationStepSize 0.7159255209592008 --selection ranking 
EP=0.022824872020043012 HVMinus=-0.8492303552177297 | --algorithmResult externalArchive --populationSizeWithArchive 48 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9577831679726672 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.9852886058100999 --mutation levyFlight --mutationProbabilityFactor 0.565210863161151 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.7100031760045125 --levyFlightMutationStepSize 0.711695815176341 --selection tournament --selectionTournamentSize 4 
EP=0.023017926960950418 HVMinus=-0.849231978482648 | --algorithmResult externalArchive --populationSizeWithArchive 48 --archiveType unboundedArchive --createInitialSolutions sobol --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9574052597724753 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.9956784621654824 --mutation uniform --mutationProbabilityFactor 0.7713443336391737 --mutationRepairStrategy bounds --uniformMutationPerturbation 0.28161732464148603 --selection tournament --selectionTournamentSize 4 
EP=0.022557090407045264 HVMinus=-0.8492075128129775 | --algorithmResult externalArchive --populationSizeWithArchive 48 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9897945486839755 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.9965703835659241 --mutation levyFlight --mutationProbabilityFactor 0.7784230066879556 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.7338562052066113 --levyFlightMutationStepSize 0.7247900971971472 --selection tournament --selectionTournamentSize 4 
EP=0.021010243982760034 HVMinus=-0.8485510069207557 | --algorithmResult externalArchive --populationSizeWithArchive 47 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover PCX --crossoverProbability 0.9654928152238289 --crossoverRepairStrategy bounds --pcxCrossoverZeta 0.9901039198577121 --pcxCrossoverEta 0.9727090843209025 --mutation levyFlight --mutationProbabilityFactor 0.8446346792647538 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.1777876635264601 --levyFlightMutationStepSize 0.9194340209995624 --selection ranking 
EP=0.021789501591357334 HVMinus=-0.8492022152007249 | --algorithmResult externalArchive --populationSizeWithArchive 48 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 10 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9996058280823115 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.9985094531934511 --mutation levyFlight --mutationProbabilityFactor 0.6912640102018077 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.622440332107734 --levyFlightMutationStepSize 0.44869862708140473 --selection tournament --selectionTournamentSize 4 
