family,front_type,budget,view,quantile,parameter,parameter_kind,observed_n,elite_n,observed_min,observed_max,observed_range,elite_min,elite_q25,elite_median,elite_q75,elite_max,elite_iqr,elite_iqr_share
RE3D,extremePointsFronts,3000,joint,0.05,blxAlphaBetaCrossoverBeta,numerical,120,0,0.3774199260166185,0.996784326052287,0.6193644000356684,,,,,,,
RE3D,extremePointsFronts,3000,joint,0.1,blxAlphaBetaCrossoverBeta,numerical,120,0,0.3774199260166185,0.996784326052287,0.6193644000356684,,,,,,,
RE3D,extremePointsFronts,3000,joint,0.2,blxAlphaBetaCrossoverBeta,numerical,120,2,0.3774199260166185,0.996784326052287,0.6193644000356684,0.7902806475266531,0.8123680393562297,0.8344554311858063,0.8565428230153831,0.8786302148449597,0.044174783659153394,0.07132276840033012
RE3D,extremePointsFronts,3000,EP,0.05,blxAlphaCrossoverAlpha,numerical,36,0,0.856739944174902,0.9671686978056186,0.11042875363071669,,,,,,,
RE3D,extremePointsFronts,3000,EP,0.1,blxAlphaCrossoverAlpha,numerical,36,0,0.856739944174902,0.9671686978056186,0.11042875363071669,,,,,,,
RE3D,extremePointsFronts,3000,EP,0.2,blxAlphaCrossoverAlpha,numerical,36,1,0.856739944174902,0.9671686978056186,0.11042875363071669,0.9671686978056186,0.9671686978056186,0.9671686978056186,0.9671686978056186,0.9671686978056186,0.0,0.0
RE3D,extremePointsFronts,3000,HV,0.05,blxAlphaCrossoverAlpha,numerical,36,5,0.856739944174902,0.9671686978056186,0.11042875363071669,0.856739944174902,0.8749031331597041,0.8749031331597041,0.925057122253548,0.9440565210001426,0.05015398909384383,0.45417508977383836
RE3D,extremePointsFronts,3000,HV,0.1,blxAlphaCrossoverAlpha,numerical,36,6,0.856739944174902,0.9671686978056186,0.11042875363071669,0.856739944174902,0.8749031331597041,0.899980127706626,0.9347376665574666,0.9440565210001426,0.05983453339776246,0.5418383476268719
RE3D,extremePointsFronts,3000,HV,0.2,blxAlphaCrossoverAlpha,numerical,36,11,0.856739944174902,0.9671686978056186,0.11042875363071669,0.856739944174902,0.8749031331597041,0.8829627870932683,0.9342273711503382,0.9440824401540076,0.05932423799063402,0.5372173101674171
RE3D,extremePointsFronts,3000,joint,0.05,blxAlphaCrossoverAlpha,numerical,36,0,0.856739944174902,0.9671686978056186,0.11042875363071669,,,,,,,
RE3D,extremePointsFronts,3000,joint,0.1,blxAlphaCrossoverAlpha,numerical,36,0,0.856739944174902,0.9671686978056186,0.11042875363071669,,,,,,,
RE3D,extremePointsFronts,3000,joint,0.2,blxAlphaCrossoverAlpha,numerical,36,0,0.856739944174902,0.9671686978056186,0.11042875363071669,,,,,,,
RE3D,extremePointsFronts,3000,EP,0.05,boltzmannTemperature,numerical,129,10,8.842816536229055,94.85041122331812,86.00759468708907,8.842816536229055,22.276142909444427,22.439802052846762,39.56088401962802,73.62655032838741,17.284741110183592,0.2009676142330053
RE3D,extremePointsFronts,3000,EP,0.1,boltzmannTemperature,numerical,129,18,8.842816536229055,94.85041122331812,86.00759468708907,8.842816536229055,22.276142909444427,22.457531096204576,39.568230452072704,79.76943159036064,17.292087542628277,0.20105303032296123
RE3D,extremePointsFronts,3000,EP,0.2,boltzmannTemperature,numerical,129,30,8.842816536229055,94.85041122331812,86.00759468708907,8.842816536229055,22.23346296512055,23.022554343503476,38.69135315318219,79.76943159036064,16.45789018806164,0.1913539176155126
RE3D,extremePointsFronts,3000,HV,0.05,boltzmannTemperature,numerical,129,8,8.842816536229055,94.85041122331812,86.00759468708907,16.60839676861022,32.18976392814206,39.339284325185474,42.631305329640675,67.61531808628075,10.441541401498618,0.12140255101292861
RE3D,extremePointsFronts,3000,HV,0.1,boltzmannTemperature,numerical,129,15,8.842816536229055,94.85041122331812,86.00759468708907,14.625316560566391,28.98663148016064,40.071432168134685,60.09405892805563,86.36145503164082,31.10742744789499,0.36168233236924424
RE3D,extremePointsFronts,3000,HV,0.2,boltzmannTemperature,numerical,129,26,8.842816536229055,94.85041122331812,86.00759468708907,12.825566209874973,28.185599341048185,45.19117849114667,74.52678712459777,94.34672580726544,46.341187783549586,0.5388034388375477
RE3D,extremePointsFronts,3000,joint,0.05,boltzmannTemperature,numerical,129,9,8.842816536229055,94.85041122331812,86.00759468708907,16.60845511092266,16.61450351586153,22.418909820181643,22.45985469326965,39.79728672359839,5.845351177408123,0.06796319788589078
RE3D,extremePointsFronts,3000,joint,0.1,boltzmannTemperature,numerical,129,20,8.842816536229055,94.85041122331812,86.00759468708907,16.60845511092266,21.024021711954315,22.43932036510781,34.191735329367134,49.924993479107854,13.167713617412819,0.15309942878090363
RE3D,extremePointsFronts,3000,joint,0.2,boltzmannTemperature,numerical,129,40,8.842816536229055,94.85041122331812,86.00759468708907,14.625316560566391,22.172807520287122,22.455929453521854,37.37252179610647,73.62655032838741,15.199714275819346,0.17672525700920497
RE3D,extremePointsFronts,3000,EP,0.05,crossoverProbability,numerical,286,15,0.0024292539310298,0.9988056279031728,0.9963763739721431,0.0024292539310298,0.7204635195156774,0.865692400788725,0.9567662819009164,0.9973207745316855,0.23630276238523895,0.2371621493223459
RE3D,extremePointsFronts,3000,EP,0.1,crossoverProbability,numerical,286,29,0.0024292539310298,0.9988056279031728,0.9963763739721431,0.0024292539310298,0.6792800444666713,0.7932194393700854,0.9544268272717618,0.9973207745316855,0.2751467828050904,0.2761474378484039
RE3D,extremePointsFronts,3000,EP,0.2,crossoverProbability,numerical,286,58,0.0024292539310298,0.9988056279031728,0.9963763739721431,0.0024292539310298,0.676774673746275,0.822878255294565,0.9544268272717618,0.9976542752941678,0.2776521535254868,0.27866192011217783
RE3D,extremePointsFronts,3000,HV,0.05,crossoverProbability,numerical,286,15,0.0024292539310298,0.9988056279031728,0.9963763739721431,0.8819600873626745,0.9402533086001044,0.9658885719030484,0.9881855979371296,0.997406822295128,0.0479322893370252,0.048106609700046245
RE3D,extremePointsFronts,3000,HV,0.1,crossoverProbability,numerical,286,29,0.0024292539310298,0.9988056279031728,0.9963763739721431,0.7455477326060822,0.9188375741478368,0.9590388867083596,0.9889599389197732,0.997406822295128,0.07012236477193634,0.07037738609998077
RE3D,extremePointsFronts,3000,HV,0.2,crossoverProbability,numerical,286,58,0.0024292539310298,0.9988056279031728,0.9963763739721431,0.7036955956672956,0.9009946495312672,0.9490794727056044,0.9882014030824288,0.9988056279031728,0.08720675355116159,0.08752390746029445
RE3D,extremePointsFronts,3000,joint,0.05,crossoverProbability,numerical,286,15,0.0024292539310298,0.9988056279031728,0.9963763739721431,0.6572436384162368,0.8289930143447741,0.9456552985675756,0.956681638517651,0.9917979668201696,0.12768862417287685,0.1281530027291141
RE3D,extremePointsFronts,3000,joint,0.1,crossoverProbability,numerical,286,29,0.0024292539310298,0.9988056279031728,0.9963763739721431,0.6572436384162368,0.8227380230601832,0.932849141698859,0.9565561700644932,0.9930505089551208,0.13381814700431005,0.1343048174364393
RE3D,extremePointsFronts,3000,joint,0.2,crossoverProbability,numerical,286,58,0.0024292539310298,0.9988056279031728,0.9963763739721431,0.6572436384162368,0.822808139177374,0.9288175548554034,0.9582183849129381,0.9976542752941678,0.13541024573556404,0.13590270631943935
RE3D,extremePointsFronts,3000,EP,0.05,laplaceCrossoverScale,numerical,112,13,0.3157766737984283,0.4997319909925619,0.1839553171941336,0.378360615212168,0.4552683055775789,0.4605095913481961,0.4775699358920242,0.4983992837751682,0.022301630314445264,0.12123395319369693
RE3D,extremePointsFronts,3000,EP,0.1,laplaceCrossoverScale,numerical,112,25,0.3157766737984283,0.4997319909925619,0.1839553171941336,0.3157766737984283,0.4539817452341976,0.4667639014293433,0.4776871258071941,0.4997319909925619,0.02370538057299648,0.1288648837912061
RE3D,extremePointsFronts,3000,EP,0.2,laplaceCrossoverScale,numerical,112,45,0.3157766737984283,0.4997319909925619,0.1839553171941336,0.3157766737984283,0.430335997419396,0.4587132670108834,0.4795932401390815,0.4997319909925619,0.04925724271968551,0.26776743108601125
RE3D,extremePointsFronts,3000,HV,0.05,laplaceCrossoverScale,numerical,112,7,0.3157766737984283,0.4997319909925619,0.1839553171941336,0.4545184211849528,0.47824261980478017,0.4977689661502641,0.49876512333063017,0.4997319909925619,0.02052250352585,0.11156243722051254
RE3D,extremePointsFronts,3000,HV,0.1,laplaceCrossoverScale,numerical,112,13,0.3157766737984283,0.4997319909925619,0.1839553171941336,0.4545184211849528,0.4684067540740269,0.4786224900504664,0.4977689661502641,0.4997319909925619,0.029362212076237237,0.15961600090771177
RE3D,extremePointsFronts,3000,HV,0.2,laplaceCrossoverScale,numerical,112,25,0.3157766737984283,0.4997319909925619,0.1839553171941336,0.4023269064831769,0.4552682812046095,0.4778627495590939,0.4956630529184769,0.4997319909925619,0.040394771713867406,0.2195901283529499
RE3D,extremePointsFronts,3000,joint,0.05,laplaceCrossoverScale,numerical,112,15,0.3157766737984283,0.4997319909925619,0.1839553171941336,0.4552682812046095,0.4625241034742989,0.4744635129080471,0.4781267613337006,0.4978173107164039,0.01560265785940168,0.08481765081536471
RE3D,extremePointsFronts,3000,joint,0.1,laplaceCrossoverScale,numerical,112,29,0.3157766737984283,0.4997319909925619,0.1839553171941336,0.4545184211849528,0.4587132670108834,0.4774648826328632,0.489175949183666,0.4997319909925619,0.03046268217278264,0.16559826939187874
RE3D,extremePointsFronts,3000,joint,0.2,laplaceCrossoverScale,numerical,112,56,0.3157766737984283,0.4997319909925619,0.1839553171941336,0.4023269064831769,0.4575529087452189,0.4757086942414379,0.4956630529184769,0.4997319909925619,0.038110144173257976,0.20717065836721202
RE3D,extremePointsFronts,3000,EP,0.05,levyFlightMutationBeta,numerical,117,9,1.0077424494399163,1.8984848772212657,0.8907424277813494,1.3966796552275889,1.4993612745001357,1.5306744252363853,1.5819613285368956,1.812494131741112,0.08260005403675996,0.09273169376527757
RE3D,extremePointsFronts,3000,EP,0.1,levyFlightMutationBeta,numerical,117,19,1.0077424494399163,1.8984848772212657,0.8907424277813494,1.0077424494399163,1.4302019108278592,1.5306744252363853,1.5844615398861233,1.812494131741112,0.15425962905826407,0.1731809603394464
RE3D,extremePointsFronts,3000,EP,0.2,levyFlightMutationBeta,numerical,117,30,1.0077424494399163,1.8984848772212657,0.8907424277813494,1.0077424494399163,1.4171030014190351,1.5306744252363853,1.5669275641269336,1.812494131741112,0.14982456270789846,0.16820189320169657
RE3D,extremePointsFronts,3000,HV,0.05,levyFlightMutationBeta,numerical,117,9,1.0077424494399163,1.8984848772212657,0.8907424277813494,1.324225701232993,1.4616786177586776,1.591102806082413,1.6132392265004358,1.8917412035513324,0.15156060874175825,0.1701508808997272
RE3D,extremePointsFronts,3000,HV,0.1,levyFlightMutationBeta,numerical,117,16,1.0077424494399163,1.8984848772212657,0.8907424277813494,1.2187385930675834,1.434066751220508,1.5579028717629342,1.615879599843384,1.8917412035513324,0.18181284862287583,0.2041138301627027
RE3D,extremePointsFronts,3000,HV,0.2,levyFlightMutationBeta,numerical,117,28,1.0077424494399163,1.8984848772212657,0.8907424277813494,1.082753460074428,1.3755953253738555,1.5306022277917983,1.6238007198722286,1.8984848772212657,0.2482053944983731,0.2786500190819473
RE3D,extremePointsFronts,3000,joint,0.05,levyFlightMutationBeta,numerical,117,12,1.0077424494399163,1.8984848772212657,0.8907424277813494,1.0371463104056509,1.3189295065289655,1.5326605250461585,1.582748011712746,1.8984848772212657,0.26381850518378047,0.2961782182542898
RE3D,extremePointsFronts,3000,joint,0.1,levyFlightMutationBeta,numerical,117,22,1.0077424494399163,1.8984848772212657,0.8907424277813494,1.0371463104056509,1.4292053426126523,1.532700059426488,1.584321378064447,1.8984848772212657,0.15511603545179464,0.174142412681695
RE3D,extremePointsFronts,3000,joint,0.2,levyFlightMutationBeta,numerical,117,44,1.0077424494399163,1.8984848772212657,0.8907424277813494,1.0371463104056509,1.4129556019798801,1.5330117460394788,1.5856827417154236,1.8984848772212657,0.17272713973554343,0.19391367734191145
RE3D,extremePointsFronts,3000,EP,0.05,levyFlightMutationStepSize,numerical,117,9,0.1436970880609996,0.9832214712977668,0.8395243832367673,0.3696655298792266,0.3814089626067492,0.6091560641387336,0.763293203442858,0.9147775557184766,0.3818842408361088,0.45488165497202443
RE3D,extremePointsFronts,3000,EP,0.1,levyFlightMutationStepSize,numerical,117,19,0.1436970880609996,0.9832214712977668,0.8395243832367673,0.3696655298792266,0.3874324833133422,0.5664457054926909,0.7632964278771537,0.9724574302856585,0.3758639445638115,0.44771057526009733
RE3D,extremePointsFronts,3000,EP,0.2,levyFlightMutationStepSize,numerical,117,30,0.1436970880609996,0.9832214712977668,0.8395243832367673,0.3521233056984349,0.38632961273682,0.5620705662856653,0.7495341191263732,0.9724574302856585,0.36320450638955326,0.43263127747311697
RE3D,extremePointsFronts,3000,HV,0.05,levyFlightMutationStepSize,numerical,117,9,0.1436970880609996,0.9832214712977668,0.8395243832367673,0.349523510713556,0.435233260552768,0.5579124271953806,0.8364330786668677,0.931715201847172,0.40119981811409966,0.4778894170616973
RE3D,extremePointsFronts,3000,HV,0.1,levyFlightMutationStepSize,numerical,117,16,0.1436970880609996,0.9832214712977668,0.8395243832367673,0.2456503155121838,0.4259889407175571,0.5033559950272635,0.6367639552813054,0.931715201847172,0.21077501456374825,0.2510647918897959
RE3D,extremePointsFronts,3000,HV,0.2,levyFlightMutationStepSize,numerical,117,28,0.1436970880609996,0.9832214712977668,0.8395243832367673,0.2456503155121838,0.4266459577877454,0.5051671468075878,0.7866274075899359,0.9770611712377618,0.3599814498021905,0.4287921315808484
RE3D,extremePointsFronts,3000,joint,0.05,levyFlightMutationStepSize,numerical,117,12,0.1436970880609996,0.9832214712977668,0.8395243832367673,0.3703828839766775,0.3951159481438363,0.5421806609560555,0.6964079954463541,0.83999912885229,0.3012920473025178,0.35888421267872306
RE3D,extremePointsFronts,3000,joint,0.1,levyFlightMutationStepSize,numerical,117,22,0.1436970880609996,0.9832214712977668,0.8395243832367673,0.349523510713556,0.3852264532290305,0.4942414858471654,0.6067624152648103,0.83999912885229,0.22153596203577985,0.2638827012762309
RE3D,extremePointsFronts,3000,joint,0.2,levyFlightMutationStepSize,numerical,117,44,0.1436970880609996,0.9832214712977668,0.8395243832367673,0.2456503155121838,0.38241843145648213,0.44985555768713203,0.5856807197448959,0.9172080992034728,0.20326228828841375,0.242116003235952
RE3D,extremePointsFronts,3000,EP,0.05,mutationProbabilityFactor,numerical,286,15,0.0187943382006954,1.6749533677014337,1.6561590295007382,0.4545598018053048,0.7739872900290924,1.0650940757293716,1.229773108933328,1.525019897188304,0.45578581890423553,0.2752065537097821
RE3D,extremePointsFronts,3000,EP,0.1,mutationProbabilityFactor,numerical,286,29,0.0187943382006954,1.6749533677014337,1.6561590295007382,0.3642190274662477,0.771282340409742,1.0650940757293716,1.2276258333271408,1.558566136989442,0.45634349291739884,0.275543281042864
RE3D,extremePointsFronts,3000,EP,0.2,mutationProbabilityFactor,numerical,286,58,0.0187943382006954,1.6749533677014337,1.6561590295007382,0.2453308415252453,0.6317033594204124,0.9813650236585068,1.183030241828859,1.558566136989442,0.5513268824084465,0.33289489269315414
RE3D,extremePointsFronts,3000,HV,0.05,mutationProbabilityFactor,numerical,286,15,0.0187943382006954,1.6749533677014337,1.6561590295007382,0.1902960512292796,0.45357632755592014,0.6320066270215,0.9280881179814434,1.058328119645083,0.47451179042552327,0.2865134217023642
RE3D,extremePointsFronts,3000,HV,0.1,mutationProbabilityFactor,numerical,286,29,0.0187943382006954,1.6749533677014337,1.6561590295007382,0.1902960512292796,0.5430483391977258,0.6911589781129232,0.9158627503821932,1.127399516057888,0.37281441118446745,0.22510785772599096
RE3D,extremePointsFronts,3000,HV,0.2,mutationProbabilityFactor,numerical,286,58,0.0187943382006954,1.6749533677014337,1.6561590295007382,0.1902960512292796,0.5304202459712916,0.6907047080513695,0.9110127358324431,1.2586894095146497,0.3805924898611516,0.2298043141279036
RE3D,extremePointsFronts,3000,joint,0.05,mutationProbabilityFactor,numerical,286,15,0.0187943382006954,1.6749533677014337,1.6561590295007382,0.3684851049291752,0.6318039669378063,0.7306380531473335,0.9258724945437162,1.232394369945376,0.29406852760590996,0.1775605617381799
RE3D,extremePointsFronts,3000,joint,0.1,mutationProbabilityFactor,numerical,286,29,0.0187943382006954,1.6749533677014337,1.6561590295007382,0.3684851049291752,0.7266598519418419,0.8255757641938661,1.0719982197720863,1.2666601704878686,0.3453383678302444,0.20851763730343534
RE3D,extremePointsFronts,3000,joint,0.2,mutationProbabilityFactor,numerical,286,58,0.0187943382006954,1.6749533677014337,1.6561590295007382,0.1905738346855526,0.7288943320398167,0.9136181216319645,1.075180698240136,1.5250265175144082,0.3462863662003193,0.20909004511765392
RE3D,extremePointsFronts,3000,EP,0.05,nonUniformMutationPerturbation,numerical,4,0,0.0399819122256049,0.8643576591033606,0.8243757468777557,,,,,,,
RE3D,extremePointsFronts,3000,EP,0.1,nonUniformMutationPerturbation,numerical,4,0,0.0399819122256049,0.8643576591033606,0.8243757468777557,,,,,,,
RE3D,extremePointsFronts,3000,EP,0.2,nonUniformMutationPerturbation,numerical,4,1,0.0399819122256049,0.8643576591033606,0.8243757468777557,0.3487200558645441,0.3487200558645441,0.3487200558645441,0.3487200558645441,0.3487200558645441,0.0,0.0
RE3D,extremePointsFronts,3000,HV,0.05,nonUniformMutationPerturbation,numerical,4,0,0.0399819122256049,0.8643576591033606,0.8243757468777557,,,,,,,
RE3D,extremePointsFronts,3000,HV,0.1,nonUniformMutationPerturbation,numerical,4,0,0.0399819122256049,0.8643576591033606,0.8243757468777557,,,,,,,
RE3D,extremePointsFronts,3000,HV,0.2,nonUniformMutationPerturbation,numerical,4,1,0.0399819122256049,0.8643576591033606,0.8243757468777557,0.8643576591033606,0.8643576591033606,0.8643576591033606,0.8643576591033606,0.8643576591033606,0.0,0.0
RE3D,extremePointsFronts,3000,joint,0.05,nonUniformMutationPerturbation,numerical,4,0,0.0399819122256049,0.8643576591033606,0.8243757468777557,,,,,,,
RE3D,extremePointsFronts,3000,joint,0.1,nonUniformMutationPerturbation,numerical,4,0,0.0399819122256049,0.8643576591033606,0.8243757468777557,,,,,,,
RE3D,extremePointsFronts,3000,joint,0.2,nonUniformMutationPerturbation,numerical,4,1,0.0399819122256049,0.8643576591033606,0.8243757468777557,0.8643576591033606,0.8643576591033606,0.8643576591033606,0.8643576591033606,0.8643576591033606,0.0,0.0
RE3D,extremePointsFronts,3000,EP,0.05,pcxCrossoverEta,numerical,15,1,0.2681175305495203,0.9480157827601924,0.679898252210672,0.6035938399028662,0.6035938399028662,0.6035938399028662,0.6035938399028662,0.6035938399028662,0.0,0.0
RE3D,extremePointsFronts,3000,EP,0.1,pcxCrossoverEta,numerical,15,1,0.2681175305495203,0.9480157827601924,0.679898252210672,0.6035938399028662,0.6035938399028662,0.6035938399028662,0.6035938399028662,0.6035938399028662,0.0,0.0
RE3D,extremePointsFronts,3000,EP,0.2,pcxCrossoverEta,numerical,15,3,0.2681175305495203,0.9480157827601924,0.679898252210672,0.6028995118600371,0.6032466758814516,0.6035938399028662,0.7490916081571253,0.8945893764113844,0.14584493227567363,0.2145099385113324
RE3D,extremePointsFronts,3000,HV,0.05,pcxCrossoverEta,numerical,15,0,0.2681175305495203,0.9480157827601924,0.679898252210672,,,,,,,
RE3D,extremePointsFronts,3000,HV,0.1,pcxCrossoverEta,numerical,15,0,0.2681175305495203,0.9480157827601924,0.679898252210672,,,,,,,
RE3D,extremePointsFronts,3000,HV,0.2,pcxCrossoverEta,numerical,15,0,0.2681175305495203,0.9480157827601924,0.679898252210672,,,,,,,
RE3D,extremePointsFronts,3000,joint,0.05,pcxCrossoverEta,numerical,15,0,0.2681175305495203,0.9480157827601924,0.679898252210672,,,,,,,
RE3D,extremePointsFronts,3000,joint,0.1,pcxCrossoverEta,numerical,15,0,0.2681175305495203,0.9480157827601924,0.679898252210672,,,,,,,
RE3D,extremePointsFronts,3000,joint,0.2,pcxCrossoverEta,numerical,15,0,0.2681175305495203,0.9480157827601924,0.679898252210672,,,,,,,
RE3D,extremePointsFronts,3000,EP,0.05,pcxCrossoverZeta,numerical,15,1,0.1435548935190414,0.7337205618952913,0.59016566837625,0.1624744616221571,0.1624744616221571,0.1624744616221571,0.1624744616221571,0.1624744616221571,0.0,0.0
RE3D,extremePointsFronts,3000,EP,0.1,pcxCrossoverZeta,numerical,15,1,0.1435548935190414,0.7337205618952913,0.59016566837625,0.1624744616221571,0.1624744616221571,0.1624744616221571,0.1624744616221571,0.1624744616221571,0.0,0.0
RE3D,extremePointsFronts,3000,EP,0.2,pcxCrossoverZeta,numerical,15,3,0.1435548935190414,0.7337205618952913,0.59016566837625,0.1584581046427222,0.16046628313243966,0.1624744616221571,0.1624744616221571,0.1624744616221571,0.0020081784897174326,0.0034027368878346087
RE3D,extremePointsFronts,3000,HV,0.05,pcxCrossoverZeta,numerical,15,0,0.1435548935190414,0.7337205618952913,0.59016566837625,,,,,,,
RE3D,extremePointsFronts,3000,HV,0.1,pcxCrossoverZeta,numerical,15,0,0.1435548935190414,0.7337205618952913,0.59016566837625,,,,,,,
RE3D,extremePointsFronts,3000,HV,0.2,pcxCrossoverZeta,numerical,15,0,0.1435548935190414,0.7337205618952913,0.59016566837625,,,,,,,
RE3D,extremePointsFronts,3000,joint,0.05,pcxCrossoverZeta,numerical,15,0,0.1435548935190414,0.7337205618952913,0.59016566837625,,,,,,,
RE3D,extremePointsFronts,3000,joint,0.1,pcxCrossoverZeta,numerical,15,0,0.1435548935190414,0.7337205618952913,0.59016566837625,,,,,,,
RE3D,extremePointsFronts,3000,joint,0.2,pcxCrossoverZeta,numerical,15,0,0.1435548935190414,0.7337205618952913,0.59016566837625,,,,,,,
RE3D,extremePointsFronts,3000,EP,0.05,polynomialMutationDistributionIndex,numerical,13,0,310.5582664798445,391.15635570511967,80.59808922527515,,,,,,,
RE3D,extremePointsFronts,3000,EP,0.1,polynomialMutationDistributionIndex,numerical,13,0,310.5582664798445,391.15635570511967,80.59808922527515,,,,,,,
RE3D,extremePointsFronts,3000,EP,0.2,polynomialMutationDistributionIndex,numerical,13,0,310.5582664798445,391.15635570511967,80.59808922527515,,,,,,,
RE3D,extremePointsFronts,3000,HV,0.05,polynomialMutationDistributionIndex,numerical,13,0,310.5582664798445,391.15635570511967,80.59808922527515,,,,,,,
RE3D,extremePointsFronts,3000,HV,0.1,polynomialMutationDistributionIndex,numerical,13,0,310.5582664798445,391.15635570511967,80.59808922527515,,,,,,,
RE3D,extremePointsFronts,3000,HV,0.2,polynomialMutationDistributionIndex,numerical,13,0,310.5582664798445,391.15635570511967,80.59808922527515,,,,,,,
RE3D,extremePointsFronts,3000,joint,0.05,polynomialMutationDistributionIndex,numerical,13,0,310.5582664798445,391.15635570511967,80.59808922527515,,,,,,,
RE3D,extremePointsFronts,3000,joint,0.1,polynomialMutationDistributionIndex,numerical,13,0,310.5582664798445,391.15635570511967,80.59808922527515,,,,,,,
RE3D,extremePointsFronts,3000,joint,0.2,polynomialMutationDistributionIndex,numerical,13,0,310.5582664798445,391.15635570511967,80.59808922527515,,,,,,,
RE3D,extremePointsFronts,3000,EP,0.05,populationSizeWithArchive,numerical,286,15,11.0,199.0,188.0,15.0,33.0,45.0,165.0,199.0,132.0,0.7021276595744681
RE3D,extremePointsFronts,3000,EP,0.1,populationSizeWithArchive,numerical,286,29,11.0,199.0,188.0,12.0,31.0,45.0,134.0,199.0,103.0,0.5478723404255319
RE3D,extremePointsFronts,3000,EP,0.2,populationSizeWithArchive,numerical,286,58,11.0,199.0,188.0,12.0,31.75,46.0,85.75,199.0,54.0,0.2872340425531915
