problem,dataset,budget,run,checkpoint_idx,eval,hv
RE3D,referenceFronts,1000,5,8,900,0.8489431509678456
RE3D,referenceFronts,1000,5,9,1000,0.8489431509678456
RE3D,referenceFronts,1000,5,10,1100,0.8490206250996309
RE3D,referenceFronts,1000,5,11,1200,0.8492552546557768
RE3D,referenceFronts,1000,5,12,1300,0.8493071147936307
RE3D,referenceFronts,1000,5,13,1400,0.8493841715874874
RE3D,referenceFronts,1000,5,14,1500,0.8493841715874874
RE3D,referenceFronts,1000,5,15,1600,0.849451519282513
RE3D,referenceFronts,1000,5,16,1700,0.849451519282513
RE3D,referenceFronts,1000,5,17,1800,0.849451519282513
RE3D,referenceFronts,1000,5,18,1900,0.8497088605113581
RE3D,referenceFronts,1000,5,19,2000,0.8497088605113581
RE3D,referenceFronts,1000,5,20,2100,0.8497088605113581
RE3D,referenceFronts,1000,5,21,2200,0.8497088605113581
RE3D,referenceFronts,1000,5,22,2300,0.8497088605113581
RE3D,referenceFronts,1000,5,23,2400,0.8497088605113581
RE3D,referenceFronts,1000,5,24,2500,0.8497088605113581
RE3D,referenceFronts,1000,5,25,2600,0.8497149219108895
RE3D,referenceFronts,1000,5,26,2700,0.8497149219108895
RE3D,referenceFronts,1000,5,27,2800,0.8497149219108895
RE3D,referenceFronts,1000,5,28,2900,0.8497149219108895
RE3D,referenceFronts,1000,5,29,3000,0.8497149219108895
RE3D,referenceFronts,1000,6,0,100,0.8367711408976205
RE3D,referenceFronts,1000,6,1,200,0.8444452650505854
RE3D,referenceFronts,1000,6,2,300,0.8444777956691308
RE3D,referenceFronts,1000,6,3,400,0.8469832856936482
RE3D,referenceFronts,1000,6,4,500,0.8469832856936482
RE3D,referenceFronts,1000,6,5,600,0.8486318502632831
RE3D,referenceFronts,1000,6,6,700,0.8487202873276798
RE3D,referenceFronts,1000,6,7,800,0.8488530350605302
RE3D,referenceFronts,1000,6,8,900,0.8489069275688299
RE3D,referenceFronts,1000,6,9,1000,0.8490737774774789
RE3D,referenceFronts,1000,6,10,1100,0.8492895310208303
RE3D,referenceFronts,1000,6,11,1200,0.8492895310208303
RE3D,referenceFronts,1000,6,12,1300,0.8492895310208303
RE3D,referenceFronts,1000,6,13,1400,0.8496461305010202
RE3D,referenceFronts,1000,6,14,1500,0.8496461305010202
RE3D,referenceFronts,1000,6,15,1600,0.8496461305010202
RE3D,referenceFronts,1000,6,16,1700,0.8496461305010202
RE3D,referenceFronts,1000,6,17,1800,0.8496461305010202
RE3D,referenceFronts,1000,6,18,1900,0.8496461305010202
RE3D,referenceFronts,1000,6,19,2000,0.8496461305010202
RE3D,referenceFronts,1000,6,20,2100,0.8496461305010202
RE3D,referenceFronts,1000,6,21,2200,0.8496461305010202
RE3D,referenceFronts,1000,6,22,2300,0.8496461305010202
RE3D,referenceFronts,1000,6,23,2400,0.8496461305010202
RE3D,referenceFronts,1000,6,24,2500,0.8496461305010202
RE3D,referenceFronts,1000,6,25,2600,0.8496461305010202
RE3D,referenceFronts,1000,6,26,2700,0.8496461305010202
RE3D,referenceFronts,1000,6,27,2800,0.8496461305010202
RE3D,referenceFronts,1000,6,28,2900,0.8496461305010202
RE3D,referenceFronts,1000,6,29,3000,0.8496461305010202
RE3D,referenceFronts,1000,7,0,100,0.846296757776142
RE3D,referenceFronts,1000,7,1,200,0.846296757776142
RE3D,referenceFronts,1000,7,2,300,0.8463598772105267
RE3D,referenceFronts,1000,7,3,400,0.8481131772654009
RE3D,referenceFronts,1000,7,4,500,0.8491467118128057
RE3D,referenceFronts,1000,7,5,600,0.8491467118128057
RE3D,referenceFronts,1000,7,6,700,0.84916185165951
RE3D,referenceFronts,1000,7,7,800,0.8493645293037354
RE3D,referenceFronts,1000,7,8,900,0.8495648433860297
RE3D,referenceFronts,1000,7,9,1000,0.8497895704185295
RE3D,referenceFronts,1000,7,10,1100,0.8497895704185295
RE3D,referenceFronts,1000,7,11,1200,0.8498233563057424
RE3D,referenceFronts,1000,7,12,1300,0.8498233563057424
RE3D,referenceFronts,1000,7,13,1400,0.8499465411738513
RE3D,referenceFronts,1000,7,14,1500,0.8499465411738513
RE3D,referenceFronts,1000,7,15,1600,0.8499465411738513
RE3D,referenceFronts,1000,7,16,1700,0.8499465411738513
RE3D,referenceFronts,1000,7,17,1800,0.8499465411738513
RE3D,referenceFronts,1000,7,18,1900,0.8499465411738513
RE3D,referenceFronts,1000,7,19,2000,0.8499465411738513
RE3D,referenceFronts,1000,7,20,2100,0.8499465411738513
RE3D,referenceFronts,1000,7,21,2200,0.8500376821267908
RE3D,referenceFronts,1000,7,22,2300,0.8500376821267908
RE3D,referenceFronts,1000,7,23,2400,0.8500376821267908
RE3D,referenceFronts,1000,7,24,2500,0.8500376821267908
RE3D,referenceFronts,1000,7,25,2600,0.8500376821267908
RE3D,referenceFronts,1000,7,26,2700,0.8500376821267908
RE3D,referenceFronts,1000,7,27,2800,0.8500376821267908
RE3D,referenceFronts,1000,7,28,2900,0.8500376821267908
RE3D,referenceFronts,1000,7,29,3000,0.8500376821267908
RE3D,referenceFronts,1000,8,0,100,0.8366629614693485
RE3D,referenceFronts,1000,8,1,200,0.8468820237053244
RE3D,referenceFronts,1000,8,2,300,0.8468820237053244
RE3D,referenceFronts,1000,8,3,400,0.8471591678719375
RE3D,referenceFronts,1000,8,4,500,0.8476941906767654
RE3D,referenceFronts,1000,8,5,600,0.8487610347029012
RE3D,referenceFronts,1000,8,6,700,0.8488227512071373
RE3D,referenceFronts,1000,8,7,800,0.8492042636188077
RE3D,referenceFronts,1000,8,8,900,0.8492042636188077
RE3D,referenceFronts,1000,8,9,1000,0.8492042636188077
RE3D,referenceFronts,1000,8,10,1100,0.8492303552177297
RE3D,referenceFronts,1000,8,11,1200,0.849231978482648
RE3D,referenceFronts,1000,8,12,1300,0.849231978482648
RE3D,referenceFronts,1000,8,13,1400,0.8494215556090461
RE3D,referenceFronts,1000,8,14,1500,0.8494215556090461
RE3D,referenceFronts,1000,8,15,1600,0.8495917261566321
RE3D,referenceFronts,1000,8,16,1700,0.8495917261566321
RE3D,referenceFronts,1000,8,17,1800,0.8496033247023019
RE3D,referenceFronts,1000,8,18,1900,0.8497253140355803
RE3D,referenceFronts,1000,8,19,2000,0.8497349962517411
RE3D,referenceFronts,1000,8,20,2100,0.8497349962517411
RE3D,referenceFronts,1000,8,21,2200,0.8497349962517411
RE3D,referenceFronts,1000,8,22,2300,0.8498613410997053
RE3D,referenceFronts,1000,8,23,2400,0.8498613410997053
RE3D,referenceFronts,1000,8,24,2500,0.8498613410997053
RE3D,referenceFronts,1000,8,25,2600,0.8498613410997053
RE3D,referenceFronts,1000,8,26,2700,0.8498613410997053
RE3D,referenceFronts,1000,8,27,2800,0.8498613410997053
RE3D,referenceFronts,1000,8,28,2900,0.8498613410997053
RE3D,referenceFronts,1000,8,29,3000,0.8498613410997053
RE3D,referenceFronts,1000,9,0,100,0.8460858704818521
RE3D,referenceFronts,1000,9,1,200,0.8464809784369344
RE3D,referenceFronts,1000,9,2,300,0.8478103413858943
RE3D,referenceFronts,1000,9,3,400,0.8484514406180279
RE3D,referenceFronts,1000,9,4,500,0.8489001148264131
RE3D,referenceFronts,1000,9,5,600,0.8490402866446657
RE3D,referenceFronts,1000,9,6,700,0.8491247401618872
RE3D,referenceFronts,1000,9,7,800,0.8493474565018406
RE3D,referenceFronts,1000,9,8,900,0.8494866830599814
RE3D,referenceFronts,1000,9,9,1000,0.8495588546711008
RE3D,referenceFronts,1000,9,10,1100,0.8495848898975744
RE3D,referenceFronts,1000,9,11,1200,0.8495848898975744
RE3D,referenceFronts,1000,9,12,1300,0.8495848898975744
RE3D,referenceFronts,1000,9,13,1400,0.8496026107978877
RE3D,referenceFronts,1000,9,14,1500,0.8497144653701746
RE3D,referenceFronts,1000,9,15,1600,0.849830272155761
RE3D,referenceFronts,1000,9,16,1700,0.849830272155761
RE3D,referenceFronts,1000,9,17,1800,0.849830272155761
RE3D,referenceFronts,1000,9,18,1900,0.849830272155761
RE3D,referenceFronts,1000,9,19,2000,0.849830272155761
RE3D,referenceFronts,1000,9,20,2100,0.849830272155761
RE3D,referenceFronts,1000,9,21,2200,0.849830272155761
RE3D,referenceFronts,1000,9,22,2300,0.849830272155761
RE3D,referenceFronts,1000,9,23,2400,0.849830272155761
RE3D,referenceFronts,1000,9,24,2500,0.8499009317488601
RE3D,referenceFronts,1000,9,25,2600,0.8499009317488601
RE3D,referenceFronts,1000,9,26,2700,0.8499009317488601
RE3D,referenceFronts,1000,9,27,2800,0.8499009317488601
RE3D,referenceFronts,1000,9,28,2900,0.8499009317488601
RE3D,referenceFronts,1000,9,29,3000,0.8499009317488601
RE3D,referenceFronts,1000,10,0,100,0.8329677562862152
RE3D,referenceFronts,1000,10,1,200,0.8436453808290171
RE3D,referenceFronts,1000,10,2,300,0.8439570865888515
RE3D,referenceFronts,1000,10,3,400,0.8442114833678561
RE3D,referenceFronts,1000,10,4,500,0.8473698702410308
RE3D,referenceFronts,1000,10,5,600,0.847450244652194
RE3D,referenceFronts,1000,10,6,700,0.8476093596312039
RE3D,referenceFronts,1000,10,7,800,0.8487101571525778
RE3D,referenceFronts,1000,10,8,900,0.8488543988769912
RE3D,referenceFronts,1000,10,9,1000,0.8490479408415491
RE3D,referenceFronts,1000,10,10,1100,0.849199549601379
RE3D,referenceFronts,1000,10,11,1200,0.8493305595527
RE3D,referenceFronts,1000,10,12,1300,0.8493305595527
RE3D,referenceFronts,1000,10,13,1400,0.8494234522052978
RE3D,referenceFronts,1000,10,14,1500,0.8494511432725894
RE3D,referenceFronts,1000,10,15,1600,0.8495810870036566
RE3D,referenceFronts,1000,10,16,1700,0.8495810870036566
RE3D,referenceFronts,1000,10,17,1800,0.8495810870036566
RE3D,referenceFronts,1000,10,18,1900,0.8496440403641999
RE3D,referenceFronts,1000,10,19,2000,0.8496440403641999
RE3D,referenceFronts,1000,10,20,2100,0.8496440403641999
RE3D,referenceFronts,1000,10,21,2200,0.8496629346000046
RE3D,referenceFronts,1000,10,22,2300,0.8496629346000046
RE3D,referenceFronts,1000,10,23,2400,0.8498136682695525
RE3D,referenceFronts,1000,10,24,2500,0.8498136682695525
RE3D,referenceFronts,1000,10,25,2600,0.8498136682695525
RE3D,referenceFronts,1000,10,26,2700,0.8498136682695525
RE3D,referenceFronts,1000,10,27,2800,0.8498136682695525
RE3D,referenceFronts,1000,10,28,2900,0.8498136682695525
RE3D,referenceFronts,1000,10,29,3000,0.8498136682695525
RE3D,referenceFronts,1000,11,0,100,0.8352343229075008
RE3D,referenceFronts,1000,11,1,200,0.8450785853530628
RE3D,referenceFronts,1000,11,2,300,0.845573195161905
RE3D,referenceFronts,1000,11,3,400,0.846155294192024
RE3D,referenceFronts,1000,11,4,500,0.8477007929828622
RE3D,referenceFronts,1000,11,5,600,0.848233376241821
RE3D,referenceFronts,1000,11,6,700,0.8484577089739193
RE3D,referenceFronts,1000,11,7,800,0.848952897489618
RE3D,referenceFronts,1000,11,8,900,0.848952897489618
RE3D,referenceFronts,1000,11,9,1000,0.8493589724478274
RE3D,referenceFronts,1000,11,10,1100,0.8494018654816732
RE3D,referenceFronts,1000,11,11,1200,0.8494073430515795
RE3D,referenceFronts,1000,11,12,1300,0.8495449434569539
RE3D,referenceFronts,1000,11,13,1400,0.8495449434569539
RE3D,referenceFronts,1000,11,14,1500,0.8495827300592362
RE3D,referenceFronts,1000,11,15,1600,0.8495827300592362
RE3D,referenceFronts,1000,11,16,1700,0.8495827300592362
RE3D,referenceFronts,1000,11,17,1800,0.8497000059066495
RE3D,referenceFronts,1000,11,18,1900,0.8497000059066495
RE3D,referenceFronts,1000,11,19,2000,0.8497000059066495
RE3D,referenceFronts,1000,11,20,2100,0.8497000059066495
RE3D,referenceFronts,1000,11,21,2200,0.8497920007194563
RE3D,referenceFronts,1000,11,22,2300,0.8497920007194563
RE3D,referenceFronts,1000,11,23,2400,0.8497920007194563
RE3D,referenceFronts,1000,11,24,2500,0.8497920007194563
RE3D,referenceFronts,1000,11,25,2600,0.8497920007194563
RE3D,referenceFronts,1000,11,26,2700,0.8498020403336696
RE3D,referenceFronts,1000,11,27,2800,0.8498020403336696
RE3D,referenceFronts,1000,11,28,2900,0.8498020403336696
RE3D,referenceFronts,1000,11,29,3000,0.8499277148611062
RE3D,referenceFronts,1000,12,0,100,0.8421909850651108
RE3D,referenceFronts,1000,12,1,200,0.8421909850651108
RE3D,referenceFronts,1000,12,2,300,0.843647806680193
RE3D,referenceFronts,1000,12,3,400,0.8461103203484602
RE3D,referenceFronts,1000,12,4,500,0.8470018550776756
RE3D,referenceFronts,1000,12,5,600,0.8475154160076451
RE3D,referenceFronts,1000,12,6,700,0.848820813829678
RE3D,referenceFronts,1000,12,7,800,0.849097124324173
RE3D,referenceFronts,1000,12,8,900,0.8493412818661127
RE3D,referenceFronts,1000,12,9,1000,0.8494447351387501
RE3D,referenceFronts,1000,12,10,1100,0.8494990168624359
RE3D,referenceFronts,1000,12,11,1200,0.8496013508626554
RE3D,referenceFronts,1000,12,12,1300,0.8496013508626554
RE3D,referenceFronts,1000,12,13,1400,0.8496013508626554
RE3D,referenceFronts,1000,12,14,1500,0.8496013508626554
RE3D,referenceFronts,1000,12,15,1600,0.8496013508626554
RE3D,referenceFronts,1000,12,16,1700,0.849653382040713
RE3D,referenceFronts,1000,12,17,1800,0.8497288562670976
RE3D,referenceFronts,1000,12,18,1900,0.8497288562670976
RE3D,referenceFronts,1000,12,19,2000,0.8497338166039891
RE3D,referenceFronts,1000,12,20,2100,0.8497338166039891
RE3D,referenceFronts,1000,12,21,2200,0.8497338166039891
RE3D,referenceFronts,1000,12,22,2300,0.8497338166039891
RE3D,referenceFronts,1000,12,23,2400,0.8497338166039891
RE3D,referenceFronts,1000,12,24,2500,0.8497649366643482
RE3D,referenceFronts,1000,12,25,2600,0.8497649366643482
RE3D,referenceFronts,1000,12,26,2700,0.8498274345509973
RE3D,referenceFronts,1000,12,27,2800,0.8498274345509973
RE3D,referenceFronts,1000,12,28,2900,0.8498274345509973
RE3D,referenceFronts,1000,12,29,3000,0.8498274345509973
RE3D,referenceFronts,1000,13,0,100,0.8466403801068199
RE3D,referenceFronts,1000,13,1,200,0.8466464867379617
RE3D,referenceFronts,1000,13,2,300,0.8466464867379617
RE3D,referenceFronts,1000,13,3,400,0.8478045832798445
RE3D,referenceFronts,1000,13,4,500,0.8478475007688998
RE3D,referenceFronts,1000,13,5,600,0.8491519155710207
RE3D,referenceFronts,1000,13,6,700,0.8492911409414609
RE3D,referenceFronts,1000,13,7,800,0.8493673230745153
RE3D,referenceFronts,1000,13,8,900,0.8495548481255627
RE3D,referenceFronts,1000,13,9,1000,0.8496253951073822
RE3D,referenceFronts,1000,13,10,1100,0.8496253951073822
RE3D,referenceFronts,1000,13,11,1200,0.8496253951073822
RE3D,referenceFronts,1000,13,12,1300,0.8496253951073822
RE3D,referenceFronts,1000,13,13,1400,0.849642932862659
RE3D,referenceFronts,1000,13,14,1500,0.8496968135297563
RE3D,referenceFronts,1000,13,15,1600,0.8496968135297563
RE3D,referenceFronts,1000,13,16,1700,0.8498541021958487
RE3D,referenceFronts,1000,13,17,1800,0.8498541021958487
RE3D,referenceFronts,1000,13,18,1900,0.8498541021958487
RE3D,referenceFronts,1000,13,19,2000,0.8498935903563483
RE3D,referenceFronts,1000,13,20,2100,0.8498935903563483
RE3D,referenceFronts,1000,13,21,2200,0.8498935903563483
RE3D,referenceFronts,1000,13,22,2300,0.8498935903563483
RE3D,referenceFronts,1000,13,23,2400,0.8498935903563483
RE3D,referenceFronts,1000,13,24,2500,0.8498935903563483
RE3D,referenceFronts,1000,13,25,2600,0.8498935903563483
RE3D,referenceFronts,1000,13,26,2700,0.8498935903563483
RE3D,referenceFronts,1000,13,27,2800,0.8498935903563483
RE3D,referenceFronts,1000,13,28,2900,0.8499195191647784
RE3D,referenceFronts,1000,13,29,3000,0.8499195191647784
RE3D,referenceFronts,1000,14,0,100,0.8468824365321955
RE3D,referenceFronts,1000,14,1,200,0.8468824365321955
RE3D,referenceFronts,1000,14,2,300,0.8473479169106396
RE3D,referenceFronts,1000,14,3,400,0.8487250223623618
RE3D,referenceFronts,1000,14,4,500,0.8487250223623618
RE3D,referenceFronts,1000,14,5,600,0.848763199105828
RE3D,referenceFronts,1000,14,6,700,0.8488417670394933
RE3D,referenceFronts,1000,14,7,800,0.8489510039071686
RE3D,referenceFronts,1000,14,8,900,0.8490900309404646
RE3D,referenceFronts,1000,14,9,1000,0.8490900309404646
RE3D,referenceFronts,1000,14,10,1100,0.8492856435109116
RE3D,referenceFronts,1000,14,11,1200,0.8492856435109116
RE3D,referenceFronts,1000,14,12,1300,0.8492890900088883
RE3D,referenceFronts,1000,14,13,1400,0.8495423452883698
RE3D,referenceFronts,1000,14,14,1500,0.8495423452883698
RE3D,referenceFronts,1000,14,15,1600,0.8495690927193787
RE3D,referenceFronts,1000,14,16,1700,0.8495690927193787
RE3D,referenceFronts,1000,14,17,1800,0.849743512015346
RE3D,referenceFronts,1000,14,18,1900,0.849743512015346
RE3D,referenceFronts,1000,14,19,2000,0.849743512015346
RE3D,referenceFronts,1000,14,20,2100,0.849743512015346
RE3D,referenceFronts,1000,14,21,2200,0.849743512015346
RE3D,referenceFronts,1000,14,22,2300,0.849743512015346
RE3D,referenceFronts,1000,14,23,2400,0.8497445954650945
RE3D,referenceFronts,1000,14,24,2500,0.8497445954650945
RE3D,referenceFronts,1000,14,25,2600,0.8497445954650945
RE3D,referenceFronts,1000,14,26,2700,0.8497445954650945
RE3D,referenceFronts,1000,14,27,2800,0.8497566027011906
RE3D,referenceFronts,1000,14,28,2900,0.8497566027011906
RE3D,referenceFronts,1000,14,29,3000,0.8497566027011906
RE3D,referenceFronts,1000,15,0,100,0.842165234777444
RE3D,referenceFronts,1000,15,1,200,0.842997663184028
RE3D,referenceFronts,1000,15,2,300,0.8446608785719103
RE3D,referenceFronts,1000,15,3,400,0.8456262813202426
RE3D,referenceFronts,1000,15,4,500,0.8468203219680126
RE3D,referenceFronts,1000,15,5,600,0.846972692104817
RE3D,referenceFronts,1000,15,6,700,0.8476747601102159
RE3D,referenceFronts,1000,15,7,800,0.8486678002745031
RE3D,referenceFronts,1000,15,8,900,0.8486785853137018
RE3D,referenceFronts,1000,15,9,1000,0.8492134671308147
RE3D,referenceFronts,1000,15,10,1100,0.8492134671308147
RE3D,referenceFronts,1000,15,11,1200,0.8492134671308147
RE3D,referenceFronts,1000,15,12,1300,0.8492134671308147
RE3D,referenceFronts,1000,15,13,1400,0.8492134671308147
RE3D,referenceFronts,1000,15,14,1500,0.8493895925606153
RE3D,referenceFronts,1000,15,15,1600,0.8493895925606153
RE3D,referenceFronts,1000,15,16,1700,0.8493895925606153
RE3D,referenceFronts,1000,15,17,1800,0.8493895925606153
RE3D,referenceFronts,1000,15,18,1900,0.8493895925606153
RE3D,referenceFronts,1000,15,19,2000,0.8494071501571117
RE3D,referenceFronts,1000,15,20,2100,0.849490576795712
RE3D,referenceFronts,1000,15,21,2200,0.849490576795712
RE3D,referenceFronts,1000,15,22,2300,0.849657625080169
RE3D,referenceFronts,1000,15,23,2400,0.849657625080169
RE3D,referenceFronts,1000,15,24,2500,0.849657625080169
RE3D,referenceFronts,1000,15,25,2600,0.849657625080169
RE3D,referenceFronts,1000,15,26,2700,0.849657625080169
RE3D,referenceFronts,1000,15,27,2800,0.8496728020732681
RE3D,referenceFronts,1000,15,28,2900,0.8496728020732681
RE3D,referenceFronts,1000,15,29,3000,0.8498189915530582
RE3D,referenceFronts,1000,16,0,100,0.8434457956752583
RE3D,referenceFronts,1000,16,1,200,0.8453487497626837
RE3D,referenceFronts,1000,16,2,300,0.8453487497626837
RE3D,referenceFronts,1000,16,3,400,0.8477608977878232
RE3D,referenceFronts,1000,16,4,500,0.8485994745899783
RE3D,referenceFronts,1000,16,5,600,0.8486357124229164
