family,front_type,budget,run,entry_eval,entry_pct_meta_budget,elite_radius,final_distance_to_medoid
RWA3D,extremePointsFronts,3000,15,1500,50.0,0.2734418006136527,0.22375815635105814
RWA3D,extremePointsFronts,3000,16,800,26.7,0.2734418006136527,0.1611340988527657
RWA3D,extremePointsFronts,3000,17,1500,50.0,0.2734418006136527,0.2368140528004644
RWA3D,extremePointsFronts,3000,18,800,26.7,0.2734418006136527,0.1291050047291502
RWA3D,extremePointsFronts,3000,19,1500,50.0,0.2734418006136527,0.2629215370630623
RWA3D,extremePointsFronts,3000,20,2300,76.7,0.2734418006136527,0.19205142218678078
RWA3D,extremePointsFronts,3000,21,2300,76.7,0.2734418006136527,0.2466290927137772
RWA3D,extremePointsFronts,3000,22,800,26.7,0.2734418006136527,0.16738838386855626
RWA3D,extremePointsFronts,3000,23,300,10.0,0.2734418006136527,0.19072880315580856
RWA3D,extremePointsFronts,3000,24,2300,76.7,0.2734418006136527,0.1500665493728465
RWA3D,extremePointsFronts,3000,25,300,10.0,0.2734418006136527,0.09586799455903851
RWA3D,extremePointsFronts,3000,26,800,26.7,0.2734418006136527,0.04557047694891945
RWA3D,extremePointsFronts,3000,27,800,26.7,0.2734418006136527,0.154260548411696
RWA3D,extremePointsFronts,3000,28,3000,100.0,0.2734418006136527,0.2725667147104154
RWA3D,extremePointsFronts,3000,29,1500,50.0,0.2734418006136527,0.17545085984600656
RWA3D,extremePointsFronts,3000,30,800,26.7,0.2734418006136527,0.12123022280096665
RE3D,referenceFronts,3000,1,300,10.0,0.20636254188297504,0.1056562154221676
RE3D,referenceFronts,3000,2,3000,100.0,0.20636254188297504,0.31249013422833705
RE3D,referenceFronts,3000,3,1500,50.0,0.20636254188297504,0.15845486343104673
RE3D,referenceFronts,3000,4,3000,100.0,0.20636254188297504,0.27020630267837303
RE3D,referenceFronts,3000,5,1500,50.0,0.20636254188297504,0.19246480172842417
RE3D,referenceFronts,3000,6,800,26.7,0.20636254188297504,0.2246990771480045
RE3D,referenceFronts,3000,7,3000,100.0,0.20636254188297504,0.3549493416358398
RE3D,referenceFronts,3000,8,3000,100.0,0.20636254188297504,0.36184093261028233
RE3D,referenceFronts,3000,9,800,26.7,0.20636254188297504,0.07493766827387832
RE3D,referenceFronts,3000,10,3000,100.0,0.20636254188297504,0.25293864992143766
RE3D,referenceFronts,3000,11,2300,76.7,0.20636254188297504,0.15284192598456717
RE3D,referenceFronts,3000,12,800,26.7,0.20636254188297504,0.12478213112089823
RE3D,referenceFronts,3000,13,3000,100.0,0.20636254188297504,0.34859831258799545
RE3D,referenceFronts,3000,14,800,26.7,0.20636254188297504,0.08939608690858471
RE3D,referenceFronts,3000,15,3000,100.0,0.20636254188297504,0.3146316410022073
RE3D,referenceFronts,3000,16,3000,100.0,0.20636254188297504,0.3456957068389661
RE3D,referenceFronts,3000,17,3000,100.0,0.20636254188297504,0.33052495369939605
RE3D,referenceFronts,3000,18,1500,50.0,0.20636254188297504,0.26356827747743483
RE3D,referenceFronts,3000,19,3000,100.0,0.20636254188297504,0.35965864472922704
RE3D,referenceFronts,3000,20,3000,100.0,0.20636254188297504,0.33047690788469725
RE3D,referenceFronts,3000,21,300,10.0,0.20636254188297504,0.19807779027272665
RE3D,referenceFronts,3000,22,3000,100.0,0.20636254188297504,0.44927038172362627
RE3D,referenceFronts,3000,23,3000,100.0,0.20636254188297504,0.2978164365019326
RE3D,referenceFronts,3000,24,800,26.7,0.20636254188297504,0.1702605224416313
RE3D,referenceFronts,3000,25,3000,100.0,0.20636254188297504,0.3617040539952858
RE3D,referenceFronts,3000,26,3000,100.0,0.20636254188297504,0.18974337893260307
RE3D,referenceFronts,3000,27,3000,100.0,0.20636254188297504,0.3217131997245748
RE3D,referenceFronts,3000,28,3000,100.0,0.20636254188297504,0.250127161622147
RE3D,referenceFronts,3000,29,3000,100.0,0.20636254188297504,0.33091340247740575
RE3D,referenceFronts,3000,30,3000,100.0,0.20636254188297504,0.37111205153087146
RWA3D,referenceFronts,3000,1,800,26.7,0.2570419030947431,0.08589770021046263
RWA3D,referenceFronts,3000,2,1500,50.0,0.2570419030947431,0.20426724378516004
RWA3D,referenceFronts,3000,3,3000,100.0,0.2570419030947431,0.38779369941044906
RWA3D,referenceFronts,3000,4,300,10.0,0.2570419030947431,0.08034212744944307
RWA3D,referenceFronts,3000,5,3000,100.0,0.2570419030947431,0.26942359201352667
RWA3D,referenceFronts,3000,6,800,26.7,0.2570419030947431,0.0875078275638139
RWA3D,referenceFronts,3000,7,800,26.7,0.2570419030947431,0.2070123033058513
RWA3D,referenceFronts,3000,8,3000,100.0,0.2570419030947431,0.31731508474812586
RWA3D,referenceFronts,3000,9,300,10.0,0.2570419030947431,0.1993282194212392
RWA3D,referenceFronts,3000,10,800,26.7,0.2570419030947431,0.08783160193038492
RWA3D,referenceFronts,3000,11,800,26.7,0.2570419030947431,0.13971152051094926
RWA3D,referenceFronts,3000,12,300,10.0,0.2570419030947431,0.17324614443877578
RWA3D,referenceFronts,3000,13,2300,76.7,0.2570419030947431,0.24787080415574178
RWA3D,referenceFronts,3000,14,3000,100.0,0.2570419030947431,0.3119656184727434
RWA3D,referenceFronts,3000,15,300,10.0,0.2570419030947431,0.2472379184806015
RWA3D,referenceFronts,3000,16,2300,76.7,0.2570419030947431,0.25165969585244286
RWA3D,referenceFronts,3000,17,300,10.0,0.2570419030947431,0.140284743007578
RWA3D,referenceFronts,3000,18,1500,50.0,0.2570419030947431,0.15939346897379364
RWA3D,referenceFronts,3000,19,800,26.7,0.2570419030947431,0.2213878159976335
RWA3D,referenceFronts,3000,20,300,10.0,0.2570419030947431,0.24854369095959777
RWA3D,referenceFronts,3000,21,300,10.0,0.2570419030947431,0.010732009199749112
RWA3D,referenceFronts,3000,22,1500,50.0,0.2570419030947431,0.14784589115351932
RWA3D,referenceFronts,3000,23,300,10.0,0.2570419030947431,0.2741336632439377
RWA3D,referenceFronts,3000,24,300,10.0,0.2570419030947431,0.16846237856508073
RWA3D,referenceFronts,3000,25,300,10.0,0.2570419030947431,0.011579157152667338
RWA3D,referenceFronts,3000,26,800,26.7,0.2570419030947431,0.08773775800520102
RWA3D,referenceFronts,3000,27,300,10.0,0.2570419030947431,0.2603464016728455
RWA3D,referenceFronts,3000,28,3000,100.0,0.2570419030947431,0.2509869751042037
RWA3D,referenceFronts,3000,29,800,26.7,0.2570419030947431,0.0910071224446682
RWA3D,referenceFronts,3000,30,3000,100.0,0.2570419030947431,0.3356211044411416
RE3D,extremePointsFronts,5000,1,2300,76.7,0.15986145340672273,0.1449968677775511
RE3D,extremePointsFronts,5000,2,2300,76.7,0.15986145340672273,0.13339005644620122
RE3D,extremePointsFronts,5000,3,800,26.7,0.15986145340672273,0.12330258350998222
RE3D,extremePointsFronts,5000,4,3000,100.0,0.15986145340672273,0.3939420325754187
RE3D,extremePointsFronts,5000,5,2300,76.7,0.15986145340672273,0.15626415075518016
RE3D,extremePointsFronts,5000,6,3000,100.0,0.15986145340672273,0.28807878346227495
RE3D,extremePointsFronts,5000,7,3000,100.0,0.15986145340672273,0.1729646797429353
RE3D,extremePointsFronts,5000,8,3000,100.0,0.15986145340672273,0.37412100388527353
RE3D,extremePointsFronts,5000,9,800,26.7,0.15986145340672273,0.17658607159463002
RE3D,extremePointsFronts,5000,10,3000,100.0,0.15986145340672273,0.3912734540978009
RE3D,extremePointsFronts,5000,11,300,10.0,0.15986145340672273,0.12632825956172244
RE3D,extremePointsFronts,5000,12,800,26.7,0.15986145340672273,0.14949469730608156
RE3D,extremePointsFronts,5000,13,3000,100.0,0.15986145340672273,0.29994879454065404
RE3D,extremePointsFronts,5000,14,3000,100.0,0.15986145340672273,0.32200297235090575
RE3D,extremePointsFronts,5000,15,800,26.7,0.15986145340672273,0.09051542065407088
RE3D,extremePointsFronts,5000,16,3000,100.0,0.15986145340672273,0.28012896231606216
RE3D,extremePointsFronts,5000,17,3000,100.0,0.15986145340672273,0.17295014756086147
RE3D,extremePointsFronts,5000,18,2300,76.7,0.15986145340672273,0.1374322353947024
RE3D,extremePointsFronts,5000,19,300,10.0,0.15986145340672273,0.0742279378324871
RE3D,extremePointsFronts,5000,20,1500,50.0,0.15986145340672273,0.15406191377345968
RE3D,extremePointsFronts,5000,21,800,26.7,0.15986145340672273,0.12820318605843264
RE3D,extremePointsFronts,5000,22,3000,100.0,0.15986145340672273,0.36675474940292235
RE3D,extremePointsFronts,5000,23,3000,100.0,0.15986145340672273,0.20921775023411565
RE3D,extremePointsFronts,5000,24,800,26.7,0.15986145340672273,0.0071539100685917
RE3D,extremePointsFronts,5000,25,3000,100.0,0.15986145340672273,0.06772482539883895
RE3D,extremePointsFronts,5000,26,1500,50.0,0.15986145340672273,0.15371188144303394
RE3D,extremePointsFronts,5000,27,3000,100.0,0.15986145340672273,0.28816330932992185
RE3D,extremePointsFronts,5000,28,2300,76.7,0.15986145340672273,0.08714382718865815
RE3D,extremePointsFronts,5000,29,3000,100.0,0.15986145340672273,0.4037752946798515
RE3D,extremePointsFronts,5000,30,3000,100.0,0.15986145340672273,0.32459640152549
RWA3D,extremePointsFronts,5000,1,800,26.7,0.2974911407195688,0.27423578235215884
RWA3D,extremePointsFronts,5000,2,1500,50.0,0.2974911407195688,0.14997802204546715
RWA3D,extremePointsFronts,5000,3,800,26.7,0.2974911407195688,0.23484894224547823
RWA3D,extremePointsFronts,5000,4,300,10.0,0.2974911407195688,0.26009275975833923
RWA3D,extremePointsFronts,5000,5,1500,50.0,0.2974911407195688,0.2946971486581963
RWA3D,extremePointsFronts,5000,6,300,10.0,0.2974911407195688,0.2853073792359152
RWA3D,extremePointsFronts,5000,7,300,10.0,0.2974911407195688,0.23480165539297904
RWA3D,extremePointsFronts,5000,8,300,10.0,0.2974911407195688,0.21181927791952318
RWA3D,extremePointsFronts,5000,9,800,26.7,0.2974911407195688,0.17280580200149842
RWA3D,extremePointsFronts,5000,10,300,10.0,0.2974911407195688,0.20255252753004846
RWA3D,extremePointsFronts,5000,11,300,10.0,0.2974911407195688,0.056087103378759315
RWA3D,extremePointsFronts,5000,12,300,10.0,0.2974911407195688,0.14731888303340168
RWA3D,extremePointsFronts,5000,13,300,10.0,0.2974911407195688,0.20533435071247882
RWA3D,extremePointsFronts,5000,14,800,26.7,0.2974911407195688,0.20118098635122986
RWA3D,extremePointsFronts,5000,15,300,10.0,0.2974911407195688,0.16402090330435543
RWA3D,extremePointsFronts,5000,16,800,26.7,0.2974911407195688,0.23003289694049847
RWA3D,extremePointsFronts,5000,17,800,26.7,0.2974911407195688,0.17032304576366583
RWA3D,extremePointsFronts,5000,18,2300,76.7,0.2974911407195688,0.258275268662585
RWA3D,extremePointsFronts,5000,19,3000,100.0,0.2974911407195688,0.25323956731964703
RWA3D,extremePointsFronts,5000,20,300,10.0,0.2974911407195688,0.32630025403249874
RWA3D,extremePointsFronts,5000,21,800,26.7,0.2974911407195688,0.2534125544829737
RWA3D,extremePointsFronts,5000,22,800,26.7,0.2974911407195688,0.17992998637374966
RWA3D,extremePointsFronts,5000,23,800,26.7,0.2974911407195688,0.24795741903567975
RWA3D,extremePointsFronts,5000,24,300,10.0,0.2974911407195688,0.11580273711042532
RWA3D,extremePointsFronts,5000,25,300,10.0,0.2974911407195688,0.08180416021932932
RWA3D,extremePointsFronts,5000,26,800,26.7,0.2974911407195688,0.14303019196112837
RWA3D,extremePointsFronts,5000,27,1500,50.0,0.2974911407195688,0.28272579844628387
RWA3D,extremePointsFronts,5000,28,800,26.7,0.2974911407195688,0.2507412453465324
RWA3D,extremePointsFronts,5000,29,300,10.0,0.2974911407195688,0.0
RWA3D,extremePointsFronts,5000,30,300,10.0,0.2974911407195688,0.2508316274864888
RE3D,referenceFronts,5000,1,3000,100.0,0.1746716575248249,0.36636546574562745
RE3D,referenceFronts,5000,2,1500,50.0,0.1746716575248249,0.21030503804175726
RE3D,referenceFronts,5000,3,1500,50.0,0.1746716575248249,0.16780640678488754
RE3D,referenceFronts,5000,4,300,10.0,0.1746716575248249,0.3431941965261464
RE3D,referenceFronts,5000,5,3000,100.0,0.1746716575248249,0.30590799381883527
RE3D,referenceFronts,5000,6,3000,100.0,0.1746716575248249,0.21030700040036296
RE3D,referenceFronts,5000,7,3000,100.0,0.1746716575248249,0.19644499048366895
RE3D,referenceFronts,5000,8,3000,100.0,0.1746716575248249,0.35509305690654214
RE3D,referenceFronts,5000,9,300,10.0,0.1746716575248249,0.13456487936670414
RE3D,referenceFronts,5000,10,1500,50.0,0.1746716575248249,0.15656193624826686
RE3D,referenceFronts,5000,11,3000,100.0,0.1746716575248249,0.3206574177695659
RE3D,referenceFronts,5000,12,3000,100.0,0.1746716575248249,0.23173533269268495
RE3D,referenceFronts,5000,13,800,26.7,0.1746716575248249,0.10470315121383074
RE3D,referenceFronts,5000,14,800,26.7,0.1746716575248249,0.141966619549225
RE3D,referenceFronts,5000,15,800,26.7,0.1746716575248249,0.1520748860631131
RE3D,referenceFronts,5000,16,3000,100.0,0.1746716575248249,0.2493537781127708
RE3D,referenceFronts,5000,17,1500,50.0,0.1746716575248249,0.11021353120009456
RE3D,referenceFronts,5000,18,300,10.0,0.1746716575248249,0.11663395750351391
RE3D,referenceFronts,5000,19,800,26.7,0.1746716575248249,0.17228211541975647
RE3D,referenceFronts,5000,20,2300,76.7,0.1746716575248249,0.1724516874536084
RE3D,referenceFronts,5000,21,800,26.7,0.1746716575248249,0.15826447698671003
RE3D,referenceFronts,5000,22,3000,100.0,0.1746716575248249,0.3728473547660057
RE3D,referenceFronts,5000,23,800,26.7,0.1746716575248249,0.0
RE3D,referenceFronts,5000,24,300,10.0,0.1746716575248249,0.1302731453524541
RE3D,referenceFronts,5000,25,3000,100.0,0.1746716575248249,0.20564737869865446
