family,front_type,budget,run,entry_eval,entry_pct_meta_budget,elite_radius,final_distance_to_medoid
RE3D,extremePointsFronts,5000,23,3000,100.0,0.15986145340672273,0.20921775023411565
RE3D,extremePointsFronts,5000,24,800,26.7,0.15986145340672273,0.0071539100685917
RE3D,extremePointsFronts,5000,25,3000,100.0,0.15986145340672273,0.06772482539883895
RE3D,extremePointsFronts,5000,26,1500,50.0,0.15986145340672273,0.15371188144303394
RE3D,extremePointsFronts,5000,27,3000,100.0,0.15986145340672273,0.28816330932992185
RE3D,extremePointsFronts,5000,28,2300,76.7,0.15986145340672273,0.08714382718865815
RE3D,extremePointsFronts,5000,29,3000,100.0,0.15986145340672273,0.4037752946798515
RE3D,extremePointsFronts,5000,30,3000,100.0,0.15986145340672273,0.32459640152549
RWA3D,extremePointsFronts,5000,1,800,26.7,0.2974911407195688,0.27423578235215884
RWA3D,extremePointsFronts,5000,2,1500,50.0,0.2974911407195688,0.14997802204546715
RWA3D,extremePointsFronts,5000,3,800,26.7,0.2974911407195688,0.23484894224547823
RWA3D,extremePointsFronts,5000,4,300,10.0,0.2974911407195688,0.26009275975833923
RWA3D,extremePointsFronts,5000,5,1500,50.0,0.2974911407195688,0.2946971486581963
RWA3D,extremePointsFronts,5000,6,300,10.0,0.2974911407195688,0.2853073792359152
RWA3D,extremePointsFronts,5000,7,300,10.0,0.2974911407195688,0.23480165539297904
RWA3D,extremePointsFronts,5000,8,300,10.0,0.2974911407195688,0.21181927791952318
RWA3D,extremePointsFronts,5000,9,800,26.7,0.2974911407195688,0.17280580200149842
RWA3D,extremePointsFronts,5000,10,300,10.0,0.2974911407195688,0.20255252753004846
RWA3D,extremePointsFronts,5000,11,300,10.0,0.2974911407195688,0.056087103378759315
RWA3D,extremePointsFronts,5000,12,300,10.0,0.2974911407195688,0.14731888303340168
RWA3D,extremePointsFronts,5000,13,300,10.0,0.2974911407195688,0.20533435071247882
RWA3D,extremePointsFronts,5000,14,800,26.7,0.2974911407195688,0.20118098635122986
RWA3D,extremePointsFronts,5000,15,300,10.0,0.2974911407195688,0.16402090330435543
RWA3D,extremePointsFronts,5000,16,800,26.7,0.2974911407195688,0.23003289694049847
RWA3D,extremePointsFronts,5000,17,800,26.7,0.2974911407195688,0.17032304576366583
RWA3D,extremePointsFronts,5000,18,2300,76.7,0.2974911407195688,0.258275268662585
RWA3D,extremePointsFronts,5000,19,3000,100.0,0.2974911407195688,0.25323956731964703
RWA3D,extremePointsFronts,5000,20,300,10.0,0.2974911407195688,0.32630025403249874
RWA3D,extremePointsFronts,5000,21,800,26.7,0.2974911407195688,0.2534125544829737
RWA3D,extremePointsFronts,5000,22,800,26.7,0.2974911407195688,0.17992998637374966
RWA3D,extremePointsFronts,5000,23,800,26.7,0.2974911407195688,0.24795741903567975
RWA3D,extremePointsFronts,5000,24,300,10.0,0.2974911407195688,0.11580273711042532
RWA3D,extremePointsFronts,5000,25,300,10.0,0.2974911407195688,0.08180416021932932
RWA3D,extremePointsFronts,5000,26,800,26.7,0.2974911407195688,0.14303019196112837
RWA3D,extremePointsFronts,5000,27,1500,50.0,0.2974911407195688,0.28272579844628387
RWA3D,extremePointsFronts,5000,28,800,26.7,0.2974911407195688,0.2507412453465324
RWA3D,extremePointsFronts,5000,29,300,10.0,0.2974911407195688,0.0
RWA3D,extremePointsFronts,5000,30,300,10.0,0.2974911407195688,0.2508316274864888
RE3D,referenceFronts,5000,1,3000,100.0,0.1746716575248249,0.36636546574562745
RE3D,referenceFronts,5000,2,1500,50.0,0.1746716575248249,0.21030503804175726
RE3D,referenceFronts,5000,3,1500,50.0,0.1746716575248249,0.16780640678488754
RE3D,referenceFronts,5000,4,300,10.0,0.1746716575248249,0.3431941965261464
RE3D,referenceFronts,5000,5,3000,100.0,0.1746716575248249,0.30590799381883527
RE3D,referenceFronts,5000,6,3000,100.0,0.1746716575248249,0.21030700040036296
RE3D,referenceFronts,5000,7,3000,100.0,0.1746716575248249,0.19644499048366895
RE3D,referenceFronts,5000,8,3000,100.0,0.1746716575248249,0.35509305690654214
RE3D,referenceFronts,5000,9,300,10.0,0.1746716575248249,0.13456487936670414
RE3D,referenceFronts,5000,10,1500,50.0,0.1746716575248249,0.15656193624826686
RE3D,referenceFronts,5000,11,3000,100.0,0.1746716575248249,0.3206574177695659
RE3D,referenceFronts,5000,12,3000,100.0,0.1746716575248249,0.23173533269268495
RE3D,referenceFronts,5000,13,800,26.7,0.1746716575248249,0.10470315121383074
RE3D,referenceFronts,5000,14,800,26.7,0.1746716575248249,0.141966619549225
RE3D,referenceFronts,5000,15,800,26.7,0.1746716575248249,0.1520748860631131
RE3D,referenceFronts,5000,16,3000,100.0,0.1746716575248249,0.2493537781127708
RE3D,referenceFronts,5000,17,1500,50.0,0.1746716575248249,0.11021353120009456
RE3D,referenceFronts,5000,18,300,10.0,0.1746716575248249,0.11663395750351391
RE3D,referenceFronts,5000,19,800,26.7,0.1746716575248249,0.17228211541975647
RE3D,referenceFronts,5000,20,2300,76.7,0.1746716575248249,0.1724516874536084
RE3D,referenceFronts,5000,21,800,26.7,0.1746716575248249,0.15826447698671003
RE3D,referenceFronts,5000,22,3000,100.0,0.1746716575248249,0.3728473547660057
RE3D,referenceFronts,5000,23,800,26.7,0.1746716575248249,0.0
RE3D,referenceFronts,5000,24,300,10.0,0.1746716575248249,0.1302731453524541
RE3D,referenceFronts,5000,25,3000,100.0,0.1746716575248249,0.20564737869865446
RE3D,referenceFronts,5000,26,2300,76.7,0.1746716575248249,0.15724126887134177
RE3D,referenceFronts,5000,27,3000,100.0,0.1746716575248249,0.3696573611128057
RE3D,referenceFronts,5000,28,3000,100.0,0.1746716575248249,0.2873376674866812
RE3D,referenceFronts,5000,29,3000,100.0,0.1746716575248249,0.3752905981546113
RE3D,referenceFronts,5000,30,3000,100.0,0.1746716575248249,0.35006565850378274
RWA3D,referenceFronts,5000,1,800,26.7,0.2451967079436517,0.23328049407418602
RWA3D,referenceFronts,5000,2,1500,50.0,0.2451967079436517,0.09816684567486207
RWA3D,referenceFronts,5000,3,800,26.7,0.2451967079436517,0.13790274093226457
RWA3D,referenceFronts,5000,4,300,10.0,0.2451967079436517,0.2151652036579307
RWA3D,referenceFronts,5000,5,800,26.7,0.2451967079436517,0.11485109855174282
RWA3D,referenceFronts,5000,6,800,26.7,0.2451967079436517,0.22593433279537706
RWA3D,referenceFronts,5000,7,3000,100.0,0.2451967079436517,0.14945987034123417
RWA3D,referenceFronts,5000,8,1500,50.0,0.2451967079436517,0.1935289198694354
RWA3D,referenceFronts,5000,9,1500,50.0,0.2451967079436517,0.09720199551798499
RWA3D,referenceFronts,5000,10,300,10.0,0.2451967079436517,0.15052955047790822
RWA3D,referenceFronts,5000,11,800,26.7,0.2451967079436517,0.08409981435501834
RWA3D,referenceFronts,5000,12,800,26.7,0.2451967079436517,0.11758098586751502
RWA3D,referenceFronts,5000,13,3000,100.0,0.2451967079436517,0.2739213131111349
RWA3D,referenceFronts,5000,14,800,26.7,0.2451967079436517,0.3096746820876985
RWA3D,referenceFronts,5000,15,800,26.7,0.2451967079436517,0.1068225651881375
RWA3D,referenceFronts,5000,16,300,10.0,0.2451967079436517,0.2625558697468387
RWA3D,referenceFronts,5000,17,300,10.0,0.2451967079436517,0.2833169326379012
RWA3D,referenceFronts,5000,18,300,10.0,0.2451967079436517,0.11914464585251995
RWA3D,referenceFronts,5000,19,2300,76.7,0.2451967079436517,0.23017089930222373
RWA3D,referenceFronts,5000,20,800,26.7,0.2451967079436517,0.04728382125968207
RWA3D,referenceFronts,5000,21,800,26.7,0.2451967079436517,0.09905067617388302
RWA3D,referenceFronts,5000,22,1500,50.0,0.2451967079436517,0.11528289214180666
RWA3D,referenceFronts,5000,23,800,26.7,0.2451967079436517,0.173016967445162
RWA3D,referenceFronts,5000,24,800,26.7,0.2451967079436517,0.09170944466733721
RWA3D,referenceFronts,5000,25,3000,100.0,0.2451967079436517,0.26521905465364587
RWA3D,referenceFronts,5000,26,3000,100.0,0.2451967079436517,0.27888053437633936
RWA3D,referenceFronts,5000,27,1500,50.0,0.2451967079436517,0.16439955287444732
RWA3D,referenceFronts,5000,28,1500,50.0,0.2451967079436517,0.10269680512795597
RWA3D,referenceFronts,5000,29,300,10.0,0.2451967079436517,0.0867089406066749
RWA3D,referenceFronts,5000,30,1500,50.0,0.2451967079436517,0.19907913545573258
