family,front_type,budget,parameter,parameter_kind,action,supported_views,recommendation_reason,recommended_value,recommended_min,recommended_max
RWA3D,extremePointsFronts,7000,mutation,categorical,fix,HV|joint,dominant_category_repeats,powerLaw,,
RWA3D,extremePointsFronts,7000,mutationRepairStrategy,categorical,fix,EP|HV|joint,dominant_category_repeats,round,,
RWA3D,extremePointsFronts,7000,variation,categorical,fix,EP|HV|joint,dominant_category_repeats,crossoverAndMutationVariation,,
RWA3D,extremePointsFronts,7000,blxAlphaBetaCrossoverAlpha,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,7000,blxAlphaBetaCrossoverBeta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,7000,boltzmannTemperature,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,7000,createInitialSolutions,categorical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,7000,crossover,categorical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,7000,crossoverProbability,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,7000,crossoverRepairStrategy,categorical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,7000,fuzzyRecombinationCrossoverAlpha,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,7000,levyFlightMutationBeta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,7000,levyFlightMutationStepSize,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,7000,linkedPolynomialMutationDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,7000,mutationProbabilityFactor,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,7000,nonUniformMutationPerturbation,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,7000,offspringPopulationSize,categorical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,7000,pcxCrossoverEta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,7000,pcxCrossoverZeta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,7000,polynomialMutationDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,7000,powerLawMutationDelta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,7000,sbxDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,7000,selection,categorical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,7000,selectionTournamentSize,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,7000,undcCrossoverEta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,7000,undcCrossoverZeta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,7000,uniformMutationPerturbation,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,7000,blxAlphaCrossoverAlpha,numerical,narrow,HV|joint,low_iqr_and_overlapping_centers,,0.9250911177441152,0.9921041595340876
RWA3D,extremePointsFronts,7000,laplaceCrossoverScale,numerical,narrow,HV|joint,low_iqr_and_overlapping_centers,,0.4371773029946615,0.43866895930389826
RWA3D,extremePointsFronts,7000,populationSizeWithArchive,numerical,narrow,HV|joint,low_iqr_and_overlapping_centers,,10.0,21.5
RE3D,referenceFronts,7000,algorithmResult,categorical,fix,EP|HV|joint,dominant_category_repeats,externalArchive,,
RE3D,referenceFronts,7000,archiveType,categorical,fix,EP|HV|joint,dominant_category_repeats,unboundedArchive,,
RE3D,referenceFronts,7000,crossover,categorical,fix,EP|HV|joint,dominant_category_repeats,laplace,,
RE3D,referenceFronts,7000,crossoverRepairStrategy,categorical,fix,EP|HV|joint,dominant_category_repeats,bounds,,
RE3D,referenceFronts,7000,mutationRepairStrategy,categorical,fix,EP|HV|joint,dominant_category_repeats,bounds,,
RE3D,referenceFronts,7000,variation,categorical,fix,EP|HV|joint,dominant_category_repeats,crossoverAndMutationVariation,,
RE3D,referenceFronts,7000,blxAlphaBetaCrossoverAlpha,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,7000,blxAlphaBetaCrossoverBeta,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,7000,blxAlphaCrossoverAlpha,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,7000,boltzmannTemperature,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,7000,createInitialSolutions,categorical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,7000,crossoverProbability,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,7000,fuzzyRecombinationCrossoverAlpha,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,7000,levyFlightMutationBeta,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,7000,linkedPolynomialMutationDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,7000,mutation,categorical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,7000,mutationProbabilityFactor,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,7000,nonUniformMutationPerturbation,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,7000,offspringPopulationSize,categorical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,7000,pcxCrossoverEta,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,7000,pcxCrossoverZeta,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,7000,polynomialMutationDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,7000,populationSizeWithArchive,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,7000,sbxDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,7000,selection,categorical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,7000,selectionTournamentSize,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,7000,undcCrossoverEta,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,7000,undcCrossoverZeta,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,7000,uniformMutationPerturbation,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,7000,laplaceCrossoverScale,numerical,narrow,EP|HV|joint,low_iqr_and_overlapping_centers,,0.4237806681848281,0.4999547279954025
RE3D,referenceFronts,7000,levyFlightMutationStepSize,numerical,narrow,HV|joint,low_iqr_and_overlapping_centers,,0.7011757788088033,0.9997385542772704
RE3D,referenceFronts,7000,powerLawMutationDelta,numerical,narrow,EP|joint,low_iqr_and_overlapping_centers,,2.135702812382398,6.718722239649287
RWA3D,referenceFronts,7000,algorithmResult,categorical,fix,EP|HV|joint,dominant_category_repeats,externalArchive,,
RWA3D,referenceFronts,7000,archiveType,categorical,fix,EP|HV|joint,dominant_category_repeats,unboundedArchive,,
RWA3D,referenceFronts,7000,mutation,categorical,fix,EP|HV|joint,dominant_category_repeats,powerLaw,,
RWA3D,referenceFronts,7000,mutationRepairStrategy,categorical,fix,EP|HV|joint,dominant_category_repeats,round,,
RWA3D,referenceFronts,7000,variation,categorical,fix,EP|HV|joint,dominant_category_repeats,crossoverAndMutationVariation,,
RWA3D,referenceFronts,7000,blxAlphaBetaCrossoverAlpha,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,7000,blxAlphaBetaCrossoverBeta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,7000,blxAlphaCrossoverAlpha,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,7000,createInitialSolutions,categorical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,7000,crossover,categorical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,7000,crossoverProbability,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,7000,crossoverRepairStrategy,categorical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,7000,fuzzyRecombinationCrossoverAlpha,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,7000,laplaceCrossoverScale,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,7000,levyFlightMutationBeta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,7000,levyFlightMutationStepSize,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,7000,linkedPolynomialMutationDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,7000,nonUniformMutationPerturbation,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,7000,offspringPopulationSize,categorical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,7000,pcxCrossoverEta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,7000,pcxCrossoverZeta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,7000,polynomialMutationDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,7000,powerLawMutationDelta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,7000,sbxDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,7000,selection,categorical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,7000,selectionTournamentSize,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,7000,undcCrossoverEta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,7000,undcCrossoverZeta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,7000,uniformMutationPerturbation,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,7000,boltzmannTemperature,numerical,narrow,HV|joint,low_iqr_and_overlapping_centers,,0.9884099753415739,1.531233183571418
RWA3D,referenceFronts,7000,mutationProbabilityFactor,numerical,narrow,EP|HV|joint,low_iqr_and_overlapping_centers,,1.779213030610714,1.994876148210702
RWA3D,referenceFronts,7000,populationSizeWithArchive,numerical,narrow,EP|joint,low_iqr_and_overlapping_centers,,129.5,199.0
