# Evaluation: 0

# Evaluation: 100
EP=0.15421929182920627 HVMinus=-0.848268795505776 | --algorithmResult population --createInitialSolutions oppositionBased --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover blxAlphaBeta --crossoverProbability 0.9236121958457154 --crossoverRepairStrategy random --blxAlphaBetaCrossoverBeta 0.7484306198054241 --blxAlphaBetaCrossoverAlpha 0.7970711353033283 --mutation linkedPolynomial --mutationProbabilityFactor 0.08191578707798519 --mutationRepairStrategy bounds --linkedPolynomialMutationDistributionIndex 231.21261512890027 --selection stochasticUniversalSampling 
EP=0.15082835405265405 HVMinus=-0.8496359762401207 | --algorithmResult externalArchive --populationSizeWithArchive 193 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.8115315945425536 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.6258013339425779 --mutation powerLaw --mutationProbabilityFactor 0.7074379220125477 --mutationRepairStrategy round --powerLawMutationDelta 2.616860792412721 --selection ranking 
EP=0.15117815704273704 HVMinus=-0.8509669209333274 | --algorithmResult externalArchive --populationSizeWithArchive 165 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.9213071609365706 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.4776247786443243 --mutation powerLaw --mutationProbabilityFactor 0.6646038930723648 --mutationRepairStrategy bounds --powerLawMutationDelta 8.99746725522235 --selection boltzmann --boltzmannTemperature 16.9096730407471 

# Evaluation: 500
EP=0.15117815704273704 HVMinus=-0.8509669209333274 | --algorithmResult externalArchive --populationSizeWithArchive 165 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.9213071609365706 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.4776247786443243 --mutation powerLaw --mutationProbabilityFactor 0.6646038930723648 --mutationRepairStrategy bounds --powerLawMutationDelta 8.99746725522235 --selection boltzmann --boltzmannTemperature 16.9096730407471 
EP=0.1510718220388967 HVMinus=-0.850707293605924 | --algorithmResult externalArchive --populationSizeWithArchive 165 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.9213071609365706 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.4776247786443243 --mutation nonUniform --mutationProbabilityFactor 0.6646038930723648 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.4154529893228597 --selection boltzmann --boltzmannTemperature 11.174859186434823 
EP=0.1506835130138749 HVMinus=-0.850517425873462 | --algorithmResult externalArchive --populationSizeWithArchive 165 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.7026144631088361 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.49066753480404357 --mutation powerLaw --mutationProbabilityFactor 0.6646038930723648 --mutationRepairStrategy bounds --powerLawMutationDelta 8.997070740656577 --selection boltzmann --boltzmannTemperature 16.9096730407471 

# Evaluation: 600
EP=0.15117815704273704 HVMinus=-0.8509669209333274 | --algorithmResult externalArchive --populationSizeWithArchive 165 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.9213071609365706 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.4776247786443243 --mutation powerLaw --mutationProbabilityFactor 0.6646038930723648 --mutationRepairStrategy bounds --powerLawMutationDelta 8.99746725522235 --selection boltzmann --boltzmannTemperature 16.9096730407471 
EP=0.1510718220388967 HVMinus=-0.850707293605924 | --algorithmResult externalArchive --populationSizeWithArchive 165 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.9213071609365706 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.4776247786443243 --mutation nonUniform --mutationProbabilityFactor 0.6646038930723648 --mutationRepairStrategy bounds --nonUniformMutationPerturbation 0.4154529893228597 --selection boltzmann --boltzmannTemperature 11.174859186434823 
EP=0.1506835130138749 HVMinus=-0.850517425873462 | --algorithmResult externalArchive --populationSizeWithArchive 165 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.7026144631088361 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.49066753480404357 --mutation powerLaw --mutationProbabilityFactor 0.6646038930723648 --mutationRepairStrategy bounds --powerLawMutationDelta 8.997070740656577 --selection boltzmann --boltzmannTemperature 16.9096730407471 
EP=0.1513923048530084 HVMinus=-0.8510791793375153 | --algorithmResult externalArchive --populationSizeWithArchive 35 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9237666205673807 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.6830484098298697 --mutation powerLaw --mutationProbabilityFactor 0.7074036148468157 --mutationRepairStrategy bounds --powerLawMutationDelta 3.7632565163062837 --selection ranking 
EP=0.1505340261961353 HVMinus=-0.849518462882766 | --algorithmResult externalArchive --populationSizeWithArchive 49 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.4540841032319566 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.15301839636665288 --mutation levyFlight --mutationProbabilityFactor 1.6579602016893265 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.8266624002927343 --levyFlightMutationStepSize 0.7340315549201384 --selection random 

# Evaluation: 700
EP=0.1513923048530084 HVMinus=-0.8510791793375153 | --algorithmResult externalArchive --populationSizeWithArchive 35 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9237666205673807 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.6830484098298697 --mutation powerLaw --mutationProbabilityFactor 0.7074036148468157 --mutationRepairStrategy bounds --powerLawMutationDelta 3.7632565163062837 --selection ranking 
EP=0.1505340261961353 HVMinus=-0.849518462882766 | --algorithmResult externalArchive --populationSizeWithArchive 49 --archiveType unboundedArchive --createInitialSolutions oppositionBased --offspringPopulationSize 50 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.4540841032319566 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.15301839636665288 --mutation levyFlight --mutationProbabilityFactor 1.6579602016893265 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.8266624002927343 --levyFlightMutationStepSize 0.7340315549201384 --selection random 
EP=0.15092688164402926 HVMinus=-0.8509926783077859 | --algorithmResult externalArchive --populationSizeWithArchive 169 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.9546262622366513 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.48514792661078754 --mutation levyFlight --mutationProbabilityFactor 0.6617626660948301 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.5836888694256088 --levyFlightMutationStepSize 0.5587294768594714 --selection ranking 
EP=0.15061068020825094 HVMinus=-0.8509434470163078 | --algorithmResult externalArchive --populationSizeWithArchive 165 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.9196876637508814 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.46486150030794415 --mutation powerLaw --mutationProbabilityFactor 0.6646038930723648 --mutationRepairStrategy bounds --powerLawMutationDelta 7.769642928926611 --selection boltzmann --boltzmannTemperature 16.9096730407471 

# Evaluation: 800
EP=0.1513923048530084 HVMinus=-0.8510791793375153 | --algorithmResult externalArchive --populationSizeWithArchive 35 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover blxAlpha --crossoverProbability 0.9237666205673807 --crossoverRepairStrategy bounds --blxAlphaCrossoverAlpha 0.6830484098298697 --mutation powerLaw --mutationProbabilityFactor 0.7074036148468157 --mutationRepairStrategy bounds --powerLawMutationDelta 3.7632565163062837 --selection ranking 
EP=0.15092688164402926 HVMinus=-0.8509926783077859 | --algorithmResult externalArchive --populationSizeWithArchive 169 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.9546262622366513 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.48514792661078754 --mutation levyFlight --mutationProbabilityFactor 0.6617626660948301 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.5836888694256088 --levyFlightMutationStepSize 0.5587294768594714 --selection ranking 
EP=0.15061068020825094 HVMinus=-0.8509434470163078 | --algorithmResult externalArchive --populationSizeWithArchive 165 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.9196876637508814 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.46486150030794415 --mutation powerLaw --mutationProbabilityFactor 0.6646038930723648 --mutationRepairStrategy bounds --powerLawMutationDelta 7.769642928926611 --selection boltzmann --boltzmannTemperature 16.9096730407471 
EP=0.15135558894168222 HVMinus=-0.8510109242076412 | --algorithmResult externalArchive --populationSizeWithArchive 37 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.9213071609365706 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.4775963284357917 --mutation levyFlight --mutationProbabilityFactor 1.6623189623873795 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.5984986457183619 --levyFlightMutationStepSize 0.20961249712969116 --selection boltzmann --boltzmannTemperature 16.98173004544487 
EP=0.15039033311241107 HVMinus=-0.8506058426571295 | --algorithmResult externalArchive --populationSizeWithArchive 165 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.6902071151374363 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.4882082454966371 --mutation levyFlight --mutationProbabilityFactor 0.6368623434429627 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.8239167116982673 --levyFlightMutationStepSize 0.18387033475191597 --selection boltzmann --boltzmannTemperature 16.90266265071439 
EP=0.15176594400064822 HVMinus=-0.8511272249783177 | --algorithmResult externalArchive --populationSizeWithArchive 169 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.9213071609365706 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.4783059618176636 --mutation levyFlight --mutationProbabilityFactor 0.6630101759814909 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.8227712196719077 --levyFlightMutationStepSize 0.5398092300568326 --selection boltzmann --boltzmannTemperature 16.909765912750103 

# Evaluation: 900
EP=0.15061068020825094 HVMinus=-0.8509434470163078 | --algorithmResult externalArchive --populationSizeWithArchive 165 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.9196876637508814 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.46486150030794415 --mutation powerLaw --mutationProbabilityFactor 0.6646038930723648 --mutationRepairStrategy bounds --powerLawMutationDelta 7.769642928926611 --selection boltzmann --boltzmannTemperature 16.9096730407471 
EP=0.15039033311241107 HVMinus=-0.8506058426571295 | --algorithmResult externalArchive --populationSizeWithArchive 165 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.6902071151374363 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.4882082454966371 --mutation levyFlight --mutationProbabilityFactor 0.6368623434429627 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.8239167116982673 --levyFlightMutationStepSize 0.18387033475191597 --selection boltzmann --boltzmannTemperature 16.90266265071439 
EP=0.1509635211038892 HVMinus=-0.851136978172246 | --algorithmResult externalArchive --populationSizeWithArchive 165 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.953199277755221 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.4778627495590939 --mutation levyFlight --mutationProbabilityFactor 0.6318874600054275 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.5793690849230553 --levyFlightMutationStepSize 0.5496882195616573 --selection boltzmann --boltzmannTemperature 16.60839676861022 
EP=0.1507655920019852 HVMinus=-0.8510539144841589 | --algorithmResult externalArchive --populationSizeWithArchive 168 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.9169038885072184 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.46509844022595026 --mutation powerLaw --mutationProbabilityFactor 0.6642138586404207 --mutationRepairStrategy bounds --powerLawMutationDelta 2.607344332536454 --selection boltzmann --boltzmannTemperature 25.541582593806403 

# Evaluation: 1000
EP=0.15061068020825094 HVMinus=-0.8509434470163078 | --algorithmResult externalArchive --populationSizeWithArchive 165 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.9196876637508814 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.46486150030794415 --mutation powerLaw --mutationProbabilityFactor 0.6646038930723648 --mutationRepairStrategy bounds --powerLawMutationDelta 7.769642928926611 --selection boltzmann --boltzmannTemperature 16.9096730407471 
EP=0.15039033311241107 HVMinus=-0.8506058426571295 | --algorithmResult externalArchive --populationSizeWithArchive 165 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.6902071151374363 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.4882082454966371 --mutation levyFlight --mutationProbabilityFactor 0.6368623434429627 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.8239167116982673 --levyFlightMutationStepSize 0.18387033475191597 --selection boltzmann --boltzmannTemperature 16.90266265071439 
EP=0.1507655920019852 HVMinus=-0.8510539144841589 | --algorithmResult externalArchive --populationSizeWithArchive 168 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.9169038885072184 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.46509844022595026 --mutation powerLaw --mutationProbabilityFactor 0.6642138586404207 --mutationRepairStrategy bounds --powerLawMutationDelta 2.607344332536454 --selection boltzmann --boltzmannTemperature 25.541582593806403 
EP=0.15070150157783993 HVMinus=-0.8510377172441757 | --algorithmResult externalArchive --populationSizeWithArchive 170 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.9196615030994143 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.4650175170962757 --mutation powerLaw --mutationProbabilityFactor 0.6651338166171323 --mutationRepairStrategy bounds --powerLawMutationDelta 7.827666431234063 --selection boltzmann --boltzmannTemperature 16.9096730407471 
EP=0.15149695416712472 HVMinus=-0.8512439438659598 | --algorithmResult externalArchive --populationSizeWithArchive 165 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.953199277755221 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.4778627495590939 --mutation levyFlight --mutationProbabilityFactor 0.6318874600054275 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.5793690849230553 --levyFlightMutationStepSize 0.5496882195616573 --selection boltzmann --boltzmannTemperature 16.60839676861022 
EP=0.150789239676981 HVMinus=-0.8511120694367195 | --algorithmResult externalArchive --populationSizeWithArchive 169 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.9213071609365706 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.4783059618176636 --mutation levyFlight --mutationProbabilityFactor 1.679362875876404 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.8227712196719077 --levyFlightMutationStepSize 0.7343273384700818 --selection boltzmann --boltzmannTemperature 16.909765912750103 
EP=0.15047505745148151 HVMinus=-0.8506875298336017 | --algorithmResult externalArchive --populationSizeWithArchive 37 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 200 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.9213071609365706 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.4775963284357917 --mutation levyFlight --mutationProbabilityFactor 1.620102539664055 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.5984986457183619 --levyFlightMutationStepSize 0.20961249712969116 --selection boltzmann --boltzmannTemperature 16.98173004544487 
EP=0.15054792943888268 HVMinus=-0.8507947152976266 | --algorithmResult externalArchive --populationSizeWithArchive 165 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 5 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.6988073473672778 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.46454271531512514 --mutation powerLaw --mutationProbabilityFactor 0.6646038930723648 --mutationRepairStrategy bounds --powerLawMutationDelta 8.956241729510264 --selection boltzmann --boltzmannTemperature 16.9096730407471 
EP=0.1509155306312103 HVMinus=-0.851138706183776 | --algorithmResult externalArchive --populationSizeWithArchive 165 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.9196876637508814 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.46511691075569295 --mutation powerLaw --mutationProbabilityFactor 0.6646436347354531 --mutationRepairStrategy bounds --powerLawMutationDelta 7.998047072402009 --selection boltzmann --boltzmannTemperature 16.909681848617318 

# Evaluation: 1100
EP=0.15039033311241107 HVMinus=-0.8506058426571295 | --algorithmResult externalArchive --populationSizeWithArchive 165 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.6902071151374363 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.4882082454966371 --mutation levyFlight --mutationProbabilityFactor 0.6368623434429627 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.8239167116982673 --levyFlightMutationStepSize 0.18387033475191597 --selection boltzmann --boltzmannTemperature 16.90266265071439 
EP=0.1507655920019852 HVMinus=-0.8510539144841589 | --algorithmResult externalArchive --populationSizeWithArchive 168 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.9169038885072184 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.46509844022595026 --mutation powerLaw --mutationProbabilityFactor 0.6642138586404207 --mutationRepairStrategy bounds --powerLawMutationDelta 2.607344332536454 --selection boltzmann --boltzmannTemperature 25.541582593806403 
EP=0.15070150157783993 HVMinus=-0.8510377172441757 | --algorithmResult externalArchive --populationSizeWithArchive 170 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.9196615030994143 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.4650175170962757 --mutation powerLaw --mutationProbabilityFactor 0.6651338166171323 --mutationRepairStrategy bounds --powerLawMutationDelta 7.827666431234063 --selection boltzmann --boltzmannTemperature 16.9096730407471 
EP=0.150789239676981 HVMinus=-0.8511120694367195 | --algorithmResult externalArchive --populationSizeWithArchive 169 --archiveType unboundedArchive --createInitialSolutions cauchy --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.9213071609365706 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.4783059618176636 --mutation levyFlight --mutationProbabilityFactor 1.679362875876404 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.8227712196719077 --levyFlightMutationStepSize 0.7343273384700818 --selection boltzmann --boltzmannTemperature 16.909765912750103 
EP=0.1509155306312103 HVMinus=-0.851138706183776 | --algorithmResult externalArchive --populationSizeWithArchive 165 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.9196876637508814 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.46511691075569295 --mutation powerLaw --mutationProbabilityFactor 0.6646436347354531 --mutationRepairStrategy bounds --powerLawMutationDelta 7.998047072402009 --selection boltzmann --boltzmannTemperature 16.909681848617318 
EP=0.1504026317745284 HVMinus=-0.8506335023600101 | --algorithmResult externalArchive --populationSizeWithArchive 49 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.44802053187657853 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.44830706302633516 --mutation levyFlight --mutationProbabilityFactor 0.6282667160020607 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.8263085168962392 --levyFlightMutationStepSize 0.7343401051487056 --selection random 
EP=0.15042496688975104 HVMinus=-0.8510196050505411 | --algorithmResult externalArchive --populationSizeWithArchive 169 --archiveType unboundedArchive --createInitialSolutions latinHypercubeSampling --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.9547899568630054 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.48514792661078754 --mutation powerLaw --mutationProbabilityFactor 0.7305920821515692 --mutationRepairStrategy bounds --powerLawMutationDelta 9.007083976134938 --selection boltzmann --boltzmannTemperature 16.052219355404674 
EP=0.15103404899901932 HVMinus=-0.851357157731196 | --algorithmResult externalArchive --populationSizeWithArchive 46 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 20 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.9476574755013496 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.4786224900504664 --mutation levyFlight --mutationProbabilityFactor 0.6951763424139834 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.6060641361747858 --levyFlightMutationStepSize 0.5579124271953806 --selection random 

# Evaluation: 1200
EP=0.15039033311241107 HVMinus=-0.8506058426571295 | --algorithmResult externalArchive --populationSizeWithArchive 165 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.6902071151374363 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.4882082454966371 --mutation levyFlight --mutationProbabilityFactor 0.6368623434429627 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.8239167116982673 --levyFlightMutationStepSize 0.18387033475191597 --selection boltzmann --boltzmannTemperature 16.90266265071439 
EP=0.1504026317745284 HVMinus=-0.8506335023600101 | --algorithmResult externalArchive --populationSizeWithArchive 49 --archiveType unboundedArchive --createInitialSolutions scatterSearch --offspringPopulationSize 100 --variation crossoverAndMutationVariation --crossover laplace --crossoverProbability 0.44802053187657853 --crossoverRepairStrategy bounds --laplaceCrossoverScale 0.44830706302633516 --mutation levyFlight --mutationProbabilityFactor 0.6282667160020607 --mutationRepairStrategy bounds --levyFlightMutationBeta 1.8263085168962392 --levyFlightMutationStepSize 0.7343401051487056 --selection random 
