Algorithm,Problem,IndicatorName,ExecutionId,IndicatorValue
NSGAII-Standard,RE35,EP,0,0.016016474834451545
NSGAII-Standard,RE35,EP,1,0.025006610767458123
NSGAII-Standard,RE35,EP,2,0.012325472923695506
NSGAII-Standard,RE35,EP,3,0.01199725975176671
NSGAII-Standard,RE35,EP,4,0.03699228706154451
NSGAII-Standard,RE35,EP,5,0.030955448686470727
NSGAII-Standard,RE35,EP,6,0.04314150924402
NSGAII-Standard,RE35,EP,7,0.0124680106966435
NSGAII-Standard,RE35,EP,8,0.020160001346079974
NSGAII-Standard,RE35,EP,9,0.06427153032998714
NSGAII-Standard,RE35,EP,10,0.024875963183054618
NSGAII-Standard,RE35,EP,11,0.06703065758524807
NSGAII-Standard,RE35,EP,12,0.0374329012033586
NSGAII-Standard,RE35,EP,13,0.01921831374068659
NSGAII-Standard,RE35,EP,14,0.045200982163445064
NSGAII-Standard,RE35,EP,15,0.03433625637137762
NSGAII-Standard,RE35,EP,16,0.01868775309065303
NSGAII-Standard,RE35,EP,17,0.06972972057738626
NSGAII-Standard,RE35,EP,18,0.025870245589473703
NSGAII-Standard,RE35,EP,19,0.03539446866746427
NSGAII-Standard,RE35,EP,20,0.04193825347733578
NSGAII-Standard,RE35,EP,21,0.010987821996360014
NSGAII-Standard,RE35,EP,22,0.04129953148869816
NSGAII-Standard,RE35,EP,23,0.039842100978124774
NSGAII-Standard,RE35,EP,24,0.008950463411143111
NSGAII-Standard,RE36,EP,0,0.005764371821462916
NSGAII-Standard,RE36,EP,1,0.0013225820214206533
NSGAII-Standard,RE36,EP,2,6.470696986540031E-4
NSGAII-Standard,RE36,EP,3,0.02702702702702703
NSGAII-Standard,RE36,EP,4,0.0013225820214208032
NSGAII-Standard,RE36,EP,5,6.470696986540031E-4
NSGAII-Standard,RE36,EP,6,0.0034078245653325796
NSGAII-Standard,RE36,EP,7,0.05405405405405406
NSGAII-Standard,RE36,EP,8,0.02702702702702703
NSGAII-Standard,RE36,EP,9,0.005764371821462916
NSGAII-Standard,RE36,EP,10,0.02702702702702703
NSGAII-Standard,RE36,EP,11,0.001082640044374031
NSGAII-Standard,RE36,EP,12,0.00405489426454825
NSGAII-Standard,RE36,EP,13,7.025328162395899E-4
NSGAII-Standard,RE36,EP,14,0.05405405405405406
NSGAII-Standard,RE36,EP,15,0.05405405405405406
NSGAII-Standard,RE36,EP,16,0.0027323122436462032
NSGAII-Standard,RE36,EP,17,0.02702702702702703
NSGAII-Standard,RE36,EP,18,0.001244763001838123
NSGAII-Standard,RE36,EP,19,9.95280556024392E-4
NSGAII-Standard,RE36,EP,20,0.02702702702702703
NSGAII-Standard,RE36,EP,21,6.470696986540031E-4
NSGAII-Standard,RE36,EP,22,0.0013225820214208032
NSGAII-Standard,RE36,EP,23,6.470696986540031E-4
NSGAII-Standard,RE36,EP,24,0.001082640044374031
NSGAII-Standard,RE37,EP,0,0.11633659912980712
NSGAII-Standard,RE37,EP,1,0.11408654751154867
NSGAII-Standard,RE37,EP,2,0.09816741096241877
NSGAII-Standard,RE37,EP,3,0.0995668663328062
NSGAII-Standard,RE37,EP,4,0.10783919236679634
NSGAII-Standard,RE37,EP,5,0.09364778757017189
NSGAII-Standard,RE37,EP,6,0.08637878566343168
NSGAII-Standard,RE37,EP,7,0.08489052986387247
NSGAII-Standard,RE37,EP,8,0.11461809980769044
NSGAII-Standard,RE37,EP,9,0.10911980992220743
NSGAII-Standard,RE37,EP,10,0.10573096963940712
NSGAII-Standard,RE37,EP,11,0.1129029457949278
NSGAII-Standard,RE37,EP,12,0.09424592081168937
NSGAII-Standard,RE37,EP,13,0.11029398885294184
NSGAII-Standard,RE37,EP,14,0.11457553980875279
NSGAII-Standard,RE37,EP,15,0.11402590448317942
NSGAII-Standard,RE37,EP,16,0.10993278866328077
NSGAII-Standard,RE37,EP,17,0.12780792780564632
NSGAII-Standard,RE37,EP,18,0.09158953196908809
NSGAII-Standard,RE37,EP,19,0.11041311108606047
NSGAII-Standard,RE37,EP,20,0.10793479219813826
NSGAII-Standard,RE37,EP,21,0.11280680120737879
NSGAII-Standard,RE37,EP,22,0.10394538279358964
NSGAII-Standard,RE37,EP,23,0.09489713097902953
NSGAII-Standard,RE37,EP,24,0.0994493339125484
NSGAII-Standard,RWA1,EP,0,0.08982305597861703
NSGAII-Standard,RWA1,EP,1,0.0934445507721351
NSGAII-Standard,RWA1,EP,2,0.09512960641765222
NSGAII-Standard,RWA1,EP,3,0.11608363602209651
NSGAII-Standard,RWA1,EP,4,0.11273463594346633
NSGAII-Standard,RWA1,EP,5,0.1133985425583221
NSGAII-Standard,RWA1,EP,6,0.0943213639267804
NSGAII-Standard,RWA1,EP,7,0.10251702468958257
NSGAII-Standard,RWA1,EP,8,0.10219596824056792
NSGAII-Standard,RWA1,EP,9,0.12074409580360457
NSGAII-Standard,RWA1,EP,10,0.0922028419361538
NSGAII-Standard,RWA1,EP,11,0.13351071969543576
NSGAII-Standard,RWA1,EP,12,0.1472948920823814
NSGAII-Standard,RWA1,EP,13,0.09377122432542535
NSGAII-Standard,RWA1,EP,14,0.12421082412424705
NSGAII-Standard,RWA1,EP,15,0.10019014474605456
NSGAII-Standard,RWA1,EP,16,0.0918740536683888
NSGAII-Standard,RWA1,EP,17,0.11765795984466504
NSGAII-Standard,RWA1,EP,18,0.11289398650383489
NSGAII-Standard,RWA1,EP,19,0.10372605436375876
NSGAII-Standard,RWA1,EP,20,0.08766017558340994
NSGAII-Standard,RWA1,EP,21,0.1384652216217909
NSGAII-Standard,RWA1,EP,22,0.10134274666389281
NSGAII-Standard,RWA1,EP,23,0.09516551107947485
NSGAII-Standard,RWA1,EP,24,0.1131003940475986
NSGAII-Standard,RWA2,EP,0,0.0596485384623175
NSGAII-Standard,RWA2,EP,1,0.04167315513366272
NSGAII-Standard,RWA2,EP,2,0.049765227710182935
NSGAII-Standard,RWA2,EP,3,0.04256130754303934
NSGAII-Standard,RWA2,EP,4,0.05221192124650609
NSGAII-Standard,RWA2,EP,5,0.050066579698159086
NSGAII-Standard,RWA2,EP,6,0.17369456682195503
NSGAII-Standard,RWA2,EP,7,0.04817194091162033
NSGAII-Standard,RWA2,EP,8,0.05767724864812102
NSGAII-Standard,RWA2,EP,9,0.05774416591468466
NSGAII-Standard,RWA2,EP,10,0.04031197558572486
NSGAII-Standard,RWA2,EP,11,0.050042601456910696
NSGAII-Standard,RWA2,EP,12,0.045941359047067004
NSGAII-Standard,RWA2,EP,13,0.057672125336289994
NSGAII-Standard,RWA2,EP,14,0.046633844361164814
NSGAII-Standard,RWA2,EP,15,0.03960280873186235
NSGAII-Standard,RWA2,EP,16,0.05798917705899702
NSGAII-Standard,RWA2,EP,17,0.04225175064880771
NSGAII-Standard,RWA2,EP,18,0.05432449687435775
NSGAII-Standard,RWA2,EP,19,0.047074941451100444
NSGAII-Standard,RWA2,EP,20,0.05774569618967308
NSGAII-Standard,RWA2,EP,21,0.047728110154760084
NSGAII-Standard,RWA2,EP,22,0.05766906502210895
NSGAII-Standard,RWA2,EP,23,0.046490997544602286
NSGAII-Standard,RWA2,EP,24,0.05016534443158669
NSGAII-Standard,RWA3,EP,0,0.008589531596977451
NSGAII-Standard,RWA3,EP,1,0.010571380476782405
NSGAII-Standard,RWA3,EP,2,0.02336635311288656
NSGAII-Standard,RWA3,EP,3,0.026877712183834987
NSGAII-Standard,RWA3,EP,4,0.01096240385213715
NSGAII-Standard,RWA3,EP,5,0.011221245496780762
NSGAII-Standard,RWA3,EP,6,0.011788597292357771
NSGAII-Standard,RWA3,EP,7,0.010979389135609991
NSGAII-Standard,RWA3,EP,8,0.007992403618461794
NSGAII-Standard,RWA3,EP,9,0.009498989606989056
NSGAII-Standard,RWA3,EP,10,0.008483508874558813
NSGAII-Standard,RWA3,EP,11,0.009787392374499156
NSGAII-Standard,RWA3,EP,12,0.021609166014081853
NSGAII-Standard,RWA3,EP,13,0.006776464582422384
NSGAII-Standard,RWA3,EP,14,0.010392790918844638
NSGAII-Standard,RWA3,EP,15,0.013483098905967963
NSGAII-Standard,RWA3,EP,16,0.015036356472514827
NSGAII-Standard,RWA3,EP,17,0.009125743905250618
NSGAII-Standard,RWA3,EP,18,0.009579072301219444
NSGAII-Standard,RWA3,EP,19,0.011124789339336028
NSGAII-Standard,RWA3,EP,20,0.027285144046268663
NSGAII-Standard,RWA3,EP,21,0.016658094766991132
NSGAII-Standard,RWA3,EP,22,0.009454361183324881
NSGAII-Standard,RWA3,EP,23,0.008726125123406151
NSGAII-Standard,RWA3,EP,24,0.010300658236771384
NSGAII-Standard,RWA6,EP,0,0.07958880526016165
NSGAII-Standard,RWA6,EP,1,0.0546063568230169
NSGAII-Standard,RWA6,EP,2,0.04963033785234727
NSGAII-Standard,RWA6,EP,3,0.053247119458851966
NSGAII-Standard,RWA6,EP,4,0.06489552261863712
NSGAII-Standard,RWA6,EP,5,0.0805519529633858
NSGAII-Standard,RWA6,EP,6,0.07364383746841141
NSGAII-Standard,RWA6,EP,7,0.060353561925235055
NSGAII-Standard,RWA6,EP,8,0.05320140286891656
NSGAII-Standard,RWA6,EP,9,0.0625994637352435
NSGAII-Standard,RWA6,EP,10,0.06632055636324985
NSGAII-Standard,RWA6,EP,11,0.06388547069294812
NSGAII-Standard,RWA6,EP,12,0.06772520877850657
NSGAII-Standard,RWA6,EP,13,0.06511073176258442
NSGAII-Standard,RWA6,EP,14,0.05460215473962848
NSGAII-Standard,RWA6,EP,15,0.07922554398853587
NSGAII-Standard,RWA6,EP,16,0.05476853122118533
NSGAII-Standard,RWA6,EP,17,0.0620144458362854
NSGAII-Standard,RWA6,EP,18,0.05917778240885088
NSGAII-Standard,RWA6,EP,19,0.0512574671567857
NSGAII-Standard,RWA6,EP,20,0.06646089348219753
NSGAII-Standard,RWA6,EP,21,0.04492677627142916
NSGAII-Standard,RWA6,EP,22,0.06481072864674042
NSGAII-Standard,RWA6,EP,23,0.06019741382310928
NSGAII-Standard,RWA6,EP,24,0.07844120066354343
NSGAII-Standard,RWA7,EP,0,0.9058490686526821
NSGAII-Standard,RWA7,EP,1,0.9058532623635112
NSGAII-Standard,RWA7,EP,2,0.9058661359794495
NSGAII-Standard,RWA7,EP,3,0.9058808755980879
NSGAII-Standard,RWA7,EP,4,0.9058513025551165
NSGAII-Standard,RWA7,EP,5,0.9058607603079095
NSGAII-Standard,RWA7,EP,6,0.9058551135066135
NSGAII-Standard,RWA7,EP,7,0.9058553639361439
NSGAII-Standard,RWA7,EP,8,0.9058511528080508
NSGAII-Standard,RWA7,EP,9,0.9058400521526526
NSGAII-Standard,RWA7,EP,10,0.9058586780870972
NSGAII-Standard,RWA7,EP,11,0.9058543948281754
NSGAII-Standard,RWA7,EP,12,0.905855648484235
NSGAII-Standard,RWA7,EP,13,0.9058513381397072
NSGAII-Standard,RWA7,EP,14,0.9058460942430793
NSGAII-Standard,RWA7,EP,15,0.905850488259378
NSGAII-Standard,RWA7,EP,16,0.9058510471173696
NSGAII-Standard,RWA7,EP,17,0.9058601114215975
NSGAII-Standard,RWA7,EP,18,0.9058489075496479
NSGAII-Standard,RWA7,EP,19,0.905840600292355
NSGAII-Standard,RWA7,EP,20,0.9058560856642702
NSGAII-Standard,RWA7,EP,21,0.9058475537961148
NSGAII-Standard,RWA7,EP,22,0.9058452851033658
NSGAII-Standard,RWA7,EP,23,0.9058546708980143
NSGAII-Standard,RWA7,EP,24,0.9058551343846943
NSGAII-Standard,RWA8,EP,0,0.042414449868956816
NSGAII-Standard,RWA8,EP,1,0.12277796260850933
NSGAII-Standard,RWA8,EP,2,0.06151959282831371
NSGAII-Standard,RWA8,EP,3,0.05202309541573974
NSGAII-Standard,RWA8,EP,4,0.09753156779863337
NSGAII-Standard,RWA8,EP,5,0.06910771405328464
NSGAII-Standard,RWA8,EP,6,0.0733003225379878
NSGAII-Standard,RWA8,EP,7,0.05652598782382439
NSGAII-Standard,RWA8,EP,8,0.0764343593898264
NSGAII-Standard,RWA8,EP,9,0.07343341562373906
NSGAII-Standard,RWA8,EP,10,0.10122536424769017
NSGAII-Standard,RWA8,EP,11,0.10096291780562741
NSGAII-Standard,RWA8,EP,12,0.09916471265398769
NSGAII-Standard,RWA8,EP,13,0.05546810043221917
NSGAII-Standard,RWA8,EP,14,0.06026216817156003
NSGAII-Standard,RWA8,EP,15,0.054823113982211735
NSGAII-Standard,RWA8,EP,16,0.053202310129722985
NSGAII-Standard,RWA8,EP,17,0.032345224513410153
NSGAII-Standard,RWA8,EP,18,0.06596710323121249
NSGAII-Standard,RWA8,EP,19,0.06941499507663912
NSGAII-Standard,RWA8,EP,20,0.06131071037122937
NSGAII-Standard,RWA8,EP,21,0.08552632488906076
NSGAII-Standard,RWA8,EP,22,0.07125289797652706
NSGAII-Standard,RWA8,EP,23,0.06668849820883554
NSGAII-Standard,RWA8,EP,24,0.0636456988529123
NSGAII-RE3D,RE31,EP,0,0.006461340863493542
NSGAII-RE3D,RE31,EP,1,0.004915107135409363
NSGAII-RE3D,RE31,EP,2,3.2507464057971943E-4
NSGAII-RE3D,RE31,EP,3,0.0013737262036304927
NSGAII-RE3D,RE31,EP,4,0.012922862212933785
NSGAII-RE3D,RE31,EP,5,0.018219814636823775
NSGAII-RE3D,RE31,EP,6,0.005696504152792695
NSGAII-RE3D,RE31,EP,7,3.17574112801818E-4
NSGAII-RE3D,RE31,EP,8,0.006397282909608435
NSGAII-RE3D,RE31,EP,9,0.015881977543020807
NSGAII-RE3D,RE31,EP,10,0.0059400815911661254
NSGAII-RE3D,RE31,EP,11,0.0032253497112706467
NSGAII-RE3D,RE31,EP,12,0.006836468585777898
NSGAII-RE3D,RE31,EP,13,0.004142995475844993
NSGAII-RE3D,RE31,EP,14,0.009069285497245195
NSGAII-RE3D,RE31,EP,15,7.173517750159016E-4
NSGAII-RE3D,RE31,EP,16,0.0360495892242397
NSGAII-RE3D,RE31,EP,17,0.012155239666745353
NSGAII-RE3D,RE31,EP,18,0.0014760486914657395
NSGAII-RE3D,RE31,EP,19,0.041228151492360234
NSGAII-RE3D,RE31,EP,20,0.00937456857129964
NSGAII-RE3D,RE31,EP,21,0.00680739786157297
NSGAII-RE3D,RE31,EP,22,0.0014536550406907623
NSGAII-RE3D,RE31,EP,23,0.00238461185235296
NSGAII-RE3D,RE31,EP,24,0.0038716766489631863
NSGAII-RE3D,RE32,EP,0,0.005745283573397754
NSGAII-RE3D,RE32,EP,1,0.0063100029645538624
NSGAII-RE3D,RE32,EP,2,0.008080552731030151
NSGAII-RE3D,RE32,EP,3,0.0048591758206128245
NSGAII-RE3D,RE32,EP,4,0.004793155616213887
NSGAII-RE3D,RE32,EP,5,0.008743953059901664
NSGAII-RE3D,RE32,EP,6,0.00659484132844259
NSGAII-RE3D,RE32,EP,7,0.007078995178203797
NSGAII-RE3D,RE32,EP,8,0.008957390228442427
NSGAII-RE3D,RE32,EP,9,0.015284752186343679
NSGAII-RE3D,RE32,EP,10,0.009654686147277856
NSGAII-RE3D,RE32,EP,11,0.015481430129725922
NSGAII-RE3D,RE32,EP,12,0.009830619484993634
NSGAII-RE3D,RE32,EP,13,0.00571921833749146
NSGAII-RE3D,RE32,EP,14,0.00970901343249082
NSGAII-RE3D,RE32,EP,15,0.006248198051758257
NSGAII-RE3D,RE32,EP,16,0.004951189983349008
NSGAII-RE3D,RE32,EP,17,0.00516641354155906
NSGAII-RE3D,RE32,EP,18,0.006474313791841165
NSGAII-RE3D,RE32,EP,19,0.005781455703354493
NSGAII-RE3D,RE32,EP,20,0.010402677862097113
NSGAII-RE3D,RE32,EP,21,0.00395598116410219
NSGAII-RE3D,RE32,EP,22,0.00788329033248348
NSGAII-RE3D,RE32,EP,23,0.0050280971756493835
NSGAII-RE3D,RE32,EP,24,0.012661345612194005
NSGAII-RE3D,RE33,EP,0,0.0019340619192634093
NSGAII-RE3D,RE33,EP,1,0.002726944715837341
NSGAII-RE3D,RE33,EP,2,0.0025060730011479578
NSGAII-RE3D,RE33,EP,3,0.025412047941748513
NSGAII-RE3D,RE33,EP,4,0.00286823770550256
NSGAII-RE3D,RE33,EP,5,0.00407161572700343
NSGAII-RE3D,RE33,EP,6,0.00426186139825355
NSGAII-RE3D,RE33,EP,7,0.0018538944265009266
NSGAII-RE3D,RE33,EP,8,0.002340232792835649
NSGAII-RE3D,RE33,EP,9,0.00430616101892961
NSGAII-RE3D,RE33,EP,10,0.0025498774834069836
NSGAII-RE3D,RE33,EP,11,0.0042309693750411555
NSGAII-RE3D,RE33,EP,12,0.003463389964148734
NSGAII-RE3D,RE33,EP,13,0.004945253497362858
NSGAII-RE3D,RE33,EP,14,0.02981330475504395
NSGAII-RE3D,RE33,EP,15,0.0035733963108555995
NSGAII-RE3D,RE33,EP,16,0.004168981891416632
NSGAII-RE3D,RE33,EP,17,0.003656846468243217
NSGAII-RE3D,RE33,EP,18,0.002844887942213173
NSGAII-RE3D,RE33,EP,19,0.0017394777780662604
NSGAII-RE3D,RE33,EP,20,0.002758036814957749
NSGAII-RE3D,RE33,EP,21,0.0015907840711363308
NSGAII-RE3D,RE33,EP,22,0.0015436690118480288
NSGAII-RE3D,RE33,EP,23,0.001952857752729284
NSGAII-RE3D,RE33,EP,24,0.035191630621245015
NSGAII-RE3D,RE34,EP,0,0.028779674568832257
NSGAII-RE3D,RE34,EP,1,0.026066997505040268
NSGAII-RE3D,RE34,EP,2,0.023394644166804562
NSGAII-RE3D,RE34,EP,3,0.03371876049086947
NSGAII-RE3D,RE34,EP,4,0.029378266415956963
NSGAII-RE3D,RE34,EP,5,0.02915451110536723
NSGAII-RE3D,RE34,EP,6,0.026086693155494278
NSGAII-RE3D,RE34,EP,7,0.025423123374043732
NSGAII-RE3D,RE34,EP,8,0.02708345272864292
NSGAII-RE3D,RE34,EP,9,0.031260613369315404
NSGAII-RE3D,RE34,EP,10,0.028758332171034823
NSGAII-RE3D,RE34,EP,11,0.03169825804512165
NSGAII-RE3D,RE34,EP,12,0.030152298386751097
NSGAII-RE3D,RE34,EP,13,0.03292541406490537
NSGAII-RE3D,RE34,EP,14,0.030470482915002206
NSGAII-RE3D,RE34,EP,15,0.027151181541569896
NSGAII-RE3D,RE34,EP,16,0.027748928804001143
NSGAII-RE3D,RE34,EP,17,0.02483722240547037
NSGAII-RE3D,RE34,EP,18,0.032885007992610404
NSGAII-RE3D,RE34,EP,19,0.02533268399623698
NSGAII-RE3D,RE34,EP,20,0.027165534495094235
NSGAII-RE3D,RE34,EP,21,0.02549285652923314
NSGAII-RE3D,RE34,EP,22,0.031113093465660713
NSGAII-RE3D,RE34,EP,23,0.025376370946984854
NSGAII-RE3D,RE34,EP,24,0.02740568007712517
NSGAII-RE3D,RE35,EP,0,0.02072142763309348
NSGAII-RE3D,RE35,EP,1,0.020531810456696768
NSGAII-RE3D,RE35,EP,2,0.011623200106486292
NSGAII-RE3D,RE35,EP,3,0.005080780299795619
NSGAII-RE3D,RE35,EP,4,0.019407352971418178
NSGAII-RE3D,RE35,EP,5,0.0064704463314666505
NSGAII-RE3D,RE35,EP,6,0.021595516192821042
NSGAII-RE3D,RE35,EP,7,0.02369787014706324
NSGAII-RE3D,RE35,EP,8,0.014874698907325217
NSGAII-RE3D,RE35,EP,9,0.019305778774251492
NSGAII-RE3D,RE35,EP,10,0.012453794091928101
NSGAII-RE3D,RE35,EP,11,0.021415027103004206
NSGAII-RE3D,RE35,EP,12,0.013705080307334121
NSGAII-RE3D,RE35,EP,13,0.022290389867747604
NSGAII-RE3D,RE35,EP,14,0.01493023255032476
NSGAII-RE3D,RE35,EP,15,0.012538364123175926
NSGAII-RE3D,RE35,EP,16,0.01834501341899978
NSGAII-RE3D,RE35,EP,17,0.015309670460543002
NSGAII-RE3D,RE35,EP,18,0.012220518358383316
NSGAII-RE3D,RE35,EP,19,0.019086374458793458
NSGAII-RE3D,RE35,EP,20,0.0049598481565393746
NSGAII-RE3D,RE35,EP,21,0.012002727978847822
NSGAII-RE3D,RE35,EP,22,0.015544539698167603
NSGAII-RE3D,RE35,EP,23,0.006447362620711647
NSGAII-RE3D,RE35,EP,24,0.01779055781446634
NSGAII-RE3D,RE36,EP,0,0.005764371821462916
NSGAII-RE3D,RE36,EP,1,0.001082640044374031
NSGAII-RE3D,RE36,EP,2,0.005764371821462916
NSGAII-RE3D,RE36,EP,3,0.005764371821462916
NSGAII-RE3D,RE36,EP,4,0.003032059582572187
NSGAII-RE3D,RE36,EP,5,0.003032059582572187
NSGAII-RE3D,RE36,EP,6,0.003032059582572187
NSGAII-RE3D,RE36,EP,7,0.003032059582572187
NSGAII-RE3D,RE36,EP,8,0.0027323122436465033
NSGAII-RE3D,RE36,EP,9,0.005764371821462916
NSGAII-RE3D,RE36,EP,10,9.95280556024392E-4
NSGAII-RE3D,RE36,EP,11,0.0027323122436462032
NSGAII-RE3D,RE36,EP,12,0.005764371821462916
NSGAII-RE3D,RE36,EP,13,9.95280556024392E-4
NSGAII-RE3D,RE36,EP,14,0.001082640044374031
NSGAII-RE3D,RE36,EP,15,9.95280556024392E-4
NSGAII-RE3D,RE36,EP,16,0.005764371821462916
NSGAII-RE3D,RE36,EP,17,0.0013225820214208032
NSGAII-RE3D,RE36,EP,18,0.0013225820214208032
NSGAII-RE3D,RE36,EP,19,0.001082640044374031
NSGAII-RE3D,RE36,EP,20,0.003032059582572187
NSGAII-RE3D,RE36,EP,21,0.0027323122436462032
NSGAII-RE3D,RE36,EP,22,0.001082640044374031
NSGAII-RE3D,RE36,EP,23,0.003032059582572187
NSGAII-RE3D,RE36,EP,24,0.005764371821462916
NSGAII-RE3D,RE37,EP,0,0.06087383269363425
NSGAII-RE3D,RE37,EP,1,0.05586661090898029
NSGAII-RE3D,RE37,EP,2,0.06050348601961164
NSGAII-RE3D,RE37,EP,3,0.054908667074898665
NSGAII-RE3D,RE37,EP,4,0.056970438520066446
NSGAII-RE3D,RE37,EP,5,0.07161228572492245
NSGAII-RE3D,RE37,EP,6,0.05318846171494321
