Evaluation,median_running_best_hv,family,front_type,budget,total_cost,reference_hv,pct_reference_hv
2100,0.8497261732332063,RE3D,referenceFronts,1000,2100000,0.8516409093858637,99.77517095156477
2200,0.8497596657501789,RE3D,referenceFronts,1000,2200000,0.8516409093858637,99.77910365566618
2300,0.849783910102234,RE3D,referenceFronts,1000,2300000,0.8516409093858637,99.78195043672
2400,0.8498028344945043,RE3D,referenceFronts,1000,2400000,0.8516409093858637,99.78417254606936
2500,0.8498028344945043,RE3D,referenceFronts,1000,2500000,0.8516409093858637,99.78417254606936
2600,0.8498028344945043,RE3D,referenceFronts,1000,2600000,0.8516409093858637,99.78417254606936
2700,0.8498205514102749,RE3D,referenceFronts,1000,2700000,0.8516409093858637,99.78625287306812
2800,0.8498205514102749,RE3D,referenceFronts,1000,2800000,0.8516409093858637,99.78625287306812
2900,0.8498205514102749,RE3D,referenceFronts,1000,2900000,0.8516409093858637,99.78625287306812
3000,0.8498443878253513,RE3D,referenceFronts,1000,3000000,0.8516409093858637,99.78905175400654
100,0.8491267510717426,RE3D,referenceFronts,3000,300000,0.8516409093858637,99.70478657302478
200,0.8500925083005033,RE3D,referenceFronts,3000,600000,0.8516409093858637,99.81818615471667
300,0.8502700469230244,RE3D,referenceFronts,3000,900000,0.8516409093858637,99.83903280740378
400,0.8505887021778227,RE3D,referenceFronts,3000,1200000,0.8516409093858637,99.87644942880918
500,0.8507656488920337,RE3D,referenceFronts,3000,1500000,0.8516409093858637,99.89722657939704
600,0.8508124208380254,RE3D,referenceFronts,3000,1800000,0.8516409093858637,99.90271855911247
700,0.850860381325458,RE3D,referenceFronts,3000,2100000,0.8516409093858637,99.90835009781665
800,0.8509918758344188,RE3D,referenceFronts,3000,2400000,0.8516409093858637,99.92379023314967
900,0.8510371429606627,RE3D,referenceFronts,3000,2700000,0.8516409093858637,99.92910551635708
1000,0.8510789136040082,RE3D,referenceFronts,3000,3000000,0.8516409093858637,99.93401024121061
1100,0.851099551584238,RE3D,referenceFronts,3000,3300000,0.8516409093858637,99.93643356071092
1200,0.8511455383470636,RE3D,referenceFronts,3000,3600000,0.8516409093858637,99.94183334391988
1300,0.8511726213680828,RE3D,referenceFronts,3000,3900000,0.8516409093858637,99.94501344256483
1400,0.8511860069414672,RE3D,referenceFronts,3000,4200000,0.8516409093858637,99.94658518169066
1500,0.8511997125732937,RE3D,referenceFronts,3000,4500000,0.8516409093858637,99.94819450220068
1600,0.8512041954134764,RE3D,referenceFronts,3000,4800000,0.8516409093858637,99.9487208790026
1700,0.8512086059803736,RE3D,referenceFronts,3000,5100000,0.8516409093858637,99.94923876944783
1800,0.8512163074000093,RE3D,referenceFronts,3000,5400000,0.8516409093858637,99.95014307307517
1900,0.8512330332754434,RE3D,referenceFronts,3000,5700000,0.8516409093858637,99.95210703174011
2000,0.8512412271270612,RE3D,referenceFronts,3000,6000000,0.8516409093858637,99.95306915691842
2100,0.8512484837047813,RE3D,referenceFronts,3000,6300000,0.8516409093858637,99.95392122703859
2200,0.8512508718960925,RE3D,referenceFronts,3000,6600000,0.8516409093858637,99.9542016493721
2300,0.8512512832442864,RE3D,referenceFronts,3000,6900000,0.8516409093858637,99.95424995003373
2400,0.8512566247797517,RE3D,referenceFronts,3000,7200000,0.8516409093858637,99.95487715516283
2500,0.8512625313057025,RE3D,referenceFronts,3000,7500000,0.8516409093858637,99.95557070168998
2600,0.8512625313057025,RE3D,referenceFronts,3000,7800000,0.8516409093858637,99.95557070168998
2700,0.8512720195410202,RE3D,referenceFronts,3000,8100000,0.8516409093858637,99.9566848138954
2800,0.8512847373384003,RE3D,referenceFronts,3000,8400000,0.8516409093858637,99.95817814250842
2900,0.8512847373384003,RE3D,referenceFronts,3000,8700000,0.8516409093858637,99.95817814250842
3000,0.8512886529050365,RE3D,referenceFronts,3000,9000000,0.8516409093858637,99.95863790983442
100,0.8500258437567594,RE3D,referenceFronts,5000,500000,0.8516409093858637,99.8103583785954
200,0.8506973485864883,RE3D,referenceFronts,5000,1000000,0.8516409093858637,99.88920673150191
300,0.8509571266024383,RE3D,referenceFronts,5000,1500000,0.8516409093858637,99.91970996509333
400,0.8510936713546817,RE3D,referenceFronts,5000,2000000,0.8516409093858637,99.93574310191644
500,0.851185924642105,RE3D,referenceFronts,5000,2500000,0.8516409093858637,99.94657551806819
600,0.8512245718563171,RE3D,referenceFronts,5000,3000000,0.8516409093858637,99.95111348868305
700,0.851312913602673,RE3D,referenceFronts,5000,3500000,0.8516409093858637,99.96148661019264
800,0.8513594465090266,RE3D,referenceFronts,5000,4000000,0.8516409093858637,99.9669505217827
900,0.8513871667720709,RE3D,referenceFronts,5000,4500000,0.8516409093858637,99.97020544562899
1000,0.8514235744878091,RE3D,referenceFronts,5000,5000000,0.8516409093858637,99.97448045347994
1100,0.8514350486713367,RE3D,referenceFronts,5000,5500000,0.8516409093858637,99.97582775648067
1200,0.8514378961546644,RE3D,referenceFronts,5000,6000000,0.8516409093858637,99.97616210905771
1300,0.8514518775098644,RE3D,referenceFronts,5000,6500000,0.8516409093858637,99.9778038051113
1400,0.8514590075324933,RE3D,referenceFronts,5000,7000000,0.8516409093858637,99.97864101508443
1500,0.8514701202744872,RE3D,referenceFronts,5000,7500000,0.8516409093858637,99.9799458774826
1600,0.8514950678983584,RE3D,referenceFronts,5000,8000000,0.8516409093858637,99.98287523698099
1700,0.8515064425205295,RE3D,referenceFronts,5000,8500000,0.8516409093858637,99.98421084944933
1800,0.851512162436693,RE3D,referenceFronts,5000,9000000,0.8516409093858637,99.98488248418414
1900,0.8515142200569761,RE3D,referenceFronts,5000,9500000,0.8516409093858637,99.9851240907416
2000,0.8515204768172762,RE3D,referenceFronts,5000,10000000,0.8516409093858637,99.98585876191947
2100,0.8515245552951183,RE3D,referenceFronts,5000,10500000,0.8516409093858637,99.98633765834131
2200,0.8515251203262026,RE3D,referenceFronts,5000,11000000,0.8516409093858637,99.98640400450648
2300,0.8515251203262026,RE3D,referenceFronts,5000,11500000,0.8516409093858637,99.98640400450648
2400,0.8515309059751901,RE3D,referenceFronts,5000,12000000,0.8516409093858637,99.98708335761455
2500,0.8515309059751901,RE3D,referenceFronts,5000,12500000,0.8516409093858637,99.98708335761455
2600,0.8515309059751901,RE3D,referenceFronts,5000,13000000,0.8516409093858637,99.98708335761455
2700,0.8515309059751901,RE3D,referenceFronts,5000,13500000,0.8516409093858637,99.98708335761455
2800,0.8515383686787512,RE3D,referenceFronts,5000,14000000,0.8516409093858637,99.9879596311095
2900,0.8515383686787512,RE3D,referenceFronts,5000,14500000,0.8516409093858637,99.9879596311095
3000,0.8515383686787512,RE3D,referenceFronts,5000,15000000,0.8516409093858637,99.9879596311095
100,0.8506028706207307,RE3D,referenceFronts,7000,700000,0.8516409093858637,99.8781130927727
200,0.8509416953147362,RE3D,referenceFronts,7000,1400000,0.8516409093858637,99.91789801741304
300,0.851121809150092,RE3D,referenceFronts,7000,2100000,0.8516409093858637,99.93904705257218
400,0.8513029406155259,RE3D,referenceFronts,7000,2800000,0.8516409093858637,99.96031557824277
500,0.8513660082048895,RE3D,referenceFronts,7000,3500000,0.8516409093858637,99.9677209986105
600,0.851451293669081,RE3D,referenceFronts,7000,4200000,0.8516409093858637,99.9777352503041
700,0.8514870225512663,RE3D,referenceFronts,7000,4900000,0.8516409093858637,99.98193054926068
800,0.8515033013729398,RE3D,referenceFronts,7000,5600000,0.8516409093858637,99.98384201470276
900,0.8515223706891565,RE3D,referenceFronts,7000,6300000,0.8516409093858637,99.9860811410771
1000,0.8515632342598737,RE3D,referenceFronts,7000,7000000,0.8516409093858637,99.99087935711707
1100,0.8515740975603914,RE3D,referenceFronts,7000,7700000,0.8516409093858637,99.99215493000209
1200,0.8515782015167968,RE3D,referenceFronts,7000,8400000,0.8516409093858637,99.99263681812653
1300,0.8515906204891348,RE3D,referenceFronts,7000,9100000,0.8516409093858637,99.9940950585893
1400,0.8515947732850513,RE3D,referenceFronts,7000,9800000,0.8516409093858637,99.99458268146776
1500,0.8515949490601051,RE3D,referenceFronts,7000,10500000,0.8516409093858637,99.99460332104152
1600,0.8516019741889919,RE3D,referenceFronts,7000,11200000,0.8516409093858637,99.99542821435153
1700,0.8516092511475065,RE3D,referenceFronts,7000,11900000,0.8516409093858637,99.99628267759238
1800,0.8516092511475065,RE3D,referenceFronts,7000,12600000,0.8516409093858637,99.99628267759238
1900,0.8516188712656197,RE3D,referenceFronts,7000,13300000,0.8516409093858637,99.99741227552587
2000,0.8516188712656197,RE3D,referenceFronts,7000,14000000,0.8516409093858637,99.99741227552587
2100,0.8516256156314452,RE3D,referenceFronts,7000,14700000,0.8516409093858637,99.99820420153026
2200,0.8516256156314452,RE3D,referenceFronts,7000,15400000,0.8516409093858637,99.99820420153026
2300,0.8516281773892038,RE3D,referenceFronts,7000,16100000,0.8516409093858637,99.99850500410213
2400,0.8516281773892038,RE3D,referenceFronts,7000,16800000,0.8516409093858637,99.99850500410213
2500,0.8516281773892038,RE3D,referenceFronts,7000,17500000,0.8516409093858637,99.99850500410213
2600,0.8516302465484633,RE3D,referenceFronts,7000,18200000,0.8516409093858637,99.99874796557059
2700,0.8516313105470592,RE3D,referenceFronts,7000,18900000,0.8516409093858637,99.99887290069104
2800,0.8516313105470592,RE3D,referenceFronts,7000,19600000,0.8516409093858637,99.99887290069104
2900,0.8516313105470592,RE3D,referenceFronts,7000,20300000,0.8516409093858637,99.99887290069104
3000,0.8516338179347311,RE3D,referenceFronts,7000,21000000,0.8516409093858637,99.99916731910665
100,0.8414949161332494,RE3D,extremePointsFronts,1000,100000,0.8516409093858637,98.80865360731312
200,0.845007186947444,RE3D,extremePointsFronts,1000,200000,0.8516409093858637,99.22106578426308
300,0.8461547072652245,RE3D,extremePointsFronts,1000,300000,0.8516409093858637,99.35580805710761
400,0.847441420578896,RE3D,extremePointsFronts,1000,400000,0.8516409093858637,99.50689442455318
500,0.8477603351729516,RE3D,extremePointsFronts,1000,500000,0.8516409093858637,99.54434149767296
600,0.8483656002911335,RE3D,extremePointsFronts,1000,600000,0.8516409093858637,99.61541195841659
700,0.8487167059846518,RE3D,extremePointsFronts,1000,700000,0.8516409093858637,99.656638922698
800,0.8489167772269153,RE3D,extremePointsFronts,1000,800000,0.8516409093858637,99.68013136417873
900,0.8490170876274019,RE3D,extremePointsFronts,1000,900000,0.8516409093858637,99.69190984961561
1000,0.8491224126240575,RE3D,extremePointsFronts,1000,1000000,0.8516409093858637,99.70427715084492
1100,0.8492615422302074,RE3D,extremePointsFronts,1000,1100000,0.8516409093858637,99.72061380219839
1200,0.8493510549102182,RE3D,extremePointsFronts,1000,1200000,0.8516409093858637,99.73112441518379
1300,0.849387714235599,RE3D,extremePointsFronts,1000,1300000,0.8516409093858637,99.73542896713481
1400,0.8494858566750758,RE3D,extremePointsFronts,1000,1400000,0.8516409093858637,99.74695288976409
1500,0.8494858566750758,RE3D,extremePointsFronts,1000,1500000,0.8516409093858637,99.74695288976409
1600,0.8495719492742355,RE3D,extremePointsFronts,1000,1600000,0.8516409093858637,99.75706191555311
1700,0.8496659021384396,RE3D,extremePointsFronts,1000,1700000,0.8516409093858637,99.76809389665789
1800,0.8496659021384396,RE3D,extremePointsFronts,1000,1800000,0.8516409093858637,99.76809389665789
1900,0.8496668199816064,RE3D,extremePointsFronts,1000,1900000,0.8516409093858637,99.76820167015217
2000,0.8496668199816064,RE3D,extremePointsFronts,1000,2000000,0.8516409093858637,99.76820167015217
2100,0.8496818751216662,RE3D,extremePointsFronts,1000,2100000,0.8516409093858637,99.76996945043302
2200,0.8496992920674498,RE3D,extremePointsFronts,1000,2200000,0.8516409093858637,99.77201455484166
2300,0.8497189265455214,RE3D,extremePointsFronts,1000,2300000,0.8516409093858637,99.77432004273629
2400,0.849762861562135,RE3D,extremePointsFronts,1000,2400000,0.8516409093858637,99.77947890912345
2500,0.8497693517180167,RE3D,extremePointsFronts,1000,2500000,0.8516409093858637,99.78024098569941
2600,0.8497693517180167,RE3D,extremePointsFronts,1000,2600000,0.8516409093858637,99.78024098569941
2700,0.8497748502738698,RE3D,extremePointsFronts,1000,2700000,0.8516409093858637,99.78088662822226
2800,0.8498145468893031,RE3D,extremePointsFronts,1000,2800000,0.8516409093858637,99.78554781992828
2900,0.8498246769039358,RE3D,extremePointsFronts,1000,2900000,0.8516409093858637,99.78673729010534
3000,0.8498432316493205,RE3D,extremePointsFronts,1000,3000000,0.8516409093858637,99.78891599537656
100,0.8485057592236885,RE3D,extremePointsFronts,3000,300000,0.8516409093858637,99.63186947366866
200,0.8494671534740362,RE3D,extremePointsFronts,3000,600000,0.8516409093858637,99.74475675277331
300,0.8502732859817785,RE3D,extremePointsFronts,3000,900000,0.8516409093858637,99.83941313891658
400,0.8506342068494086,RE3D,extremePointsFronts,3000,1200000,0.8516409093858637,99.88179260468112
500,0.8507263781079262,RE3D,extremePointsFronts,3000,1500000,0.8516409093858637,99.89261538896751
600,0.8508791399981466,RE3D,extremePointsFronts,3000,1800000,0.8516409093858637,99.91055274830957
700,0.8509695982949705,RE3D,extremePointsFronts,3000,2100000,0.8516409093858637,99.92117439598137
800,0.8510338353461815,RE3D,extremePointsFronts,3000,2400000,0.8516409093858637,99.9287171350047
900,0.8510941344552616,RE3D,extremePointsFronts,3000,2700000,0.8516409093858637,99.93579747936295
1000,0.851139170028151,RE3D,extremePointsFronts,3000,3000000,0.8516409093858637,99.94108557348724
1100,0.8511599000600293,RE3D,extremePointsFronts,3000,3300000,0.8516409093858637,99.9435197017272
1200,0.8511599000600293,RE3D,extremePointsFronts,3000,3600000,0.8516409093858637,99.9435197017272
1300,0.8511961225156233,RE3D,extremePointsFronts,3000,3900000,0.8516409093858637,99.94777295626145
1400,0.8512186182714746,RE3D,extremePointsFronts,3000,4200000,0.8516409093858637,99.95041441648293
1500,0.8512288472326057,RE3D,extremePointsFronts,3000,4500000,0.8516409093858637,99.95161550499552
1600,0.8512369605529466,RE3D,extremePointsFronts,3000,4800000,0.8516409093858637,99.95256817416059
1700,0.8512608001307816,RE3D,extremePointsFronts,3000,5100000,0.8516409093858637,99.95536742647131
1800,0.8512618769677374,RE3D,extremePointsFronts,3000,5400000,0.8516409093858637,99.95549386907686
1900,0.8512638069118086,RE3D,extremePointsFronts,3000,5700000,0.8516409093858637,99.95572048384489
2000,0.8512758472641462,RE3D,extremePointsFronts,3000,6000000,0.8516409093858637,99.95713426660296
2100,0.8512758472641462,RE3D,extremePointsFronts,3000,6300000,0.8516409093858637,99.95713426660296
2200,0.8512910655726291,RE3D,extremePointsFronts,3000,6600000,0.8516409093858637,99.95892120618221
2300,0.851293092259781,RE3D,extremePointsFronts,3000,6900000,0.8516409093858637,99.95915918055962
2400,0.851293092259781,RE3D,extremePointsFronts,3000,7200000,0.8516409093858637,99.95915918055962
2500,0.8512956684445083,RE3D,extremePointsFronts,3000,7500000,0.8516409093858637,99.95946167715167
2600,0.8513008430056777,RE3D,extremePointsFronts,3000,7800000,0.8516409093858637,99.96006927609533
2700,0.8513058692705398,RE3D,extremePointsFronts,3000,8100000,0.8516409093858637,99.96065946203012
2800,0.8513058692705398,RE3D,extremePointsFronts,3000,8400000,0.8516409093858637,99.96065946203012
2900,0.8513058692705398,RE3D,extremePointsFronts,3000,8700000,0.8516409093858637,99.96065946203012
3000,0.8513131755884902,RE3D,extremePointsFronts,3000,9000000,0.8516409093858637,99.9615173726671
100,0.8504139707325238,RE3D,extremePointsFronts,5000,500000,0.8516409093858637,99.85593239594084
200,0.8505999681070415,RE3D,extremePointsFronts,5000,1000000,0.8516409093858637,99.87777227850964
300,0.8508753500887469,RE3D,extremePointsFronts,5000,1500000,0.8516409093858637,99.91010773570414
400,0.8510340358667117,RE3D,extremePointsFronts,5000,2000000,0.8516409093858637,99.92874068020174
500,0.8511251997927678,RE3D,extremePointsFronts,5000,2500000,0.8516409093858637,99.93944518312681
600,0.8512201776026531,RE3D,extremePointsFronts,5000,3000000,0.8516409093858637,99.95059751374392
700,0.8512686889295968,RE3D,extremePointsFronts,5000,3500000,0.8516409093858637,99.9562937322333
800,0.8512961892471478,RE3D,extremePointsFronts,5000,4000000,0.8516409093858637,99.95952282999598
900,0.8513386361062056,RE3D,extremePointsFronts,5000,4500000,0.8516409093858637,99.96450695635606
1000,0.85139869878211,RE3D,extremePointsFronts,5000,5000000,0.8516409093858637,99.97155953864072
1100,0.8514248634690436,RE3D,extremePointsFronts,5000,5500000,0.8516409093858637,99.9746318061475
1200,0.8514291137290539,RE3D,extremePointsFronts,5000,6000000,0.8516409093858637,99.97513087329699
1300,0.8514403783704776,RE3D,extremePointsFronts,5000,6500000,0.8516409093858637,99.97645357178406
1400,0.851443131292921,RE3D,extremePointsFronts,5000,7000000,0.8516409093858637,99.97677682098606
1500,0.851443131292921,RE3D,extremePointsFronts,5000,7500000,0.8516409093858637,99.97677682098606
1600,0.8514685545881346,RE3D,extremePointsFronts,5000,8000000,0.8516409093858637,99.97976203399466
1700,0.8514736325771408,RE3D,extremePointsFronts,5000,8500000,0.8516409093858637,99.98035829339815
1800,0.8514770466493335,RE3D,extremePointsFronts,5000,9000000,0.8516409093858637,99.98075917505557
1900,0.8514801708273132,RE3D,extremePointsFronts,5000,9500000,0.8516409093858637,99.98112601722404
2000,0.8514818428340378,RE3D,extremePointsFronts,5000,10000000,0.8516409093858637,99.98132234489057
2100,0.8515000487136519,RE3D,extremePointsFronts,5000,10500000,0.8516409093858637,99.98346008621013
2200,0.8515000487136519,RE3D,extremePointsFronts,5000,11000000,0.8516409093858637,99.98346008621013
2300,0.8515054086574442,RE3D,extremePointsFronts,5000,11500000,0.8516409093858637,99.984089452852
2400,0.8515054086574442,RE3D,extremePointsFronts,5000,12000000,0.8516409093858637,99.984089452852
2500,0.8515119128729355,RE3D,extremePointsFronts,5000,12500000,0.8516409093858637,99.98485318031267
2600,0.8515179783958576,RE3D,extremePointsFronts,5000,13000000,0.8516409093858637,99.98556539632477
2700,0.8515211198512425,RE3D,extremePointsFronts,5000,13500000,0.8516409093858637,99.98593426721274
2800,0.8515257772775799,RE3D,extremePointsFronts,5000,14000000,0.8516409093858637,99.98648114398748
2900,0.8515279765944818,RE3D,extremePointsFronts,5000,14500000,0.8516409093858637,99.98673938861587
3000,0.8515279765944818,RE3D,extremePointsFronts,5000,15000000,0.8516409093858637,99.98673938861587
100,0.850468507647457,RE3D,extremePointsFronts,7000,700000,0.8516409093858637,99.86233614126732
200,0.8509572613658596,RE3D,extremePointsFronts,7000,1400000,0.8516409093858637,99.9197257890656
300,0.8511423974779375,RE3D,extremePointsFronts,7000,2100000,0.8516409093858637,99.94146454187062
400,0.8513123120061703,RE3D,extremePointsFronts,7000,2800000,0.8516409093858637,99.96141597050213
500,0.8513901974317556,RE3D,extremePointsFronts,7000,3500000,0.8516409093858637,99.97056130684363
600,0.851443590858568,RE3D,extremePointsFronts,7000,4200000,0.8516409093858637,99.97683078335939
700,0.8514791454113806,RE3D,extremePointsFronts,7000,4900000,0.8516409093858637,99.98100561249463
800,0.8515113067239917,RE3D,extremePointsFronts,7000,5600000,0.8516409093858637,99.98478200607278
900,0.8515487784266207,RE3D,extremePointsFronts,7000,6300000,0.8516409093858637,99.98918194766978
1000,0.8515689599645435,RE3D,extremePointsFronts,7000,7000000,0.8516409093858637,99.99155167154053
1100,0.8515790428435983,RE3D,extremePointsFronts,7000,7700000,0.8516409093858637,99.99273560704006
1200,0.8515868561359756,RE3D,extremePointsFronts,7000,8400000,0.8516409093858637,99.99365304680735
1300,0.8516049841891853,RE3D,extremePointsFronts,7000,9100000,0.8516409093858637,99.99578164972087
1400,0.8516134448882694,RE3D,extremePointsFronts,7000,9800000,0.8516409093858637,99.9967751082303
1500,0.8516184112925116,RE3D,extremePointsFronts,7000,10500000,0.8516409093858637,99.99735826530828
1600,0.8516241529854451,RE3D,extremePointsFronts,7000,11200000,0.8516409093858637,99.99803245707976
1700,0.8516277106007929,RE3D,extremePointsFronts,7000,11900000,0.8516409093858637,99.99845019362911
1800,0.8516283964837739,RE3D,extremePointsFronts,7000,12600000,0.8516409093858637,99.99853073027
1900,0.8516285945110764,RE3D,extremePointsFronts,7000,13300000,0.8516409093858637,99.9985539827113
2000,0.8516314828894956,RE3D,extremePointsFronts,7000,14000000,0.8516409093858637,99.99889313720557
2100,0.8516314828894956,RE3D,extremePointsFronts,7000,14700000,0.8516409093858637,99.99889313720557
2200,0.8516377067124234,RE3D,extremePointsFronts,7000,15400000,0.8516409093858637,99.99962394086464
2300,0.8516406075435554,RE3D,extremePointsFronts,7000,16100000,0.8516409093858637,99.99996455756119
2400,0.8516406075435554,RE3D,extremePointsFronts,7000,16800000,0.8516409093858637,99.99996455756119
2500,0.851642211699148,RE3D,extremePointsFronts,7000,17500000,0.8516409093858637,100.00015291812194
2600,0.8516445914668272,RE3D,extremePointsFronts,7000,18200000,0.8516409093858637,100.00043235134939
2700,0.8516455775929517,RE3D,extremePointsFronts,7000,18900000,0.8516409093858637,100.00054814265455
2800,0.8516455775929517,RE3D,extremePointsFronts,7000,19600000,0.8516409093858637,100.00054814265455
2900,0.8516455775929517,RE3D,extremePointsFronts,7000,20300000,0.8516409093858637,100.00054814265455
3000,0.8516456370061631,RE3D,extremePointsFronts,7000,21000000,0.8516409093858637,100.00055511897648
100,0.5812059619575651,RWA3D,referenceFronts,1000,100000,0.5859318734847487,99.1934366876004
200,0.5827075025687147,RWA3D,referenceFronts,1000,200000,0.5859318734847487,99.4497020793804
300,0.5832839843464042,RWA3D,referenceFronts,1000,300000,0.5859318734847487,99.54808924754398
400,0.5841121422192064,RWA3D,referenceFronts,1000,400000,0.5859318734847487,99.68942954840129
500,0.5843664114698506,RWA3D,referenceFronts,1000,500000,0.5859318734847487,99.73282525055554
600,0.5846400771676497,RWA3D,referenceFronts,1000,600000,0.5859318734847487,99.77953131147888
700,0.5847629963121501,RWA3D,referenceFronts,1000,700000,0.5859318734847487,99.8005097135872
800,0.5848035802963447,RWA3D,referenceFronts,1000,800000,0.5859318734847487,99.8074361134011
900,0.5849147670261083,RWA3D,referenceFronts,1000,900000,0.5859318734847487,99.82641216416657
1000,0.5849559605478736,RWA3D,referenceFronts,1000,1000000,0.5859318734847487,99.83344259272481
1100,0.5849851126442419,RWA3D,referenceFronts,1000,1100000,0.5859318734847487,99.83841793161446
1200,0.5850258670711567,RWA3D,referenceFronts,1000,1200000,0.5859318734847487,99.84537342059859
1300,0.5850352924745903,RWA3D,referenceFronts,1000,1300000,0.5859318734847487,99.84698203823149
1400,0.5850388991690096,RWA3D,referenceFronts,1000,1400000,0.5859318734847487,99.84759758665658
1500,0.5850542153497478,RWA3D,referenceFronts,1000,1500000,0.5859318734847487,99.85021157327026
1600,0.5850780139267109,RWA3D,referenceFronts,1000,1600000,0.5859318734847487,99.85427323607442
1700,0.5850906795760821,RWA3D,referenceFronts,1000,1700000,0.5859318734847487,99.85643486099096
1800,0.5851068264032183,RWA3D,referenceFronts,1000,1800000,0.5859318734847487,99.85919061261788
1900,0.5851159092528375,RWA3D,referenceFronts,1000,1900000,0.5859318734847487,99.86074076717173
2000,0.5851177397042948,RWA3D,referenceFronts,1000,2000000,0.5859318734847487,99.86105316722028
2100,0.5851196653680077,RWA3D,referenceFronts,1000,2100000,0.5859318734847487,99.86138181698318
2200,0.5851221460007048,RWA3D,referenceFronts,1000,2200000,0.5859318734847487,99.8618051823622
2300,0.5851315828839858,RWA3D,referenceFronts,1000,2300000,0.5859318734847487,99.8634157592412
2400,0.5851315828839858,RWA3D,referenceFronts,1000,2400000,0.5859318734847487,99.8634157592412
2500,0.5851398967620256,RWA3D,referenceFronts,1000,2500000,0.5859318734847487,99.8648346747186
2600,0.5851398967620256,RWA3D,referenceFronts,1000,2600000,0.5859318734847487,99.8648346747186
2700,0.5851719967816937,RWA3D,referenceFronts,1000,2700000,0.5859318734847487,99.87031313068263
2800,0.585181023159999,RWA3D,referenceFronts,1000,2800000,0.5859318734847487,99.871853647373
2900,0.5851843820608167,RWA3D,referenceFronts,1000,2900000,0.5859318734847487,99.87242690528399
3000,0.5851843820608167,RWA3D,referenceFronts,1000,3000000,0.5859318734847487,99.87242690528399
100,0.5841484737791981,RWA3D,referenceFronts,3000,300000,0.5859318734847487,99.69563019418212
200,0.5849188436759383,RWA3D,referenceFronts,3000,600000,0.5859318734847487,99.82710791908526
300,0.5851346999700806,RWA3D,referenceFronts,3000,900000,0.5859318734847487,99.86394774704317
400,0.5852421735136774,RWA3D,referenceFronts,3000,1200000,0.5859318734847487,99.88229007461747
500,0.5854438265675108,RWA3D,referenceFronts,3000,1500000,0.5859318734847487,99.91670585961892
600,0.5855273666131589,RWA3D,referenceFronts,3000,1800000,0.5859318734847487,99.93096349765304
700,0.5855506693754527,RWA3D,referenceFronts,3000,2100000,0.5859318734847487,99.93494054060777
800,0.5856056809825645,RWA3D,referenceFronts,3000,2400000,0.5859318734847487,99.94432927837765
900,0.5856591796771347,RWA3D,referenceFronts,3000,2700000,0.5859318734847487,99.9534598099277
1000,0.5856777613457117,RWA3D,referenceFronts,3000,3000000,0.5859318734847487,99.95663111181753
1100,0.5857042542461394,RWA3D,referenceFronts,3000,3300000,0.5859318734847487,99.96115261024194
1200,0.5857075977674228,RWA3D,referenceFronts,3000,3600000,0.5859318734847487,99.96172324335386
1300,0.5857255023801078,RWA3D,referenceFronts,3000,3900000,0.5859318734847487,99.96477899326186
1400,0.5857500812123381,RWA3D,referenceFronts,3000,4200000,0.5859318734847487,99.96897382091036
1500,0.5857500812123381,RWA3D,referenceFronts,3000,4500000,0.5859318734847487,99.96897382091036
1600,0.5857565845621361,RWA3D,referenceFronts,3000,4800000,0.5859318734847487,99.97008373660061
1700,0.5857565845621361,RWA3D,referenceFronts,3000,5100000,0.5859318734847487,99.97008373660061
